edge_id,source,target,distance,capacity_units,edge_type
E001:C0--C1,C0,C1,1.0,3.0,navigation
E002:C1--C2,C1,C2,1.0,5.0,navigation
E003:C2--C3,C2,C3,1.0,3.0,navigation
E004:C3--C4,C3,C4,1.0,4.0,navigation
E005:C4--C5,C4,C5,1.0,3.0,navigation
E006:C1--B1_0,C1,B1_0,1.0,3.0,navigation
E007:START_R01--DOOR_01,START_R01,DOOR_01,1.0,3.0,room_start
E008:DOOR_01--B1_0,DOOR_01,B1_0,1.0,3.0,door_to_hallway
E009:C1--B2_0,C1,B2_0,1.0,4.0,navigation
E010:START_R02--DOOR_02,START_R02,DOOR_02,1.0,3.0,room_start
E011:DOOR_02--B2_0,DOOR_02,B2_0,1.0,2.0,door_to_hallway
E012:C2--B3_0,C2,B3_0,1.0,2.0,navigation
E013:START_R03--DOOR_03,START_R03,DOOR_03,1.0,3.0,room_start
E014:DOOR_03--B3_0,DOOR_03,B3_0,1.0,2.0,door_to_hallway
E015:C2--B4_0,C2,B4_0,1.0,3.0,navigation
E016:START_R04--DOOR_04,START_R04,DOOR_04,1.0,3.0,room_start
E017:DOOR_04--B4_0,DOOR_04,B4_0,1.0,2.0,door_to_hallway
E018:C3--B5_0,C3,B5_0,1.0,4.0,navigation
E019:START_R05--DOOR_05,START_R05,DOOR_05,1.0,3.0,room_start
E020:DOOR_05--B5_0,DOOR_05,B5_0,1.0,3.0,door_to_hallway
E021:C3--B6_0,C3,B6_0,1.0,4.0,navigation
E022:START_R06--DOOR_06,START_R06,DOOR_06,1.0,2.0,room_start
E023:DOOR_06--B6_0,DOOR_06,B6_0,1.0,2.0,door_to_hallway
E024:C4--B7_0,C4,B7_0,1.0,3.0,navigation
E025:START_R07--DOOR_07,START_R07,DOOR_07,1.0,2.0,room_start
E026:DOOR_07--B7_0,DOOR_07,B7_0,1.0,2.0,door_to_hallway
E027:C4--B8_0,C4,B8_0,1.0,2.0,navigation
E028:START_R08--DOOR_08,START_R08,DOOR_08,1.0,2.0,room_start
E029:DOOR_08--B8_0,DOOR_08,B8_0,1.0,3.0,door_to_hallway
E030:B1_0--B1_1,B1_0,B1_1,1.0,4.0,navigation
E031:START_R09--DOOR_09,START_R09,DOOR_09,1.0,2.0,room_start
E032:DOOR_09--B1_1,DOOR_09,B1_1,1.0,3.0,door_to_hallway
E033:B2_0--B2_1,B2_0,B2_1,1.0,4.0,navigation
E034:START_R10--DOOR_10,START_R10,DOOR_10,1.0,2.0,room_start
E035:DOOR_10--B2_1,DOOR_10,B2_1,1.0,2.0,door_to_hallway
E036:B3_0--B3_1,B3_0,B3_1,1.0,3.0,navigation
E037:START_R11--DOOR_11,START_R11,DOOR_11,1.0,3.0,room_start
E038:DOOR_11--B3_1,DOOR_11,B3_1,1.0,2.0,door_to_hallway
E039:B4_0--B4_1,B4_0,B4_1,1.0,3.0,navigation
E040:START_R12--DOOR_12,START_R12,DOOR_12,1.0,2.0,room_start
E041:DOOR_12--B4_1,DOOR_12,B4_1,1.0,2.0,door_to_hallway
E042:B5_0--B5_1,B5_0,B5_1,1.0,3.0,navigation
E043:START_R13--DOOR_13,START_R13,DOOR_13,1.0,3.0,room_start
E044:DOOR_13--B5_1,DOOR_13,B5_1,1.0,2.0,door_to_hallway
E045:B6_0--B6_1,B6_0,B6_1,1.0,3.0,navigation
E046:START_R14--DOOR_14,START_R14,DOOR_14,1.0,2.0,room_start
E047:DOOR_14--B6_1,DOOR_14,B6_1,1.0,2.0,door_to_hallway
E048:B7_0--B7_1,B7_0,B7_1,1.0,4.0,navigation
E049:START_R15--DOOR_15,START_R15,DOOR_15,1.0,3.0,room_start
E050:DOOR_15--B7_1,DOOR_15,B7_1,1.0,2.0,door_to_hallway
E051:B8_0--B8_1,B8_0,B8_1,1.0,4.0,navigation
E052:START_R16--DOOR_16,START_R16,DOOR_16,1.0,3.0,room_start
E053:DOOR_16--B8_1,DOOR_16,B8_1,1.0,3.0,door_to_hallway
E054:B1_1--B1_2,B1_1,B1_2,1.0,4.0,navigation
E055:START_R17--DOOR_17,START_R17,DOOR_17,1.0,2.0,room_start
E056:DOOR_17--B1_2,DOOR_17,B1_2,1.0,3.0,door_to_hallway
E057:B2_1--B2_2,B2_1,B2_2,1.0,3.0,navigation
E058:START_R18--DOOR_18,START_R18,DOOR_18,1.0,3.0,room_start
E059:DOOR_18--B2_2,DOOR_18,B2_2,1.0,3.0,door_to_hallway
E060:B3_1--B3_2,B3_1,B3_2,1.0,4.0,navigation
E061:START_R19--DOOR_19,START_R19,DOOR_19,1.0,2.0,room_start
E062:DOOR_19--B3_2,DOOR_19,B3_2,1.0,3.0,door_to_hallway
E063:B4_1--B4_2,B4_1,B4_2,1.0,2.0,navigation
E064:START_R20--DOOR_20,START_R20,DOOR_20,1.0,3.0,room_start
E065:DOOR_20--B4_2,DOOR_20,B4_2,1.0,3.0,door_to_hallway
E066:C0--EXIT_A,C0,EXIT_A,1.0,6.0,exit
E067:C5--EXIT_B,C5,EXIT_B,1.0,4.0,exit
E068:C1--EXIT_C,C1,EXIT_C,1.0,5.0,exit
E069:C2--EXIT_D,C2,EXIT_D,1.0,6.0,exit
