room_id,room_name,start_node,occupancy,selected_exit,distance,congestion_penalty,combined_cost,hops,path
R01,Room 01,START_R01,25,EXIT_A,6.0,15.57291666666667,21.57291666666667,6,START_R01 -> DOOR_01 -> B1_0 -> E1 -> C1 -> C0 -> EXIT_A
R02,Room 02,START_R02,13,EXIT_A,6.0,90.24722222222222,96.24722222222222,6,START_R02 -> DOOR_02 -> B2_0 -> E2 -> C1 -> C0 -> EXIT_A
R03,Room 03,START_R03,13,EXIT_B,6.0,56.152347222222225,62.152347222222225,6,START_R03 -> DOOR_03 -> B3_0 -> E3 -> C4 -> C5 -> EXIT_B
R04,Room 04,START_R04,16,EXIT_B,6.0,36.83244444444445,42.83244444444445,6,START_R04 -> DOOR_04 -> B4_0 -> E4 -> C4 -> C5 -> EXIT_B
R05,Room 05,START_R05,14,EXIT_A,7.0,38.682027777777776,45.682027777777776,7,START_R05 -> DOOR_05 -> B1_1 -> B1_0 -> E1 -> C1 -> C0 -> EXIT_A
R06,Room 06,START_R06,25,EXIT_B,10.0,33.802083333333336,43.802083333333336,10,START_R06 -> DOOR_06 -> B2_1 -> B2_0 -> E2 -> C1 -> C2 -> C3 -> C4 -> C5 -> EXIT_B
R07,Room 07,START_R07,22,EXIT_B,7.0,34.504111111111115,41.50411111111111,7,START_R07 -> DOOR_07 -> B3_1 -> B3_0 -> E3 -> C4 -> C5 -> EXIT_B
R08,Room 08,START_R08,9,EXIT_B,7.0,63.05173611111111,70.05173611111111,7,START_R08 -> DOOR_08 -> B4_1 -> B4_0 -> E4 -> C4 -> C5 -> EXIT_B
R09,Room 09,START_R09,10,EXIT_A,8.0,73.61736111111111,81.61736111111111,8,START_R09 -> DOOR_09 -> B1_2 -> B1_1 -> B1_0 -> E1 -> C1 -> C0 -> EXIT_A
R10,Room 10,START_R10,18,EXIT_A,8.0,63.03306944444444,71.03306944444444,8,START_R10 -> DOOR_10 -> B2_2 -> B2_1 -> B2_0 -> E2 -> C1 -> C0 -> EXIT_A
