edge_id,source,target,distance,capacity_units,edge_type
E001:C0--C1,C0,C1,1.0,3.0,navigation
E002:C1--C2,C1,C2,1.0,3.0,navigation
E003:C2--C3,C2,C3,1.0,3.0,navigation
E004:C3--C4,C3,C4,1.0,4.0,navigation
E005:C4--C5,C4,C5,1.0,3.0,navigation
E006:C1--E1,C1,E1,1.0,4.0,navigation
E007:E1--B1_0,E1,B1_0,1.0,4.0,navigation
E008:START_R01--DOOR_01,START_R01,DOOR_01,1.0,3.0,room_start
E009:DOOR_01--B1_0,DOOR_01,B1_0,1.0,3.0,door_to_hallway
E010:C1--E2,C1,E2,1.0,4.0,navigation
E011:E2--B2_0,E2,B2_0,1.0,2.0,navigation
E012:START_R02--DOOR_02,START_R02,DOOR_02,1.0,2.0,room_start
E013:DOOR_02--B2_0,DOOR_02,B2_0,1.0,2.0,door_to_hallway
E014:C4--E3,C4,E3,1.0,3.0,navigation
E015:E3--B3_0,E3,B3_0,1.0,4.0,navigation
E016:START_R03--DOOR_03,START_R03,DOOR_03,1.0,3.0,room_start
E017:DOOR_03--B3_0,DOOR_03,B3_0,1.0,3.0,door_to_hallway
E018:C4--E4,C4,E4,1.0,4.0,navigation
E019:E4--B4_0,E4,B4_0,1.0,3.0,navigation
E020:START_R04--DOOR_04,START_R04,DOOR_04,1.0,3.0,room_start
E021:DOOR_04--B4_0,DOOR_04,B4_0,1.0,2.0,door_to_hallway
E022:B1_0--B1_1,B1_0,B1_1,1.0,2.0,navigation
E023:START_R05--DOOR_05,START_R05,DOOR_05,1.0,3.0,room_start
E024:DOOR_05--B1_1,DOOR_05,B1_1,1.0,3.0,door_to_hallway
E025:B2_0--B2_1,B2_0,B2_1,1.0,3.0,navigation
E026:START_R06--DOOR_06,START_R06,DOOR_06,1.0,3.0,room_start
E027:DOOR_06--B2_1,DOOR_06,B2_1,1.0,3.0,door_to_hallway
E028:B3_0--B3_1,B3_0,B3_1,1.0,4.0,navigation
E029:START_R07--DOOR_07,START_R07,DOOR_07,1.0,2.0,room_start
E030:DOOR_07--B3_1,DOOR_07,B3_1,1.0,2.0,door_to_hallway
E031:B4_0--B4_1,B4_0,B4_1,1.0,2.0,navigation
E032:START_R08--DOOR_08,START_R08,DOOR_08,1.0,2.0,room_start
E033:DOOR_08--B4_1,DOOR_08,B4_1,1.0,2.0,door_to_hallway
E034:B1_1--B1_2,B1_1,B1_2,1.0,2.0,navigation
E035:START_R09--DOOR_09,START_R09,DOOR_09,1.0,3.0,room_start
E036:DOOR_09--B1_2,DOOR_09,B1_2,1.0,2.0,door_to_hallway
E037:B2_1--B2_2,B2_1,B2_2,1.0,2.0,navigation
E038:START_R10--DOOR_10,START_R10,DOOR_10,1.0,3.0,room_start
E039:DOOR_10--B2_2,DOOR_10,B2_2,1.0,2.0,door_to_hallway
E040:C0--EXIT_A,C0,EXIT_A,1.0,5.0,exit
E041:C5--EXIT_B,C5,EXIT_B,1.0,5.0,exit
