route_id,room_id,room_name,start_node,exit_node,occupancy,distance,edge_count,path,edge_ids
R01__EXIT_A,R01,Room 01,START_R01,EXIT_A,15,3.0,3,START_R01 -> DOOR_01 -> C0 -> EXIT_A,E031:START_R01--DOOR_01 | E032:DOOR_01--C0 | E025:C0--EXIT_A
R01__EXIT_B,R01,Room 01,START_R01,EXIT_B,15,8.0,8,START_R01 -> DOOR_01 -> C0 -> C1 -> C2 -> C3 -> C4 -> C5 -> EXIT_B,E031:START_R01--DOOR_01 | E032:DOOR_01--C0 | E001:C0--C1 | E002:C1--C2 | E003:C2--C3 | E004:C3--C4 | E005:C4--C5 | E026:C5--EXIT_B
R01__EXIT_C,R01,Room 01,START_R01,EXIT_C,15,12.0,12,START_R01 -> DOOR_01 -> C0 -> C1 -> C2 -> C3 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_C,E031:START_R01--DOOR_01 | E032:DOOR_01--C0 | E001:C0--C1 | E002:C1--C2 | E003:C2--C3 | E004:C3--C4 | E005:C4--C5 | E006:C5--C6 | E007:C6--C7 | E008:C7--C8 | E009:C8--C9 | E027:C9--EXIT_C
R01__EXIT_D,R01,Room 01,START_R01,EXIT_D,15,13.0,13,START_R01 -> DOOR_01 -> C0 -> C23 -> C22 -> C21 -> C20 -> C19 -> C18 -> C17 -> C16 -> C15 -> C14 -> EXIT_D,E031:START_R01--DOOR_01 | E032:DOOR_01--C0 | E024:C23--C0 | E023:C22--C23 | E022:C21--C22 | E021:C20--C21 | E020:C19--C20 | E019:C18--C19 | E018:C17--C18 | E017:C16--C17 | E016:C15--C16 | E015:C14--C15 | E028:C14--EXIT_D
R01__EXIT_E,R01,Room 01,START_R01,EXIT_E,15,9.0,9,START_R01 -> DOOR_01 -> C0 -> C23 -> C22 -> C21 -> C20 -> C19 -> C18 -> EXIT_E,E031:START_R01--DOOR_01 | E032:DOOR_01--C0 | E024:C23--C0 | E023:C22--C23 | E022:C21--C22 | E021:C20--C21 | E020:C19--C20 | E019:C18--C19 | E029:C18--EXIT_E
R01__EXIT_F,R01,Room 01,START_R01,EXIT_F,15,4.0,4,START_R01 -> DOOR_01 -> C0 -> C23 -> EXIT_F,E031:START_R01--DOOR_01 | E032:DOOR_01--C0 | E024:C23--C0 | E030:C23--EXIT_F
R02__EXIT_A,R02,Room 02,START_R02,EXIT_A,3,4.0,4,START_R02 -> DOOR_02 -> C1 -> C0 -> EXIT_A,E033:START_R02--DOOR_02 | E034:DOOR_02--C1 | E001:C0--C1 | E025:C0--EXIT_A
R02__EXIT_B,R02,Room 02,START_R02,EXIT_B,3,7.0,7,START_R02 -> DOOR_02 -> C1 -> C2 -> C3 -> C4 -> C5 -> EXIT_B,E033:START_R02--DOOR_02 | E034:DOOR_02--C1 | E002:C1--C2 | E003:C2--C3 | E004:C3--C4 | E005:C4--C5 | E026:C5--EXIT_B
R02__EXIT_C,R02,Room 02,START_R02,EXIT_C,3,11.0,11,START_R02 -> DOOR_02 -> C1 -> C2 -> C3 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_C,E033:START_R02--DOOR_02 | E034:DOOR_02--C1 | E002:C1--C2 | E003:C2--C3 | E004:C3--C4 | E005:C4--C5 | E006:C5--C6 | E007:C6--C7 | E008:C7--C8 | E009:C8--C9 | E027:C9--EXIT_C
R02__EXIT_D,R02,Room 02,START_R02,EXIT_D,3,14.0,14,START_R02 -> DOOR_02 -> C1 -> C0 -> C23 -> C22 -> C21 -> C20 -> C19 -> C18 -> C17 -> C16 -> C15 -> C14 -> EXIT_D,E033:START_R02--DOOR_02 | E034:DOOR_02--C1 | E001:C0--C1 | E024:C23--C0 | E023:C22--C23 | E022:C21--C22 | E021:C20--C21 | E020:C19--C20 | E019:C18--C19 | E018:C17--C18 | E017:C16--C17 | E016:C15--C16 | E015:C14--C15 | E028:C14--EXIT_D
R02__EXIT_E,R02,Room 02,START_R02,EXIT_E,3,10.0,10,START_R02 -> DOOR_02 -> C1 -> C0 -> C23 -> C22 -> C21 -> C20 -> C19 -> C18 -> EXIT_E,E033:START_R02--DOOR_02 | E034:DOOR_02--C1 | E001:C0--C1 | E024:C23--C0 | E023:C22--C23 | E022:C21--C22 | E021:C20--C21 | E020:C19--C20 | E019:C18--C19 | E029:C18--EXIT_E
R02__EXIT_F,R02,Room 02,START_R02,EXIT_F,3,5.0,5,START_R02 -> DOOR_02 -> C1 -> C0 -> C23 -> EXIT_F,E033:START_R02--DOOR_02 | E034:DOOR_02--C1 | E001:C0--C1 | E024:C23--C0 | E030:C23--EXIT_F
R03__EXIT_A,R03,Room 03,START_R03,EXIT_A,13,5.0,5,START_R03 -> DOOR_03 -> C2 -> C1 -> C0 -> EXIT_A,E035:START_R03--DOOR_03 | E036:DOOR_03--C2 | E002:C1--C2 | E001:C0--C1 | E025:C0--EXIT_A
R03__EXIT_B,R03,Room 03,START_R03,EXIT_B,13,6.0,6,START_R03 -> DOOR_03 -> C2 -> C3 -> C4 -> C5 -> EXIT_B,E035:START_R03--DOOR_03 | E036:DOOR_03--C2 | E003:C2--C3 | E004:C3--C4 | E005:C4--C5 | E026:C5--EXIT_B
R03__EXIT_C,R03,Room 03,START_R03,EXIT_C,13,10.0,10,START_R03 -> DOOR_03 -> C2 -> C3 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_C,E035:START_R03--DOOR_03 | E036:DOOR_03--C2 | E003:C2--C3 | E004:C3--C4 | E005:C4--C5 | E006:C5--C6 | E007:C6--C7 | E008:C7--C8 | E009:C8--C9 | E027:C9--EXIT_C
R03__EXIT_D,R03,Room 03,START_R03,EXIT_D,13,15.0,15,START_R03 -> DOOR_03 -> C2 -> C1 -> C0 -> C23 -> C22 -> C21 -> C20 -> C19 -> C18 -> C17 -> C16 -> C15 -> C14 -> EXIT_D,E035:START_R03--DOOR_03 | E036:DOOR_03--C2 | E002:C1--C2 | E001:C0--C1 | E024:C23--C0 | E023:C22--C23 | E022:C21--C22 | E021:C20--C21 | E020:C19--C20 | E019:C18--C19 | E018:C17--C18 | E017:C16--C17 | E016:C15--C16 | E015:C14--C15 | E028:C14--EXIT_D
R03__EXIT_E,R03,Room 03,START_R03,EXIT_E,13,11.0,11,START_R03 -> DOOR_03 -> C2 -> C1 -> C0 -> C23 -> C22 -> C21 -> C20 -> C19 -> C18 -> EXIT_E,E035:START_R03--DOOR_03 | E036:DOOR_03--C2 | E002:C1--C2 | E001:C0--C1 | E024:C23--C0 | E023:C22--C23 | E022:C21--C22 | E021:C20--C21 | E020:C19--C20 | E019:C18--C19 | E029:C18--EXIT_E
R03__EXIT_F,R03,Room 03,START_R03,EXIT_F,13,6.0,6,START_R03 -> DOOR_03 -> C2 -> C1 -> C0 -> C23 -> EXIT_F,E035:START_R03--DOOR_03 | E036:DOOR_03--C2 | E002:C1--C2 | E001:C0--C1 | E024:C23--C0 | E030:C23--EXIT_F
R04__EXIT_A,R04,Room 04,START_R04,EXIT_A,7,6.0,6,START_R04 -> DOOR_04 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,E037:START_R04--DOOR_04 | E038:DOOR_04--C3 | E003:C2--C3 | E002:C1--C2 | E001:C0--C1 | E025:C0--EXIT_A
R04__EXIT_B,R04,Room 04,START_R04,EXIT_B,7,5.0,5,START_R04 -> DOOR_04 -> C3 -> C4 -> C5 -> EXIT_B,E037:START_R04--DOOR_04 | E038:DOOR_04--C3 | E004:C3--C4 | E005:C4--C5 | E026:C5--EXIT_B
