room_id,classical_exit,classical_distance,classical_hops,classical_path,occupancy,congestion_aware_exit,congestion_aware_distance,congestion_aware_hops,congestion_penalty,combined_cost,congestion_aware_path,exit_changed,path_changed,extra_distance,extra_hops
R01,EXIT_A,3.0,3,START_R01 -> DOOR_01 -> C0 -> EXIT_A,23,EXIT_A,3.0,3,13.95972222222222,16.95972222222222,START_R01 -> DOOR_01 -> C0 -> EXIT_A,False,False,0.0,0
R02,EXIT_A,4.0,4,START_R02 -> DOOR_02 -> C1 -> C0 -> EXIT_A,16,EXIT_A,4.0,4,14.494444444444447,18.494444444444447,START_R02 -> DOOR_02 -> C1 -> C0 -> EXIT_A,False,False,0.0,0
R03,EXIT_B,3.0,3,START_R03 -> DOOR_03 -> C2 -> EXIT_B,20,EXIT_B,3.0,3,6.779166666666667,9.779166666666667,START_R03 -> DOOR_03 -> C2 -> EXIT_B,False,False,0.0,0
R04,EXIT_C,3.0,3,START_R04 -> DOOR_04 -> C3 -> EXIT_C,19,EXIT_C,3.0,3,7.883111111111111,10.883111111111111,START_R04 -> DOOR_04 -> C3 -> EXIT_C,False,False,0.0,0
R05,EXIT_C,4.0,4,START_R05 -> DOOR_05 -> C4 -> C3 -> EXIT_C,16,EXIT_C,4.0,4,17.003125,21.003125,START_R05 -> DOOR_05 -> C4 -> C3 -> EXIT_C,False,False,0.0,0
R06,EXIT_D,3.0,3,START_R06 -> DOOR_06 -> C5 -> EXIT_D,23,EXIT_D,3.0,3,10.295777777777777,13.295777777777777,START_R06 -> DOOR_06 -> C5 -> EXIT_D,False,False,0.0,0
R07,EXIT_A,3.0,3,START_R07 -> DOOR_07 -> C0 -> EXIT_A,12,EXIT_A,3.0,3,12.850000000000001,15.850000000000001,START_R07 -> DOOR_07 -> C0 -> EXIT_A,False,False,0.0,0
R08,EXIT_A,4.0,4,START_R08 -> DOOR_08 -> C1 -> C0 -> EXIT_A,7,EXIT_A,4.0,4,16.891666666666666,20.891666666666666,START_R08 -> DOOR_08 -> C1 -> C0 -> EXIT_A,False,False,0.0,0
R09,EXIT_B,3.0,3,START_R09 -> DOOR_09 -> C2 -> EXIT_B,10,EXIT_B,3.0,3,15.034722222222221,18.03472222222222,START_R09 -> DOOR_09 -> C2 -> EXIT_B,False,False,0.0,0
R10,EXIT_C,3.0,3,START_R10 -> DOOR_10 -> C3 -> EXIT_C,11,EXIT_C,3.0,3,13.107000000000001,16.107,START_R10 -> DOOR_10 -> C3 -> EXIT_C,False,False,0.0,0
R11,EXIT_C,4.0,4,START_R11 -> DOOR_11 -> C4 -> C3 -> EXIT_C,24,EXIT_D,4.0,4,14.752000000000002,18.752000000000002,START_R11 -> DOOR_11 -> C4 -> C5 -> EXIT_D,True,True,0.0,0
R12,EXIT_D,3.0,3,START_R12 -> DOOR_12 -> C5 -> EXIT_D,19,EXIT_D,3.0,3,17.737000000000002,20.737000000000002,START_R12 -> DOOR_12 -> C5 -> EXIT_D,False,False,0.0,0
R13,EXIT_A,3.0,3,START_R13 -> DOOR_13 -> C0 -> EXIT_A,18,EXIT_A,3.0,3,11.18888888888889,14.18888888888889,START_R13 -> DOOR_13 -> C0 -> EXIT_A,False,False,0.0,0
R14,EXIT_A,4.0,4,START_R14 -> DOOR_14 -> C1 -> C0 -> EXIT_A,21,EXIT_B,4.0,4,7.9624999999999995,11.962499999999999,START_R14 -> DOOR_14 -> C1 -> C2 -> EXIT_B,True,True,0.0,0
R15,EXIT_B,3.0,3,START_R15 -> DOOR_15 -> C2 -> EXIT_B,15,EXIT_B,3.0,3,9.901388888888889,12.901388888888889,START_R15 -> DOOR_15 -> C2 -> EXIT_B,False,False,0.0,0
R16,EXIT_C,3.0,3,START_R16 -> DOOR_16 -> C3 -> EXIT_C,25,EXIT_C,3.0,3,8.194444444444446,11.194444444444446,START_R16 -> DOOR_16 -> C3 -> EXIT_C,False,False,0.0,0
R17,EXIT_C,4.0,4,START_R17 -> DOOR_17 -> C4 -> C3 -> EXIT_C,17,EXIT_B,5.0,5,12.398958333333333,17.398958333333333,START_R17 -> DOOR_17 -> C4 -> C3 -> C2 -> EXIT_B,True,True,1.0,1
R18,EXIT_D,3.0,3,START_R18 -> DOOR_18 -> C5 -> EXIT_D,13,EXIT_D,3.0,3,15.533388888888892,18.533388888888894,START_R18 -> DOOR_18 -> C5 -> EXIT_D,False,False,0.0,0
R19,EXIT_A,3.0,3,START_R19 -> DOOR_19 -> C0 -> EXIT_A,21,EXIT_A,3.0,3,7.588888888888888,10.588888888888889,START_R19 -> DOOR_19 -> C0 -> EXIT_A,False,False,0.0,0
R20,EXIT_A,4.0,4,START_R20 -> DOOR_20 -> C1 -> C0 -> EXIT_A,12,EXIT_B,4.0,4,17.684722222222224,21.684722222222227,START_R20 -> DOOR_20 -> C1 -> C2 -> EXIT_B,True,True,0.0,0
