node_id,node_type,grid_position,capacity_units,effective_capacity_people,occupants_using_node,rooms_using_node,utilization_ratio,utilization_percent,is_congested
C9,navigation,K3,2.0,20.0,75,6,3.75,375.0,True
C0,navigation,B3,3.0,30.0,71,4,2.3666666666666667,236.66666666666666,True
C8,navigation,J3,3.0,30.0,64,5,2.1333333333333333,213.33333333333334,True
EXIT_B,exit,K2.5,4.0,40.0,75,6,1.875,187.5,True
C6,navigation,H3,2.0,20.0,37,3,1.85,185.0,True
C1,navigation,C3,3.0,30.0,55,3,1.8333333333333333,183.33333333333331,True
C2,navigation,D3,2.0,20.0,36,2,1.8,180.0,True
EXIT_A,exit,B2.5,5.0,50.0,71,4,1.42,142.0,True
C7,navigation,I3,3.0,30.0,42,4,1.4,140.0,True
DOOR_09,door,J4,2.0,20.0,22,1,1.1,110.00000000000001,True
DOOR_02,door,C2,2.0,20.0,19,1,0.95,95.0,False
DOOR_07,door,H4,2.0,20.0,19,1,0.95,95.0,False
C5,navigation,G3,2.0,20.0,18,2,0.9,90.0,False
C4,navigation,F3,2.0,20.0,16,1,0.8,80.0,False
DOOR_01,door,B4,2.0,20.0,16,1,0.8,80.0,False
DOOR_05,door,F4,2.0,20.0,16,1,0.8,80.0,False
C3,navigation,E3,3.0,30.0,23,1,0.7666666666666667,76.66666666666667,False
DOOR_04,door,E2,3.0,30.0,23,1,0.7666666666666667,76.66666666666667,False
DOOR_03,door,D4,2.0,20.0,13,1,0.65,65.0,False
DOOR_10,door,K2,2.0,20.0,11,1,0.55,55.00000000000001,False
DOOR_08,door,I2,2.0,20.0,5,1,0.25,25.0,False
DOOR_06,door,G2,2.0,20.0,2,1,0.1,10.0,False
