room_id,room_name,start_node,occupancy,selected_exit,distance,congestion_penalty,combined_cost,hops,path
R01,Room 01,START_R01,16,EXIT_A,3.0,11.350222222222223,14.350222222222223,3,START_R01 -> DOOR_01 -> C0 -> EXIT_A
R02,Room 02,START_R02,19,EXIT_A,4.0,19.84605555555555,23.84605555555555,4,START_R02 -> DOOR_02 -> C1 -> C0 -> EXIT_A
R03,Room 03,START_R03,13,EXIT_A,5.0,32.530944444444444,37.530944444444444,5,START_R03 -> DOOR_03 -> C2 -> C1 -> C0 -> EXIT_A
R04,Room 04,START_R04,23,EXIT_A,6.0,13.871555555555556,19.871555555555556,6,START_R04 -> DOOR_04 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R05,Room 05,START_R05,16,EXIT_B,8.0,32.92959722222223,40.92959722222223,8,START_R05 -> DOOR_05 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B
R06,Room 06,START_R06,2,EXIT_B,7.0,36.645472222222224,43.645472222222224,7,START_R06 -> DOOR_06 -> C5 -> C6 -> C7 -> C8 -> C9 -> EXIT_B
R07,Room 07,START_R07,19,EXIT_B,6.0,19.896375,25.896375,6,START_R07 -> DOOR_07 -> C6 -> C7 -> C8 -> C9 -> EXIT_B
R08,Room 08,START_R08,5,EXIT_B,5.0,29.79251388888889,34.79251388888889,5,START_R08 -> DOOR_08 -> C7 -> C8 -> C9 -> EXIT_B
R09,Room 09,START_R09,22,EXIT_B,4.0,11.21938888888889,15.21938888888889,4,START_R09 -> DOOR_09 -> C8 -> C9 -> EXIT_B
R10,Room 10,START_R10,11,EXIT_B,3.0,17.475,20.475,3,START_R10 -> DOOR_10 -> C9 -> EXIT_B
