room_id,room_name,start_node,occupancy,selected_exit,distance,congestion_penalty,combined_cost,hops,path
R01,Room 01,START_R01,17,EXIT_A,3.0,10.113,13.113,3,START_R01 -> DOOR_01 -> C0 -> EXIT_A
R02,Room 02,START_R02,13,EXIT_A,4.0,15.849222222222222,19.849222222222224,4,START_R02 -> DOOR_02 -> C1 -> C0 -> EXIT_A
R03,Room 03,START_R03,21,EXIT_A,5.0,16.807,21.807000000000002,5,START_R03 -> DOOR_03 -> C2 -> C1 -> C0 -> EXIT_A
R04,Room 04,START_R04,12,EXIT_A,6.0,29.143555555555558,35.14355555555556,6,START_R04 -> DOOR_04 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R05,Room 05,START_R05,2,EXIT_A,7.0,33.476124999999996,40.476124999999996,7,START_R05 -> DOOR_05 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R06,Room 06,START_R06,25,EXIT_B,8.0,20.19097222222222,28.19097222222222,8,START_R06 -> DOOR_06 -> C5 -> C6 -> C7 -> C8 -> C9 -> C10 -> EXIT_B
R07,Room 07,START_R07,3,EXIT_A,9.0,32.247013888888894,41.247013888888894,9,START_R07 -> DOOR_07 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R08,Room 08,START_R08,22,EXIT_B,6.0,28.020027777777777,34.02002777777778,6,START_R08 -> DOOR_08 -> C7 -> C8 -> C9 -> C10 -> EXIT_B
R09,Room 09,START_R09,10,EXIT_B,5.0,24.954680555555555,29.954680555555555,5,START_R09 -> DOOR_09 -> C8 -> C9 -> C10 -> EXIT_B
R10,Room 10,START_R10,9,EXIT_B,4.0,18.324000000000005,22.324000000000005,4,START_R10 -> DOOR_10 -> C9 -> C10 -> EXIT_B
R11,Room 11,START_R11,5,EXIT_B,3.0,15.243388888888887,18.243388888888887,3,START_R11 -> DOOR_11 -> C10 -> EXIT_B
R12,Room 12,START_R12,6,EXIT_B,4.0,14.772000000000004,18.772000000000006,4,START_R12 -> DOOR_12 -> C11 -> C10 -> EXIT_B
R13,Room 13,START_R13,9,EXIT_B,5.0,12.762,17.762,5,START_R13 -> DOOR_13 -> C12 -> C11 -> C10 -> EXIT_B
R14,Room 14,START_R14,3,EXIT_B,6.0,18.08,24.08,6,START_R14 -> DOOR_14 -> C13 -> C12 -> C11 -> C10 -> EXIT_B
R15,Room 15,START_R15,24,EXIT_C,8.0,16.656000000000006,24.656000000000006,8,START_R15 -> DOOR_15 -> C14 -> C15 -> C16 -> C17 -> C18 -> C19 -> EXIT_C
R16,Room 16,START_R16,3,EXIT_B,8.0,21.6665,29.6665,8,START_R16 -> DOOR_16 -> C15 -> C14 -> C13 -> C12 -> C11 -> C10 -> EXIT_B
R17,Room 17,START_R17,13,EXIT_C,6.0,17.08363888888889,23.08363888888889,6,START_R17 -> DOOR_17 -> C16 -> C17 -> C18 -> C19 -> EXIT_C
R18,Room 18,START_R18,9,EXIT_C,5.0,15.976499999999998,20.976499999999998,5,START_R18 -> DOOR_18 -> C17 -> C18 -> C19 -> EXIT_C
R19,Room 19,START_R19,2,EXIT_C,4.0,12.862444444444444,16.862444444444442,4,START_R19 -> DOOR_19 -> C18 -> C19 -> EXIT_C
R20,Room 20,START_R20,5,EXIT_C,3.0,5.653388888888889,8.65338888888889,3,START_R20 -> DOOR_20 -> C19 -> EXIT_C
