node_id,node_type,grid_position,capacity_units,effective_capacity_people,occupants_using_node,rooms_using_node,utilization_ratio,utilization_percent,is_congested
C6,navigation,H3,2.0,20.0,90,6,4.5,450.0,True
C0,navigation,B3,2.0,20.0,53,4,2.65,265.0,True
C23,navigation,Y3,2.0,20.0,52,6,2.6,260.0,True
C12,navigation,N3,3.0,30.0,69,5,2.3,229.99999999999997,True
C28,navigation,AD3,2.0,20.0,40,2,2.0,200.0,True
C7,navigation,I3,3.0,30.0,56,3,1.8666666666666667,186.66666666666666,True
C2,navigation,D3,2.0,20.0,37,2,1.85,185.0,True
C29,navigation,AE3,3.0,30.0,52,3,1.7333333333333334,173.33333333333334,True
EXIT_C,exit,N2.5,4.0,40.0,69,5,1.725,172.5,True
C1,navigation,C3,3.0,30.0,50,3,1.6666666666666667,166.66666666666669,True
C5,navigation,G3,2.0,20.0,32,2,1.6,160.0,True
EXIT_B,exit,H2.5,6.0,60.0,90,6,1.5,150.0,True
C24,navigation,Z3,2.0,20.0,27,3,1.35,135.0,True
EXIT_F,exit,AE2.5,4.0,40.0,52,3,1.3,130.0,True
C17,navigation,S3,2.0,20.0,25,6,1.25,125.0,True
C8,navigation,J3,3.0,30.0,37,2,1.2333333333333334,123.33333333333334,True
C27,navigation,AC3,2.0,20.0,24,1,1.2,120.0,True
DOOR_28,door,AC2,2.0,20.0,24,1,1.2,120.0,True
DOOR_09,door,J4,2.0,20.0,21,1,1.05,105.0,True
C14,navigation,P3,2.0,20.0,19,1,0.95,95.0,False
DOOR_03,door,D4,2.0,20.0,19,1,0.95,95.0,False
DOOR_08,door,I2,2.0,20.0,19,1,0.95,95.0,False
DOOR_13,door,N4,2.0,20.0,19,1,0.95,95.0,False
DOOR_15,door,P4,2.0,20.0,19,1,0.95,95.0,False
C3,navigation,E3,2.0,20.0,18,1,0.9,90.0,False
C22,navigation,X3,2.0,20.0,18,2,0.9,90.0,False
DOOR_04,door,E2,2.0,20.0,18,1,0.9,90.0,False
EXIT_A,exit,B2.5,6.0,60.0,53,4,0.8833333333333333,88.33333333333333,False
C13,navigation,O3,3.0,30.0,26,2,0.8666666666666667,86.66666666666667,False
EXIT_E,exit,Y2.5,6.0,60.0,52,6,0.8666666666666667,86.66666666666667,False
DOOR_05,door,F4,2.0,20.0,17,1,0.85,85.0,False
C9,navigation,K3,2.0,20.0,16,1,0.8,80.0,False
C11,navigation,M3,3.0,30.0,24,2,0.8,80.0,False
DOOR_10,door,K2,2.0,20.0,16,1,0.8,80.0,False
DOOR_29,door,AD4,2.0,20.0,16,1,0.8,80.0,False
DOOR_06,door,G2,2.0,20.0,15,1,0.75,75.0,False
DOOR_12,door,M2,3.0,30.0,22,1,0.7333333333333333,73.33333333333333,False
C19,navigation,U3,2.0,20.0,14,2,0.7,70.0,False
DOOR_02,door,C2,2.0,20.0,13,1,0.65,65.0,False
DOOR_30,door,AE2,2.0,20.0,12,1,0.6,60.0,False
C4,navigation,F3,3.0,30.0,17,1,0.5666666666666667,56.666666666666664,False
C25,navigation,AA3,3.0,30.0,17,2,0.5666666666666667,56.666666666666664,False
DOOR_23,door,X4,2.0,20.0,11,1,0.55,55.00000000000001,False
C18,navigation,T3,3.0,30.0,16,3,0.5333333333333333,53.333333333333336,False
EXIT_D,exit,S2.5,5.0,50.0,25,6,0.5,50.0,False
DOOR_25,door,Z4,2.0,20.0,10,1,0.5,50.0,False
DOOR_20,door,U2,2.0,20.0,9,1,0.45,45.0,False
DOOR_14,door,O2,2.0,20.0,7,1,0.35,35.0,False
DOOR_24,door,Y2,2.0,20.0,7,1,0.35,35.0,False
C26,navigation,AB3,3.0,30.0,10,1,0.3333333333333333,33.33333333333333,False
DOOR_27,door,AB4,3.0,30.0,10,1,0.3333333333333333,33.33333333333333,False
C20,navigation,V3,2.0,20.0,5,1,0.25,25.0,False
DOOR_21,door,V4,2.0,20.0,5,1,0.25,25.0,False
C16,navigation,R3,3.0,30.0,7,2,0.23333333333333334,23.333333333333332,False
C21,navigation,W3,3.0,30.0,7,1,0.23333333333333334,23.333333333333332,False
DOOR_22,door,W2,3.0,30.0,7,1,0.23333333333333334,23.333333333333332,False
DOOR_26,door,AA2,3.0,30.0,7,1,0.23333333333333334,23.333333333333332,False
DOOR_17,door,R4,2.0,20.0,4,1,0.2,20.0,False
DOOR_01,door,B4,2.0,20.0,3,1,0.15,15.0,False
C15,navigation,Q3,3.0,30.0,3,1,0.1,10.0,False
DOOR_07,door,H4,2.0,20.0,2,1,0.1,10.0,False
DOOR_16,door,Q2,3.0,30.0,3,1,0.1,10.0,False
DOOR_18,door,S2,2.0,20.0,2,1,0.1,10.0,False
C10,navigation,L3,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
DOOR_11,door,L4,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
DOOR_19,door,T4,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
