room_id,classical_exit,classical_distance,classical_hops,classical_path,occupancy,congestion_aware_exit,congestion_aware_distance,congestion_aware_hops,congestion_penalty,combined_cost,congestion_aware_path,exit_changed,path_changed,extra_distance,extra_hops
R01,EXIT_A,3.0,3,START_R01 -> DOOR_01 -> C0 -> EXIT_A,3,EXIT_A,3.0,3,1.8638888888888894,4.863888888888889,START_R01 -> DOOR_01 -> C0 -> EXIT_A,False,False,0.0,0
R02,EXIT_A,4.0,4,START_R02 -> DOOR_02 -> C1 -> C0 -> EXIT_A,13,EXIT_A,4.0,4,10.162500000000001,14.1625,START_R02 -> DOOR_02 -> C1 -> C0 -> EXIT_A,False,False,0.0,0
R03,EXIT_A,5.0,5,START_R03 -> DOOR_03 -> C2 -> C1 -> C0 -> EXIT_A,19,EXIT_A,5.0,5,9.746999999999998,14.746999999999998,START_R03 -> DOOR_03 -> C2 -> C1 -> C0 -> EXIT_A,False,False,0.0,0
R04,EXIT_A,6.0,6,START_R04 -> DOOR_04 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,18,EXIT_B,6.0,6,14.347222222222223,20.34722222222222,START_R04 -> DOOR_04 -> C3 -> C4 -> C5 -> C6 -> EXIT_B,True,True,0.0,0
R05,EXIT_B,5.0,5,START_R05 -> DOOR_05 -> C4 -> C5 -> C6 -> EXIT_B,17,EXIT_B,5.0,5,23.664236111111112,28.664236111111112,START_R05 -> DOOR_05 -> C4 -> C5 -> C6 -> EXIT_B,False,False,0.0,0
R06,EXIT_B,4.0,4,START_R06 -> DOOR_06 -> C5 -> C6 -> EXIT_B,15,EXIT_B,4.0,4,23.125,27.125,START_R06 -> DOOR_06 -> C5 -> C6 -> EXIT_B,False,False,0.0,0
R07,EXIT_B,3.0,3,START_R07 -> DOOR_07 -> C6 -> EXIT_B,2,EXIT_B,3.0,3,11.82777777777778,14.82777777777778,START_R07 -> DOOR_07 -> C6 -> EXIT_B,False,False,0.0,0
R08,EXIT_B,4.0,4,START_R08 -> DOOR_08 -> C7 -> C6 -> EXIT_B,19,EXIT_B,4.0,4,13.740277777777777,17.740277777777777,START_R08 -> DOOR_08 -> C7 -> C6 -> EXIT_B,False,False,0.0,0
R09,EXIT_B,5.0,5,START_R09 -> DOOR_09 -> C8 -> C7 -> C6 -> EXIT_B,21,EXIT_B,5.0,5,11.33125,16.33125,START_R09 -> DOOR_09 -> C8 -> C7 -> C6 -> EXIT_B,False,False,0.0,0
R10,EXIT_B,6.0,6,START_R10 -> DOOR_10 -> C9 -> C8 -> C7 -> C6 -> EXIT_B,16,EXIT_C,6.0,6,25.01979166666667,31.01979166666667,START_R10 -> DOOR_10 -> C9 -> C10 -> C11 -> C12 -> EXIT_C,True,True,0.0,0
R11,EXIT_C,5.0,5,START_R11 -> DOOR_11 -> C10 -> C11 -> C12 -> EXIT_C,2,EXIT_C,5.0,5,21.611458333333335,26.611458333333335,START_R11 -> DOOR_11 -> C10 -> C11 -> C12 -> EXIT_C,False,False,0.0,0
R12,EXIT_C,4.0,4,START_R12 -> DOOR_12 -> C11 -> C12 -> EXIT_C,22,EXIT_C,4.0,4,9.579166666666666,13.579166666666666,START_R12 -> DOOR_12 -> C11 -> C12 -> EXIT_C,False,False,0.0,0
R13,EXIT_C,3.0,3,START_R13 -> DOOR_13 -> C12 -> EXIT_C,19,EXIT_C,3.0,3,11.771180555555556,14.771180555555556,START_R13 -> DOOR_13 -> C12 -> EXIT_C,False,False,0.0,0
R14,EXIT_C,4.0,4,START_R14 -> DOOR_14 -> C13 -> C12 -> EXIT_C,7,EXIT_D,7.0,7,9.183944444444444,16.183944444444446,START_R14 -> DOOR_14 -> C13 -> C14 -> C15 -> C16 -> C17 -> EXIT_D,True,True,3.0,3
R15,EXIT_C,5.0,5,START_R15 -> DOOR_15 -> C14 -> C13 -> C12 -> EXIT_C,19,EXIT_D,6.0,6,10.218305555555554,16.218305555555556,START_R15 -> DOOR_15 -> C14 -> C15 -> C16 -> C17 -> EXIT_D,True,True,1.0,1
R16,EXIT_D,5.0,5,START_R16 -> DOOR_16 -> C15 -> C16 -> C17 -> EXIT_D,3,EXIT_D,5.0,5,9.324124999999999,14.324125,START_R16 -> DOOR_16 -> C15 -> C16 -> C17 -> EXIT_D,False,False,0.0,0
R17,EXIT_D,4.0,4,START_R17 -> DOOR_17 -> C16 -> C17 -> EXIT_D,4,EXIT_D,4.0,4,5.9608888888888885,9.960888888888888,START_R17 -> DOOR_17 -> C16 -> C17 -> EXIT_D,False,False,0.0,0
R18,EXIT_D,3.0,3,START_R18 -> DOOR_18 -> C17 -> EXIT_D,2,EXIT_D,3.0,3,4.901999999999999,7.901999999999999,START_R18 -> DOOR_18 -> C17 -> EXIT_D,False,False,0.0,0
R19,EXIT_D,4.0,4,START_R19 -> DOOR_19 -> C18 -> C17 -> EXIT_D,2,EXIT_D,4.0,4,6.668666666666667,10.668666666666667,START_R19 -> DOOR_19 -> C18 -> C17 -> EXIT_D,False,False,0.0,0
R20,EXIT_D,5.0,5,START_R20 -> DOOR_20 -> C19 -> C18 -> C17 -> EXIT_D,9,EXIT_D,5.0,5,3.6425000000000005,8.642500000000002,START_R20 -> DOOR_20 -> C19 -> C18 -> C17 -> EXIT_D,False,False,0.0,0
R21,EXIT_D,6.0,6,START_R21 -> DOOR_21 -> C20 -> C19 -> C18 -> C17 -> EXIT_D,5,EXIT_D,6.0,6,5.210402777777779,11.210402777777778,START_R21 -> DOOR_21 -> C20 -> C19 -> C18 -> C17 -> EXIT_D,False,False,0.0,0
R22,EXIT_E,5.0,5,START_R22 -> DOOR_22 -> C21 -> C22 -> C23 -> EXIT_E,7,EXIT_E,5.0,5,4.4479999999999995,9.448,START_R22 -> DOOR_22 -> C21 -> C22 -> C23 -> EXIT_E,False,False,0.0,0
R23,EXIT_E,4.0,4,START_R23 -> DOOR_23 -> C22 -> C23 -> EXIT_E,11,EXIT_E,4.0,4,3.865277777777778,7.865277777777779,START_R23 -> DOOR_23 -> C22 -> C23 -> EXIT_E,False,False,0.0,0
R24,EXIT_E,3.0,3,START_R24 -> DOOR_24 -> C23 -> EXIT_E,7,EXIT_E,3.0,3,4.0375,7.0375,START_R24 -> DOOR_24 -> C23 -> EXIT_E,False,False,0.0,0
R25,EXIT_E,4.0,4,START_R25 -> DOOR_25 -> C24 -> C23 -> EXIT_E,10,EXIT_E,4.0,4,3.3125,7.3125,START_R25 -> DOOR_25 -> C24 -> C23 -> EXIT_E,False,False,0.0,0
R26,EXIT_E,5.0,5,START_R26 -> DOOR_26 -> C25 -> C24 -> C23 -> EXIT_E,7,EXIT_E,5.0,5,7.363555555555556,12.363555555555557,START_R26 -> DOOR_26 -> C25 -> C24 -> C23 -> EXIT_E,False,False,0.0,0
R27,EXIT_E,6.0,6,START_R27 -> DOOR_27 -> C26 -> C25 -> C24 -> C23 -> EXIT_E,10,EXIT_E,6.0,6,4.113888888888889,10.113888888888889,START_R27 -> DOOR_27 -> C26 -> C25 -> C24 -> C23 -> EXIT_E,False,False,0.0,0
R28,EXIT_F,5.0,5,START_R28 -> DOOR_28 -> C27 -> C28 -> C29 -> EXIT_F,24,EXIT_F,5.0,5,18.600000000000005,23.600000000000005,START_R28 -> DOOR_28 -> C27 -> C28 -> C29 -> EXIT_F,False,False,0.0,0
R29,EXIT_F,4.0,4,START_R29 -> DOOR_29 -> C28 -> C29 -> EXIT_F,16,EXIT_F,4.0,4,18.511111111111113,22.511111111111113,START_R29 -> DOOR_29 -> C28 -> C29 -> EXIT_F,False,False,0.0,0
R30,EXIT_F,3.0,3,START_R30 -> DOOR_30 -> C29 -> EXIT_F,12,EXIT_F,3.0,3,11.05,14.05,START_R30 -> DOOR_30 -> C29 -> EXIT_F,False,False,0.0,0
