room_id,room_name,start_node,occupancy,selected_exit,distance,congestion_penalty,combined_cost,hops,path
R01,Room 01,START_R01,3,EXIT_A,3.0,1.8638888888888894,4.863888888888889,3,START_R01 -> DOOR_01 -> C0 -> EXIT_A
R02,Room 02,START_R02,13,EXIT_A,4.0,10.162500000000001,14.1625,4,START_R02 -> DOOR_02 -> C1 -> C0 -> EXIT_A
R03,Room 03,START_R03,19,EXIT_A,5.0,9.746999999999998,14.746999999999998,5,START_R03 -> DOOR_03 -> C2 -> C1 -> C0 -> EXIT_A
R04,Room 04,START_R04,18,EXIT_B,6.0,14.347222222222223,20.34722222222222,6,START_R04 -> DOOR_04 -> C3 -> C4 -> C5 -> C6 -> EXIT_B
R05,Room 05,START_R05,17,EXIT_B,5.0,23.664236111111112,28.664236111111112,5,START_R05 -> DOOR_05 -> C4 -> C5 -> C6 -> EXIT_B
R06,Room 06,START_R06,15,EXIT_B,4.0,23.125,27.125,4,START_R06 -> DOOR_06 -> C5 -> C6 -> EXIT_B
R07,Room 07,START_R07,2,EXIT_B,3.0,11.82777777777778,14.82777777777778,3,START_R07 -> DOOR_07 -> C6 -> EXIT_B
R08,Room 08,START_R08,19,EXIT_B,4.0,13.740277777777777,17.740277777777777,4,START_R08 -> DOOR_08 -> C7 -> C6 -> EXIT_B
R09,Room 09,START_R09,21,EXIT_B,5.0,11.33125,16.33125,5,START_R09 -> DOOR_09 -> C8 -> C7 -> C6 -> EXIT_B
R10,Room 10,START_R10,16,EXIT_C,6.0,25.01979166666667,31.01979166666667,6,START_R10 -> DOOR_10 -> C9 -> C10 -> C11 -> C12 -> EXIT_C
R11,Room 11,START_R11,2,EXIT_C,5.0,21.611458333333335,26.611458333333335,5,START_R11 -> DOOR_11 -> C10 -> C11 -> C12 -> EXIT_C
R12,Room 12,START_R12,22,EXIT_C,4.0,9.579166666666666,13.579166666666666,4,START_R12 -> DOOR_12 -> C11 -> C12 -> EXIT_C
R13,Room 13,START_R13,19,EXIT_C,3.0,11.771180555555556,14.771180555555556,3,START_R13 -> DOOR_13 -> C12 -> EXIT_C
R14,Room 14,START_R14,7,EXIT_D,7.0,9.183944444444444,16.183944444444446,7,START_R14 -> DOOR_14 -> C13 -> C14 -> C15 -> C16 -> C17 -> EXIT_D
R15,Room 15,START_R15,19,EXIT_D,6.0,10.218305555555554,16.218305555555556,6,START_R15 -> DOOR_15 -> C14 -> C15 -> C16 -> C17 -> EXIT_D
R16,Room 16,START_R16,3,EXIT_D,5.0,9.324124999999999,14.324125,5,START_R16 -> DOOR_16 -> C15 -> C16 -> C17 -> EXIT_D
R17,Room 17,START_R17,4,EXIT_D,4.0,5.9608888888888885,9.960888888888888,4,START_R17 -> DOOR_17 -> C16 -> C17 -> EXIT_D
R18,Room 18,START_R18,2,EXIT_D,3.0,4.901999999999999,7.901999999999999,3,START_R18 -> DOOR_18 -> C17 -> EXIT_D
R19,Room 19,START_R19,2,EXIT_D,4.0,6.668666666666667,10.668666666666667,4,START_R19 -> DOOR_19 -> C18 -> C17 -> EXIT_D
R20,Room 20,START_R20,9,EXIT_D,5.0,3.6425000000000005,8.642500000000002,5,START_R20 -> DOOR_20 -> C19 -> C18 -> C17 -> EXIT_D
R21,Room 21,START_R21,5,EXIT_D,6.0,5.210402777777779,11.210402777777778,6,START_R21 -> DOOR_21 -> C20 -> C19 -> C18 -> C17 -> EXIT_D
R22,Room 22,START_R22,7,EXIT_E,5.0,4.4479999999999995,9.448,5,START_R22 -> DOOR_22 -> C21 -> C22 -> C23 -> EXIT_E
R23,Room 23,START_R23,11,EXIT_E,4.0,3.865277777777778,7.865277777777779,4,START_R23 -> DOOR_23 -> C22 -> C23 -> EXIT_E
R24,Room 24,START_R24,7,EXIT_E,3.0,4.0375,7.0375,3,START_R24 -> DOOR_24 -> C23 -> EXIT_E
R25,Room 25,START_R25,10,EXIT_E,4.0,3.3125,7.3125,4,START_R25 -> DOOR_25 -> C24 -> C23 -> EXIT_E
R26,Room 26,START_R26,7,EXIT_E,5.0,7.363555555555556,12.363555555555557,5,START_R26 -> DOOR_26 -> C25 -> C24 -> C23 -> EXIT_E
R27,Room 27,START_R27,10,EXIT_E,6.0,4.113888888888889,10.113888888888889,6,START_R27 -> DOOR_27 -> C26 -> C25 -> C24 -> C23 -> EXIT_E
R28,Room 28,START_R28,24,EXIT_F,5.0,18.600000000000005,23.600000000000005,5,START_R28 -> DOOR_28 -> C27 -> C28 -> C29 -> EXIT_F
R29,Room 29,START_R29,16,EXIT_F,4.0,18.511111111111113,22.511111111111113,4,START_R29 -> DOOR_29 -> C28 -> C29 -> EXIT_F
R30,Room 30,START_R30,12,EXIT_F,3.0,11.05,14.05,3,START_R30 -> DOOR_30 -> C29 -> EXIT_F
