variable,x_R01_EXIT_C,x_R01_EXIT_B,x_R01_EXIT_A,x_R02_EXIT_C,x_R02_EXIT_B,x_R02_EXIT_A,x_R03_EXIT_C,x_R03_EXIT_B,x_R03_EXIT_A,x_R04_EXIT_C,x_R04_EXIT_B,x_R04_EXIT_A,x_R05_EXIT_C,x_R05_EXIT_B,x_R05_EXIT_A,x_R06_EXIT_C,x_R06_EXIT_B,x_R06_EXIT_A,x_R07_EXIT_C,x_R07_EXIT_B,x_R07_EXIT_A,x_R08_EXIT_C,x_R08_EXIT_B,x_R08_EXIT_A,x_R09_EXIT_C,x_R09_EXIT_B,x_R09_EXIT_A,x_R10_EXIT_C,x_R10_EXIT_B,x_R10_EXIT_A,x_R11_EXIT_C,x_R11_EXIT_B,x_R11_EXIT_A,x_R12_EXIT_C,x_R12_EXIT_B,x_R12_EXIT_A,x_R13_EXIT_C,x_R13_EXIT_B,x_R13_EXIT_A,x_R14_EXIT_C,x_R14_EXIT_B,x_R14_EXIT_A,x_R15_EXIT_C,x_R15_EXIT_B,x_R15_EXIT_A,x_R16_EXIT_C,x_R16_EXIT_B,x_R16_EXIT_A,x_R17_EXIT_C,x_R17_EXIT_B,x_R17_EXIT_A,x_R18_EXIT_C,x_R18_EXIT_B,x_R18_EXIT_A,x_R19_EXIT_C,x_R19_EXIT_B,x_R19_EXIT_A,x_R20_EXIT_C,x_R20_EXIT_B,x_R20_EXIT_A,x_R21_EXIT_C,x_R21_EXIT_B,x_R21_EXIT_A,x_R22_EXIT_C,x_R22_EXIT_B,x_R22_EXIT_A,x_R23_EXIT_C,x_R23_EXIT_B,x_R23_EXIT_A,x_R24_EXIT_C,x_R24_EXIT_B,x_R24_EXIT_A
x_R01_EXIT_C,-2.199079118154716,2.2145512540809724,2.2145512540809724,0.000497878272592184,0.0,0.0,0.00016595942419739463,0.0,0.0,0.00016595942419739463,0.0,0.0,0.00016595942419739463,0.0,0.0,0.00016595942419739463,0.0,0.0,0.00016595942419739463,0.0,0.0,0.00016595942419739463,0.0,0.0,0.00033191884839478927,0.0,0.0,8.297971209869732e-05,0.0,0.0,8.297971209869732e-05,0.0,0.0,0.000248939136296092,0.0,0.0,0.00033191884839478927,0.0,0.0,0.00016595942419739463,0.0,0.0,0.00016595942419739463,0.0,0.0,0.00033191884839478927,0.0,0.0,8.297971209869732e-05,0.0,0.0,0.00033191884839478927,0.0,0.0,0.00033191884839478927,0.0,0.0,0.00033191884839478927,0.0,0.0,0.00033191884839478927,0.0,0.0,0.00033191884839478927,0.0,0.0,0.00033191884839478927,0.0,0.0,0.0014936348177765517,0.0,0.0
x_R01_EXIT_B,2.2145512540809724,-2.1672008072935505,2.2164470213496887,0.0,0.006357522557715579,0.003791534537432784,0.0005744749299140584,0.0015446992559911346,0.00068936991589687,0.000344684957948435,0.0014298042700083228,0.0005744749299140584,0.000344684957948435,0.0017744892279567583,0.0009191598878624933,0.000344684957948435,0.0017744892279567583,0.0009191598878624933,0.0005744749299140584,0.0015446992559911346,0.00068936991589687,0.000344684957948435,0.0014298042700083228,0.0005744749299140584,0.00137873983179374,0.0028596085400166456,0.0011489498598281167,0.0002872374649570292,0.0006574546420127557,0.00022978997196562332,0.0002872374649570292,0.0007723496279955673,0.000344684957948435,0.0015510823107679572,0.0016276789680898318,0.000344684957948435,0.00206810974769061,0.002170238624119776,0.00045957994393124664,0.0012638448458109288,0.0005106443821458296,0.0,0.0012638448458109288,0.0008553293400942646,0.0,0.0025276896916218575,0.0017106586801885293,0.0,0.0009766073808538994,8.297971209869732e-05,0.000344684957948435,0.0025276896916218575,0.0017106586801885293,0.0,0.0025276896916218575,0.0017106586801885293,0.0,0.0025276896916218575,0.0017106586801885293,0.0,0.0025276896916218575,0.0017106586801885293,0.0,0.0025276896916218575,0.0017106586801885293,0.0,0.0025276896916218575,0.0017106586801885293,0.0,0.011374603612298357,0.007697964060848381,0.0
x_R01_EXIT_A,2.2145512540809724,2.2164470213496887,-2.1549590253371758,0.0,0.003791534537432784,0.009555433000903836,0.0005744749299140584,0.00068936991589687,0.0026106694037205543,0.000344684957948435,0.0005744749299140584,0.002495774417737742,0.000344684957948435,0.0009191598878624933,0.002840459375686178,0.000344684957948435,0.0009191598878624933,0.002840459375686178,0.0005744749299140584,0.00068936991589687,0.0026106694037205543,0.000344684957948435,0.0005744749299140584,0.002495774417737742,0.00137873983179374,0.0011489498598281167,0.004991548835475484,0.0002872374649570292,0.00022978997196562332,0.0011904397158774653,0.0002872374649570292,0.000344684957948435,0.0013053347018602772,0.0015510823107679572,0.000344684957948435,0.003226634189683961,0.00206810974769061,0.00045957994393124664,0.004302178919578615,0.0014936348177765522,0.0,0.0016915095158580606,0.0014936348177765522,0.00022978997196562332,0.0016915095158580606,0.0025276896916218575,0.0,0.0038425989756473685,0.0006319224229054644,0.0,0.0009606497439118421,0.0034468495794843517,0.0009191598878624933,0.002591520239390086,0.003676639551449975,0.0011489498598281167,0.0026936491158192515,0.005719217080033293,0.003191527388411435,0.00015957636942057177,0.005719217080033293,0.003191527388411435,0.0005489427108067669,0.005719217080033293,0.003191527388411435,0.00015957636942057177,0.005719217080033293,0.003191527388411435,0.0005489427108067669,0.027948205340318933,0.016573601728020585,0.0007180936623925729
x_R02_EXIT_C,0.000497878272592184,0.0,0.0,-2.194535267243389,2.2191997137221935,2.2191997137221935,0.00033191884839478927,0.0,0.0,0.00033191884839478927,0.0,0.0,0.00033191884839478927,0.0,0.0,0.00033191884839478927,0.0,0.0,0.00033191884839478927,0.0,0.0,0.00033191884839478927,0.0,0.0,0.0006638376967895785,0.0,0.0,0.00016595942419739463,0.0,0.0,0.00016595942419739463,0.0,0.0,0.000497878272592184,0.0,0.0,0.0006638376967895785,0.0,0.0,0.00033191884839478927,0.0,0.0,0.00033191884839478927,0.0,0.0,0.0006638376967895785,0.0,0.0,0.00016595942419739463,0.0,0.0,0.0006638376967895785,0.0,0.0,0.0006638376967895785,0.0,0.0,0.0006638376967895785,0.0,0.0,0.0006638376967895785,0.0,0.0,0.0006638376967895785,0.0,0.0,0.0006638376967895785,0.0,0.0,0.0029872696355531035,0.0,0.0
x_R02_EXIT_B,0.0,0.006357522557715579,0.003791534537432784,2.2191997137221935,-2.1538674899545383,2.226782782797059,0.0011489498598281167,0.0030893985119822692,0.00137873983179374,0.00068936991589687,0.0028596085400166456,0.0011489498598281167,0.00068936991589687,0.0035489784559135165,0.0018383197757249866,0.00068936991589687,0.0035489784559135165,0.0018383197757249866,0.0011489498598281167,0.0030893985119822692,0.00137873983179374,0.00068936991589687,0.0028596085400166456,0.0011489498598281167,0.00275747966358748,0.005719217080033291,0.0022978997196562334,0.0005744749299140584,0.0013149092840255114,0.00045957994393124664,0.0005744749299140584,0.0015446992559911346,0.00068936991589687,0.0031021646215359145,0.0032553579361796637,0.00068936991589687,0.00413621949538122,0.004340477248239552,0.0009191598878624933,0.0025276896916218575,0.0010212887642916592,0.0,0.0025276896916218575,0.0017106586801885293,0.0,0.005055379383243715,0.0034213173603770586,0.0,0.001953214761707799,0.00016595942419739463,0.00068936991589687,0.005055379383243715,0.0034213173603770586,0.0,0.005055379383243715,0.0034213173603770586,0.0,0.005055379383243715,0.0034213173603770586,0.0,0.005055379383243715,0.0034213173603770586,0.0,0.005055379383243715,0.0034213173603770586,0.0,0.005055379383243715,0.0034213173603770586,0.0,0.022749207224596713,0.015395928121696762,0.0
x_R02_EXIT_A,0.0,0.003791534537432784,0.009555433000903836,2.2191997137221935,2.226782782797059,-2.136828842333381,0.0011489498598281167,0.00137873983179374,0.005221338807441109,0.00068936991589687,0.0011489498598281167,0.004991548835475484,0.00068936991589687,0.0018383197757249866,0.005680918751372356,0.00068936991589687,0.0018383197757249866,0.005680918751372356,0.0011489498598281167,0.00137873983179374,0.005221338807441109,0.00068936991589687,0.0011489498598281167,0.004991548835475484,0.00275747966358748,0.0022978997196562334,0.009983097670950968,0.0005744749299140584,0.00045957994393124664,0.0023808794317549307,0.0005744749299140584,0.00068936991589687,0.0026106694037205543,0.0031021646215359145,0.00068936991589687,0.006453268379367922,0.00413621949538122,0.0009191598878624933,0.00860435783915723,0.0029872696355531044,0.0,0.003383019031716121,0.0029872696355531044,0.00045957994393124664,0.003383019031716121,0.005055379383243715,0.0,0.007685197951294737,0.0012638448458109288,0.0,0.0019212994878236842,0.006893699158968703,0.0018383197757249866,0.005183040478780172,0.00735327910289995,0.0022978997196562334,0.005387298231638503,0.011438434160066586,0.00638305477682287,0.00031915273884114355,0.011438434160066586,0.00638305477682287,0.0010978854216135338,0.011438434160066586,0.00638305477682287,0.00031915273884114355,0.011438434160066586,0.00638305477682287,0.0010978854216135338,0.055896410680637866,0.03314720345604117,0.0014361873247851458
x_R03_EXIT_C,0.00016595942419739463,0.0005744749299140584,0.0005744749299140584,0.00033191884839478927,0.0011489498598281167,0.0011489498598281167,-2.184417993358922,2.214067737681628,2.214067737681628,0.0003404295880972198,0.0,0.0,0.0003404295880972198,0.00015319331464374892,0.00015319331464374892,0.0003404295880972198,0.00015319331464374892,0.00015319331464374892,0.000876606189350341,0.0003829832866093723,0.0003829832866093723,0.0003404295880972198,0.0,0.0,0.0009872458054819373,0.0,0.0,0.000361706437353296,0.0,0.0,0.0004383030946751705,0.00019149164330468615,0.00019149164330468615,0.0007404343541114529,0.0,0.0,0.0009872458054819373,0.0,0.0,0.0004936229027409687,0.0,0.0,0.0004936229027409687,0.0,0.0,0.0009872458054819373,0.0,0.0,0.00024681145137048433,0.0,0.0,0.0009872458054819373,0.0,0.0,0.0009872458054819373,0.0,0.0,0.0009872458054819373,0.0,0.0,0.0009872458054819373,0.0,0.0,0.0009872458054819373,0.0,0.0,0.0009872458054819373,0.0,0.0,0.004442606124668719,0.0,0.0
x_R03_EXIT_B,0.0,0.0015446992559911346,0.00068936991589687,0.0,0.0030893985119822692,0.00137873983179374,2.214067737681628,-2.1719618508147147,2.214527317625559,0.0,0.0009532028466722153,0.0003829832866093723,0.0,0.0010297995039940898,0.00045957994393124675,0.0,0.0010297995039940898,0.00045957994393124675,0.0003829832866093723,0.001412782790603462,0.000842563230540619,0.0,0.0009532028466722153,0.0003829832866093723,0.00015319331464374892,0.0019064056933444306,0.0007659665732187446,0.00011489498598281169,0.0004383030946751705,0.00015319331464374892,0.00019149164330468615,0.000706391395301731,0.0004212816152703095,0.00045957994393124664,0.001085119312059888,0.00022978997196562332,0.0006127732585749957,0.0014468257494131842,0.00030638662928749783,0.00045957994393124675,0.0003404295880972198,0.0,0.00045957994393124675,0.0005702195600628432,0.0,0.0009191598878624935,0.0011404391201256863,0.0,0.00045957994393124664,5.531980806579822e-05,0.00022978997196562338,0.0009191598878624935,0.0011404391201256863,0.0,0.0009191598878624935,0.0011404391201256863,0.0,0.0009191598878624935,0.0011404391201256863,0.0,0.0009191598878624935,0.0011404391201256863,0.0,0.0009191598878624935,0.0011404391201256863,0.0,0.0009191598878624935,0.0011404391201256863,0.0,0.00413621949538122,0.005131976040565588,0.0
x_R03_EXIT_A,0.0,0.00068936991589687,0.0026106694037205543,0.0,0.00137873983179374,0.005221338807441109,2.214067737681628,2.214527317625559,-2.160608377314781,0.0,0.0003829832866093723,0.0016638496118251617,0.0,0.00045957994393124675,0.001740446269147036,0.0,0.00045957994393124675,0.001740446269147036,0.0003829832866093723,0.000842563230540619,0.002123429555756408,0.0,0.0003829832866093723,0.0016638496118251617,0.00015319331464374892,0.0007659665732187446,0.0033276992236503235,0.00011489498598281169,0.00015319331464374892,0.0007936264772516436,0.00019149164330468615,0.0004212816152703095,0.001061714777878204,0.00045957994393124664,0.00022978997196562332,0.0021510894597893074,0.0006127732585749957,0.00030638662928749783,0.0028681192797190766,0.0006127732585749956,0.0,0.0011276730105720405,0.0006127732585749956,0.00015319331464374892,0.0011276730105720405,0.0009191598878624935,0.0,0.002561732650431579,0.00022978997196562338,0.0,0.0006404331626078947,0.0015319331464374887,0.0006127732585749957,0.0017276801595933905,0.0016851264610812375,0.0007659665732187446,0.0017957660772128343,0.003046844813470117,0.0021276849256076234,0.00010638424628038118,0.003046844813470117,0.0021276849256076234,0.0003659618072045113,0.003046844813470117,0.0021276849256076234,0.00010638424628038118,0.003046844813470117,0.0021276849256076234,0.0003659618072045113,0.01518528731406161,0.011049067818680392,0.0004787291082617153
x_R04_EXIT_C,0.00016595942419739463,0.000344684957948435,0.000344684957948435,0.00033191884839478927,0.00068936991589687,0.00068936991589687,0.0003404295880972198,0.0,0.0,-2.1875770625469513,2.2135656040391845,2.2135656040391845,0.0009532028466722154,0.0006127732585749957,0.0006127732585749957,0.0003404295880972198,0.0,0.0,0.0003404295880972198,0.0,0.0,0.0016681049816763772,0.0,0.0,0.0006808591761944396,0.0,0.0,0.0001702147940486099,0.0,0.0,0.0001702147940486099,0.0,0.0,0.0005106443821458296,0.0,0.0,0.0006808591761944396,0.0,0.0,0.0003404295880972198,0.0,0.0,0.0003404295880972198,0.0,0.0,0.0006808591761944396,0.0,0.0,0.0001702147940486099,0.0,0.0,0.0006808591761944396,0.0,0.0,0.0006808591761944396,0.0,0.0,0.0006808591761944396,0.0,0.0,0.0006808591761944396,0.0,0.0,0.0006808591761944396,0.0,0.0,0.0006808591761944396,0.0,0.0,0.003063866292874978,0.0,0.0
x_R04_EXIT_B,0.0,0.0014298042700083228,0.0005744749299140584,0.0,0.0028596085400166456,0.0011489498598281167,0.0,0.0009532028466722153,0.0003829832866093723,2.2135656040391845,-2.175657096603997,2.214663489460798,0.0,0.0009532028466722153,0.0003829832866093723,0.0,0.0009532028466722153,0.0003829832866093723,0.0,0.0009532028466722153,0.0003829832866093723,0.0,0.0016340620228666551,0.0010638424628038115,0.0013617183523888792,0.0032681240457333102,0.002127684925607623,0.0,0.0004383030946751705,0.00015319331464374892,0.0,0.00047660142333610765,0.00019149164330468615,0.000344684957948435,0.001085119312059888,0.00022978997196562332,0.00045957994393124675,0.0014468257494131842,0.00030638662928749783,0.0003829832866093723,0.0003404295880972198,0.0,0.0003829832866093723,0.0005702195600628432,0.0,0.0007659665732187446,0.0011404391201256863,0.0,0.0004212816152703095,5.531980806579822e-05,0.00022978997196562338,0.0007659665732187446,0.0011404391201256863,0.0,0.0007659665732187446,0.0011404391201256863,0.0,0.0007659665732187446,0.0011404391201256863,0.0,0.0007659665732187446,0.0011404391201256863,0.0,0.0007659665732187446,0.0011404391201256863,0.0,0.0007659665732187446,0.0011404391201256863,0.0,0.003446849579484351,0.005131976040565588,0.0
x_R04_EXIT_A,0.0,0.0005744749299140584,0.002495774417737742,0.0,0.0011489498598281167,0.004991548835475484,0.0,0.0003829832866093723,0.0016638496118251617,2.2135656040391845,2.214663489460798,-2.1643036231040633,0.0,0.0003829832866093723,0.0016638496118251617,0.0,0.0003829832866093723,0.0016638496118251617,0.0,0.0003829832866093723,0.0016638496118251617,0.0,0.0010638424628038115,0.002344708788019601,0.0013617183523888792,0.002127684925607623,0.004689417576039202,0.0,0.00015319331464374892,0.0007936264772516436,0.0,0.00019149164330468615,0.0008319248059125809,0.000344684957948435,0.00022978997196562332,0.0021510894597893074,0.00045957994393124675,0.00030638662928749783,0.0028681192797190766,0.0005361766012531212,0.0,0.0011276730105720405,0.0005361766012531212,0.00015319331464374892,0.0011276730105720405,0.0007659665732187446,0.0,0.002561732650431579,0.00019149164330468615,0.0,0.0006404331626078947,0.00137873983179374,0.0006127732585749957,0.0017276801595933905,0.0015319331464374887,0.0007659665732187446,0.0017957660772128343,0.002893651498826368,0.0021276849256076234,0.00010638424628038118,0.002893651498826368,0.0021276849256076234,0.0003659618072045113,0.002893651498826368,0.0021276849256076234,0.00010638424628038118,0.002893651498826368,0.0021276849256076234,0.0003659618072045113,0.014495917398164741,0.011049067818680392,0.0004787291082617153
x_R05_EXIT_C,0.00016595942419739463,0.000344684957948435,0.000344684957948435,0.00033191884839478927,0.00068936991589687,0.00068936991589687,0.0003404295880972198,0.0,0.0,0.0009532028466722154,0.0,0.0,-2.1991558945647296,2.2135315610803747,2.2135315610803747,0.0003404295880972198,0.0,0.0,0.0003404295880972198,0.0,0.0,0.0009532028466722154,0.0,0.0,0.0006808591761944396,0.0,0.0,0.0001702147940486099,0.0,0.0,0.0001702147940486099,0.0,0.0,0.0005106443821458296,0.0,0.0,0.0006808591761944396,0.0,0.0,0.0003404295880972198,0.0,0.0,0.0003404295880972198,0.0,0.0,0.0006808591761944396,0.0,0.0,0.0001702147940486099,0.0,0.0,0.0006808591761944396,0.0,0.0,0.0006808591761944396,0.0,0.0,0.0006808591761944396,0.0,0.0,0.0006808591761944396,0.0,0.0,0.0006808591761944396,0.0,0.0,0.0006808591761944396,0.0,0.0,0.003063866292874978,0.0,0.0
x_R05_EXIT_B,0.0,0.0017744892279567583,0.0009191598878624933,0.0,0.0035489784559135165,0.0018383197757249866,0.00015319331464374892,0.0010297995039940898,0.00045957994393124675,0.0006127732585749957,0.0009532028466722153,0.0003829832866093723,2.2135315610803747,-2.179581956280975,2.21414433433895,0.0,0.0011829928186378386,0.0006127732585749956,0.00015319331464374892,0.0010297995039940898,0.00045957994393124675,0.0006127732585749957,0.0009532028466722153,0.0003829832866093723,0.00045957994393124675,0.0019064056933444306,0.0007659665732187446,7.659665732187446e-05,0.0004383030946751705,0.00015319331464374892,7.659665732187446e-05,0.0005148997519970449,0.00022978997196562338,0.00068936991589687,0.001085119312059888,0.00022978997196562332,0.0009191598878624935,0.0014468257494131842,0.00030638662928749783,0.0006127732585749956,0.0003404295880972198,0.0,0.0006127732585749956,0.0005702195600628432,0.0,0.0012255465171499911,0.0011404391201256863,0.0,0.000536176601253121,5.531980806579822e-05,0.00022978997196562338,0.0012255465171499911,0.0011404391201256863,0.0,0.0012255465171499911,0.0011404391201256863,0.0,0.0012255465171499911,0.0011404391201256863,0.0,0.0012255465171499911,0.0011404391201256863,0.0,0.0012255465171499911,0.0011404391201256863,0.0,0.0012255465171499911,0.0011404391201256863,0.0,0.00551495932717496,0.005131976040565588,0.0
x_R05_EXIT_A,0.0,0.0009191598878624933,0.002840459375686178,0.0,0.0018383197757249866,0.005680918751372356,0.00015319331464374892,0.00045957994393124675,0.001740446269147036,0.0006127732585749957,0.0003829832866093723,0.0016638496118251617,2.2135315610803747,2.21414433433895,-2.1682284827810414,0.0,0.0006127732585749956,0.001893639583790785,0.00015319331464374892,0.00045957994393124675,0.001740446269147036,0.0006127732585749957,0.0003829832866093723,0.0016638496118251617,0.00045957994393124675,0.0007659665732187446,0.0033276992236503235,7.659665732187446e-05,0.00015319331464374892,0.0007936264772516436,7.659665732187446e-05,0.00022978997196562338,0.000870223134573518,0.00068936991589687,0.00022978997196562332,0.0021510894597893074,0.0009191598878624935,0.00030638662928749783,0.0028681192797190766,0.0007659665732187444,0.0,0.0011276730105720405,0.0007659665732187444,0.00015319331464374892,0.0011276730105720405,0.0012255465171499911,0.0,0.002561732650431579,0.0003063866292874978,0.0,0.0006404331626078947,0.0018383197757249866,0.0006127732585749957,0.0017276801595933905,0.0019915130903687354,0.0007659665732187446,0.0017957660772128343,0.0033532314427576148,0.0021276849256076234,0.00010638424628038118,0.0033532314427576148,0.0021276849256076234,0.0003659618072045113,0.0033532314427576148,0.0021276849256076234,0.00010638424628038118,0.0033532314427576148,0.0021276849256076234,0.0003659618072045113,0.01656402714585535,0.011049067818680392,0.0004787291082617153
x_R06_EXIT_C,0.00016595942419739463,0.000344684957948435,0.000344684957948435,0.00033191884839478927,0.00068936991589687,0.00068936991589687,0.0003404295880972198,0.0,0.0,0.0003404295880972198,0.0,0.0,0.0003404295880972198,0.0,0.0,-2.1991558945647296,2.2135315610803747,2.2135315610803747,0.0003404295880972198,0.0,0.0,0.0003404295880972198,0.0,0.0,0.0006808591761944396,0.0,0.0,0.0001702147940486099,0.0,0.0,0.0001702147940486099,0.0,0.0,0.0005106443821458296,0.0,0.0,0.0006808591761944396,0.0,0.0,0.0003404295880972198,0.0,0.0,0.0003404295880972198,0.0,0.0,0.0006808591761944396,0.0,0.0,0.0001702147940486099,0.0,0.0,0.0006808591761944396,0.0,0.0,0.0006808591761944396,0.0,0.0,0.0006808591761944396,0.0,0.0,0.0006808591761944396,0.0,0.0,0.0006808591761944396,0.0,0.0,0.0006808591761944396,0.0,0.0,0.003063866292874978,0.0,0.0
x_R06_EXIT_B,0.0,0.0017744892279567583,0.0009191598878624933,0.0,0.0035489784559135165,0.0018383197757249866,0.00015319331464374892,0.0010297995039940898,0.00045957994393124675,0.0,0.0009532028466722153,0.0003829832866093723,0.0,0.0011829928186378386,0.0006127732585749956,2.2135315610803747,-2.179581956280975,2.21414433433895,0.00015319331464374892,0.0010297995039940898,0.00045957994393124675,0.0,0.0009532028466722153,0.0003829832866093723,0.00045957994393124675,0.0019064056933444306,0.0007659665732187446,7.659665732187446e-05,0.0004383030946751705,0.00015319331464374892,7.659665732187446e-05,0.0005148997519970449,0.00022978997196562338,0.00068936991589687,0.001085119312059888,0.00022978997196562332,0.0009191598878624935,0.0014468257494131842,0.00030638662928749783,0.0006127732585749956,0.0003404295880972198,0.0,0.0006127732585749956,0.0005702195600628432,0.0,0.0012255465171499911,0.0011404391201256863,0.0,0.000536176601253121,5.531980806579822e-05,0.00022978997196562338,0.0012255465171499911,0.0011404391201256863,0.0,0.0012255465171499911,0.0011404391201256863,0.0,0.0012255465171499911,0.0011404391201256863,0.0,0.0012255465171499911,0.0011404391201256863,0.0,0.0012255465171499911,0.0011404391201256863,0.0,0.0012255465171499911,0.0011404391201256863,0.0,0.00551495932717496,0.005131976040565588,0.0
x_R06_EXIT_A,0.0,0.0009191598878624933,0.002840459375686178,0.0,0.0018383197757249866,0.005680918751372356,0.00015319331464374892,0.00045957994393124675,0.001740446269147036,0.0,0.0003829832866093723,0.0016638496118251617,0.0,0.0006127732585749956,0.001893639583790785,2.2135315610803747,2.21414433433895,-2.1682284827810414,0.00015319331464374892,0.00045957994393124675,0.001740446269147036,0.0,0.0003829832866093723,0.0016638496118251617,0.00045957994393124675,0.0007659665732187446,0.0033276992236503235,7.659665732187446e-05,0.00015319331464374892,0.0007936264772516436,7.659665732187446e-05,0.00022978997196562338,0.000870223134573518,0.00068936991589687,0.00022978997196562332,0.0021510894597893074,0.0009191598878624935,0.00030638662928749783,0.0028681192797190766,0.0007659665732187444,0.0,0.0011276730105720405,0.0007659665732187444,0.00015319331464374892,0.0011276730105720405,0.0012255465171499911,0.0,0.002561732650431579,0.0003063866292874978,0.0,0.0006404331626078947,0.0018383197757249866,0.0006127732585749957,0.0017276801595933905,0.0019915130903687354,0.0007659665732187446,0.0017957660772128343,0.0033532314427576148,0.0021276849256076234,0.00010638424628038118,0.0033532314427576148,0.0021276849256076234,0.0003659618072045113,0.0033532314427576148,0.0021276849256076234,0.00010638424628038118,0.0033532314427576148,0.0021276849256076234,0.0003659618072045113,0.01656402714585535,0.011049067818680392,0.0004787291082617153
x_R07_EXIT_C,0.00016595942419739463,0.0005744749299140584,0.0005744749299140584,0.00033191884839478927,0.0011489498598281167,0.0011489498598281167,0.000876606189350341,0.0003829832866093723,0.0003829832866093723,0.0003404295880972198,0.0,0.0,0.0003404295880972198,0.00015319331464374892,0.00015319331464374892,0.0003404295880972198,0.00015319331464374892,0.00015319331464374892,-2.1879768912286957,2.2139145443669843,2.2139145443669843,0.0003404295880972198,0.0,0.0,0.0009872458054819373,0.0,0.0,0.000361706437353296,0.0,0.0,0.0004383030946751705,0.00019149164330468615,0.00019149164330468615,0.0007404343541114529,0.0,0.0,0.0009872458054819373,0.0,0.0,0.0004936229027409687,0.0,0.0,0.0004936229027409687,0.0,0.0,0.0009872458054819373,0.0,0.0,0.00024681145137048433,0.0,0.0,0.0009872458054819373,0.0,0.0,0.0009872458054819373,0.0,0.0,0.0009872458054819373,0.0,0.0,0.0009872458054819373,0.0,0.0,0.0009872458054819373,0.0,0.0,0.0009872458054819373,0.0,0.0,0.004442606124668719,0.0,0.0
x_R07_EXIT_B,0.0,0.0015446992559911346,0.00068936991589687,0.0,0.0030893985119822692,0.00137873983179374,0.0003829832866093723,0.001412782790603462,0.000842563230540619,0.0,0.0009532028466722153,0.0003829832866093723,0.0,0.0010297995039940898,0.00045957994393124675,0.0,0.0010297995039940898,0.00045957994393124675,2.2139145443669843,-2.1755207486844883,2.214374124310915,0.0,0.0009532028466722153,0.0003829832866093723,0.00015319331464374892,0.0019064056933444306,0.0007659665732187446,0.00011489498598281169,0.0004383030946751705,0.00015319331464374892,0.00019149164330468615,0.000706391395301731,0.0004212816152703095,0.00045957994393124664,0.001085119312059888,0.00022978997196562332,0.0006127732585749957,0.0014468257494131842,0.00030638662928749783,0.00045957994393124675,0.0003404295880972198,0.0,0.00045957994393124675,0.0005702195600628432,0.0,0.0009191598878624935,0.0011404391201256863,0.0,0.00045957994393124664,5.531980806579822e-05,0.00022978997196562338,0.0009191598878624935,0.0011404391201256863,0.0,0.0009191598878624935,0.0011404391201256863,0.0,0.0009191598878624935,0.0011404391201256863,0.0,0.0009191598878624935,0.0011404391201256863,0.0,0.0009191598878624935,0.0011404391201256863,0.0,0.0009191598878624935,0.0011404391201256863,0.0,0.00413621949538122,0.005131976040565588,0.0
