node_id,node_type,grid_position,capacity_units,effective_capacity_people,occupants_using_node,rooms_using_node,utilization_ratio,utilization_percent,is_congested
C9,navigation,K3,2.0,20.0,101,6,5.05,505.0,True
C8,navigation,J3,2.0,20.0,85,5,4.25,425.0,True
C7,navigation,I3,2.0,20.0,72,4,3.6,360.0,True
C0,navigation,B3,2.0,20.0,55,4,2.75,275.0,True
EXIT_B,exit,K2.5,4.0,40.0,101,6,2.525,252.5,True
C6,navigation,H3,3.0,30.0,59,3,1.9666666666666666,196.66666666666666,True
C3,navigation,E3,2.0,20.0,37,2,1.85,185.0,True
C1,navigation,C3,3.0,30.0,43,3,1.4333333333333333,143.33333333333334,True
C2,navigation,D3,3.0,30.0,37,2,1.2333333333333334,123.33333333333334,True
C4,navigation,F3,3.0,30.0,37,2,1.2333333333333334,123.33333333333334,True
C5,navigation,G3,3.0,30.0,34,2,1.1333333333333333,113.33333333333333,True
DOOR_05,door,F4,2.0,20.0,19,1,0.95,95.0,False
EXIT_A,exit,B2.5,6.0,60.0,55,4,0.9166666666666666,91.66666666666666,False
DOOR_04,door,E2,2.0,20.0,18,1,0.9,90.0,False
DOOR_07,door,H4,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
DOOR_10,door,K2,2.0,20.0,16,1,0.8,80.0,False
DOOR_08,door,I2,2.0,20.0,13,1,0.65,65.0,False
DOOR_09,door,J4,2.0,20.0,13,1,0.65,65.0,False
DOOR_01,door,B4,2.0,20.0,12,1,0.6,60.0,False
DOOR_03,door,D4,3.0,30.0,18,1,0.6,60.0,False
DOOR_06,door,G2,3.0,30.0,16,1,0.5333333333333333,53.333333333333336,False
DOOR_02,door,C2,3.0,30.0,6,1,0.2,20.0,False
