room_id,classical_exit,classical_distance,classical_hops,classical_path,occupancy,congestion_aware_exit,congestion_aware_distance,congestion_aware_hops,congestion_penalty,combined_cost,congestion_aware_path,exit_changed,path_changed,extra_distance,extra_hops
R01,EXIT_A,6.0,6,START_R01 -> DOOR_01 -> B1_0 -> E1 -> C1 -> C0 -> EXIT_A,2,EXIT_A,6.0,6,53.22222222222222,59.22222222222222,START_R01 -> DOOR_01 -> B1_0 -> E1 -> C1 -> C0 -> EXIT_A,False,False,0.0,0
R02,EXIT_A,6.0,6,START_R02 -> DOOR_02 -> B2_0 -> E2 -> C1 -> C0 -> EXIT_A,19,EXIT_A,6.0,6,69.54561111111111,75.54561111111111,START_R02 -> DOOR_02 -> B2_0 -> E2 -> C1 -> C0 -> EXIT_A,False,False,0.0,0
R03,EXIT_B,6.0,6,START_R03 -> DOOR_03 -> B3_0 -> E3 -> C4 -> C5 -> EXIT_B,5,EXIT_B,6.0,6,56.419388888888896,62.419388888888896,START_R03 -> DOOR_03 -> B3_0 -> E3 -> C4 -> C5 -> EXIT_B,False,False,0.0,0
R04,EXIT_B,6.0,6,START_R04 -> DOOR_04 -> B4_0 -> E4 -> C4 -> C5 -> EXIT_B,22,EXIT_B,6.0,6,32.99161111111111,38.991611111111105,START_R04 -> DOOR_04 -> B4_0 -> E4 -> C4 -> C5 -> EXIT_B,False,False,0.0,0
R05,EXIT_A,7.0,7,START_R05 -> DOOR_05 -> B1_1 -> B1_0 -> E1 -> C1 -> C0 -> EXIT_A,11,EXIT_A,7.0,7,57.30522222222221,64.30522222222223,START_R05 -> DOOR_05 -> B1_1 -> B1_0 -> E1 -> C1 -> C0 -> EXIT_A,False,False,0.0,0
R06,EXIT_A,7.0,7,START_R06 -> DOOR_06 -> B2_1 -> B2_0 -> E2 -> C1 -> C0 -> EXIT_A,25,EXIT_A,7.0,7,39.44444444444444,46.44444444444444,START_R06 -> DOOR_06 -> B2_1 -> B2_0 -> E2 -> C1 -> C0 -> EXIT_A,False,False,0.0,0
R07,EXIT_B,7.0,7,START_R07 -> DOOR_07 -> B3_1 -> B3_0 -> E3 -> C4 -> C5 -> EXIT_B,25,EXIT_B,7.0,7,24.904513888888893,31.904513888888886,START_R07 -> DOOR_07 -> B3_1 -> B3_0 -> E3 -> C4 -> C5 -> EXIT_B,False,False,0.0,0
R08,EXIT_B,7.0,7,START_R08 -> DOOR_08 -> B4_1 -> B4_0 -> E4 -> C4 -> C5 -> EXIT_B,18,EXIT_B,7.0,7,54.923611111111114,61.923611111111114,START_R08 -> DOOR_08 -> B4_1 -> B4_0 -> E4 -> C4 -> C5 -> EXIT_B,False,False,0.0,0
R09,EXIT_A,8.0,8,START_R09 -> DOOR_09 -> B1_2 -> B1_1 -> B1_0 -> E1 -> C1 -> C0 -> EXIT_A,18,EXIT_A,8.0,8,42.09355555555556,50.09355555555556,START_R09 -> DOOR_09 -> B1_2 -> B1_1 -> B1_0 -> E1 -> C1 -> C0 -> EXIT_A,False,False,0.0,0
R10,EXIT_A,8.0,8,START_R10 -> DOOR_10 -> B2_2 -> B2_1 -> B2_0 -> E2 -> C1 -> C0 -> EXIT_A,8,EXIT_B,11.0,11,124.11516666666667,135.11516666666665,START_R10 -> DOOR_10 -> B2_2 -> B2_1 -> B2_0 -> E2 -> C1 -> C2 -> C3 -> C4 -> C5 -> EXIT_B,True,True,3.0,3
