source,target,edge_type,distance,capacity_units,effective_capacity_people,occupants_using_edge,rooms_using_edge,utilization_ratio,utilization_percent,is_congested
C0,C1,navigation,1.0,3.0,30.0,83,6,2.7666666666666666,276.6666666666667,True
C1,E2,navigation,1.0,2.0,20.0,52,3,2.6,260.0,True
B2_0,E2,navigation,1.0,2.0,20.0,52,3,2.6,260.0,True
C4,C5,navigation,1.0,3.0,30.0,70,4,2.3333333333333335,233.33333333333334,True
C0,EXIT_A,exit,1.0,5.0,50.0,83,6,1.66,166.0,True
B2_0,B2_1,navigation,1.0,2.0,20.0,33,2,1.65,165.0,True
C5,EXIT_B,exit,1.0,5.0,50.0,70,4,1.4,140.0,True
C4,E4,navigation,1.0,3.0,30.0,40,2,1.3333333333333333,133.33333333333331,True
START_R06,DOOR_06,room_start,1.0,2.0,20.0,25,1,1.25,125.0,True
START_R07,DOOR_07,room_start,1.0,2.0,20.0,25,1,1.25,125.0,True
B4_0,DOOR_04,door_to_hallway,1.0,2.0,20.0,22,1,1.1,110.00000000000001,True
START_R04,DOOR_04,room_start,1.0,2.0,20.0,22,1,1.1,110.00000000000001,True
C1,E1,navigation,1.0,3.0,30.0,31,3,1.0333333333333334,103.33333333333334,True
B1_0,E1,navigation,1.0,3.0,30.0,31,3,1.0333333333333334,103.33333333333334,True
C4,E3,navigation,1.0,3.0,30.0,30,2,1.0,100.0,False
B3_0,E3,navigation,1.0,3.0,30.0,30,2,1.0,100.0,False
B4_0,E4,navigation,1.0,4.0,40.0,40,2,1.0,100.0,False
B1_0,B1_1,navigation,1.0,3.0,30.0,29,2,0.9666666666666667,96.66666666666667,False
B2_0,DOOR_02,door_to_hallway,1.0,2.0,20.0,19,1,0.95,95.0,False
B4_1,DOOR_08,door_to_hallway,1.0,2.0,20.0,18,1,0.9,90.0,False
START_R08,DOOR_08,room_start,1.0,2.0,20.0,18,1,0.9,90.0,False
B1_2,DOOR_09,door_to_hallway,1.0,2.0,20.0,18,1,0.9,90.0,False
B2_1,DOOR_06,door_to_hallway,1.0,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
B3_1,DOOR_07,door_to_hallway,1.0,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
START_R02,DOOR_02,room_start,1.0,3.0,30.0,19,1,0.6333333333333333,63.33333333333333,False
B3_0,B3_1,navigation,1.0,4.0,40.0,25,1,0.625,62.5,False
B1_1,B1_2,navigation,1.0,3.0,30.0,18,1,0.6,60.0,False
START_R09,DOOR_09,room_start,1.0,3.0,30.0,18,1,0.6,60.0,False
B1_1,DOOR_05,door_to_hallway,1.0,2.0,20.0,11,1,0.55,55.00000000000001,False
START_R05,DOOR_05,room_start,1.0,2.0,20.0,11,1,0.55,55.00000000000001,False
B4_0,B4_1,navigation,1.0,4.0,40.0,18,1,0.45,45.0,False
B2_2,DOOR_10,door_to_hallway,1.0,2.0,20.0,8,1,0.4,40.0,False
START_R10,DOOR_10,room_start,1.0,2.0,20.0,8,1,0.4,40.0,False
B2_1,B2_2,navigation,1.0,3.0,30.0,8,1,0.26666666666666666,26.666666666666668,False
START_R03,DOOR_03,room_start,1.0,2.0,20.0,5,1,0.25,25.0,False
B3_0,DOOR_03,door_to_hallway,1.0,3.0,30.0,5,1,0.16666666666666666,16.666666666666664,False
B1_0,DOOR_01,door_to_hallway,1.0,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
START_R01,DOOR_01,room_start,1.0,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
C1,C2,navigation,1.0,5.0,50.0,0,0,0.0,0.0,False
C2,C3,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
C3,C4,navigation,1.0,4.0,40.0,0,0,0.0,0.0,False
