i,j,variable_i,variable_j,coefficient
0,0,x_R01_EXIT_A,x_R01_EXIT_A,-0.8319048578530325
0,1,x_R01_EXIT_A,x_R01_EXIT_B,1.6743257822097892
0,2,x_R01_EXIT_A,x_R01_EXIT_C,1.6743257822097892
0,3,x_R01_EXIT_A,x_R01_EXIT_D,1.6743257822097892
0,4,x_R01_EXIT_A,x_R01_EXIT_E,1.6743257822097892
0,5,x_R01_EXIT_A,x_R01_EXIT_F,1.6743257822097892
0,6,x_R01_EXIT_A,x_R01_EXIT_G,1.6743257822097892
0,7,x_R01_EXIT_A,x_R01_EXIT_H,1.6743257822097892
0,8,x_R01_EXIT_A,x_R01_EXIT_STAIRWELL,1.6743257822097892
0,9,x_R01_EXIT_A,x_R02_EXIT_A,0.00010646199212191492
0,18,x_R01_EXIT_A,x_R03_EXIT_A,0.00010646199212191492
0,27,x_R01_EXIT_A,x_R04_EXIT_A,0.00010646199212191492
0,36,x_R01_EXIT_A,x_R05_EXIT_A,0.00010646199212191492
0,45,x_R01_EXIT_A,x_R06_EXIT_A,0.00010646199212191492
0,54,x_R01_EXIT_A,x_R07_EXIT_A,0.00010646199212191492
0,63,x_R01_EXIT_A,x_R08_EXIT_A,0.00010646199212191492
0,72,x_R01_EXIT_A,x_R09_EXIT_A,0.00010646199212191492
0,81,x_R01_EXIT_A,x_R10_EXIT_A,0.00010646199212191492
0,90,x_R01_EXIT_A,x_R11_EXIT_A,0.00010646199212191492
0,99,x_R01_EXIT_A,x_R12_EXIT_A,0.00021292398424382984
0,108,x_R01_EXIT_A,x_R13_EXIT_A,0.00010646199212191492
0,117,x_R01_EXIT_A,x_R14_EXIT_A,0.00010646199212191492
0,135,x_R01_EXIT_A,x_R16_EXIT_A,0.00010646199212191492
0,153,x_R01_EXIT_A,x_R24_EXIT_A,0.00021292398424382984
0,162,x_R01_EXIT_A,x_R25_EXIT_A,0.00010646199212191492
0,171,x_R01_EXIT_A,x_R28_EXIT_A,0.00010646199212191492
0,180,x_R01_EXIT_A,x_R29_EXIT_A,0.00010646199212191492
0,189,x_R01_EXIT_A,x_R30_EXIT_A,0.00010646199212191492
0,198,x_R01_EXIT_A,x_R31_EXIT_A,0.00010646199212191492
0,207,x_R01_EXIT_A,x_R32_EXIT_A,0.00010646199212191492
0,216,x_R01_EXIT_A,x_R33_EXIT_A,0.00010646199212191492
0,225,x_R01_EXIT_A,x_R34_EXIT_A,0.00010646199212191492
0,234,x_R01_EXIT_A,x_R35_EXIT_A,0.00010646199212191492
0,243,x_R01_EXIT_A,x_R36_EXIT_A,0.0005323099606095745
1,1,x_R01_EXIT_B,x_R01_EXIT_B,-0.817979738452458
1,2,x_R01_EXIT_B,x_R01_EXIT_C,1.6752102356828023
1,3,x_R01_EXIT_B,x_R01_EXIT_D,1.6749154178584644
1,4,x_R01_EXIT_B,x_R01_EXIT_E,1.6749154178584644
1,5,x_R01_EXIT_B,x_R01_EXIT_F,1.6749154178584644
1,6,x_R01_EXIT_B,x_R01_EXIT_G,1.6749154178584644
1,7,x_R01_EXIT_B,x_R01_EXIT_H,1.6745468955780425
1,8,x_R01_EXIT_B,x_R01_EXIT_STAIRWELL,1.6749154178584644
1,10,x_R01_EXIT_B,x_R02_EXIT_B,0.0012120288333879543
1,11,x_R01_EXIT_B,x_R02_EXIT_C,0.0008844534730128316
1,12,x_R01_EXIT_B,x_R02_EXIT_D,0.0005896356486752211
1,13,x_R01_EXIT_B,x_R02_EXIT_E,0.0005896356486752211
1,14,x_R01_EXIT_B,x_R02_EXIT_F,0.0005896356486752211
1,15,x_R01_EXIT_B,x_R02_EXIT_G,0.0005896356486752211
1,16,x_R01_EXIT_B,x_R02_EXIT_H,0.00022111336825320795
1,17,x_R01_EXIT_B,x_R02_EXIT_STAIRWELL,0.0005896356486752211
1,18,x_R01_EXIT_B,x_R03_EXIT_A,0.0011055668412660394
1,19,x_R01_EXIT_B,x_R03_EXIT_B,0.00010646199212191492
1,20,x_R01_EXIT_B,x_R03_EXIT_C,0.00022111336825320795
1,21,x_R01_EXIT_B,x_R03_EXIT_D,0.00022111336825320795
1,22,x_R01_EXIT_B,x_R03_EXIT_E,0.00022111336825320795
1,23,x_R01_EXIT_B,x_R03_EXIT_F,0.00022111336825320795
1,24,x_R01_EXIT_B,x_R03_EXIT_G,0.00022111336825320795
1,25,x_R01_EXIT_B,x_R03_EXIT_H,0.0005159311925908185
1,26,x_R01_EXIT_B,x_R03_EXIT_STAIRWELL,0.00022111336825320795
1,27,x_R01_EXIT_B,x_R04_EXIT_A,0.0011055668412660394
1,28,x_R01_EXIT_B,x_R04_EXIT_B,0.00010646199212191492
1,29,x_R01_EXIT_B,x_R04_EXIT_C,0.00022111336825320795
1,30,x_R01_EXIT_B,x_R04_EXIT_D,0.00022111336825320795
1,31,x_R01_EXIT_B,x_R04_EXIT_E,0.00022111336825320795
1,32,x_R01_EXIT_B,x_R04_EXIT_F,0.00022111336825320795
1,33,x_R01_EXIT_B,x_R04_EXIT_G,0.00022111336825320795
1,34,x_R01_EXIT_B,x_R04_EXIT_H,0.0005159311925908185
1,35,x_R01_EXIT_B,x_R04_EXIT_STAIRWELL,0.00022111336825320795
1,36,x_R01_EXIT_B,x_R05_EXIT_A,0.0008844534730128316
1,37,x_R01_EXIT_B,x_R05_EXIT_B,0.00032757536037512284
1,43,x_R01_EXIT_B,x_R05_EXIT_H,0.0002948178243376106
1,45,x_R01_EXIT_B,x_R06_EXIT_A,0.0008844534730128316
1,46,x_R01_EXIT_B,x_R06_EXIT_B,0.00032757536037512284
1,52,x_R01_EXIT_B,x_R06_EXIT_H,0.0002948178243376106
1,54,x_R01_EXIT_B,x_R07_EXIT_A,0.0008844534730128316
1,55,x_R01_EXIT_B,x_R07_EXIT_B,0.00032757536037512284
1,61,x_R01_EXIT_B,x_R07_EXIT_H,0.0002948178243376106
1,63,x_R01_EXIT_B,x_R08_EXIT_A,0.00022111336825320795
1,64,x_R01_EXIT_B,x_R08_EXIT_B,0.0009909154651347467
1,65,x_R01_EXIT_B,x_R08_EXIT_C,0.0006633401047596237
1,72,x_R01_EXIT_B,x_R09_EXIT_A,0.00022111336825320795
1,73,x_R01_EXIT_B,x_R09_EXIT_B,0.0009909154651347467
1,74,x_R01_EXIT_B,x_R09_EXIT_C,0.0006633401047596237
1,81,x_R01_EXIT_B,x_R10_EXIT_A,0.0008844534730128316
1,82,x_R01_EXIT_B,x_R10_EXIT_B,0.00032757536037512284
1,90,x_R01_EXIT_B,x_R11_EXIT_A,0.0008844534730128316
1,91,x_R01_EXIT_B,x_R11_EXIT_B,0.00032757536037512284
1,97,x_R01_EXIT_B,x_R11_EXIT_H,0.0002948178243376106
1,99,x_R01_EXIT_B,x_R12_EXIT_A,0.0011792712973504422
1,100,x_R01_EXIT_B,x_R12_EXIT_B,0.0006551507207502457
1,108,x_R01_EXIT_B,x_R13_EXIT_A,0.00022111336825320795
1,109,x_R01_EXIT_B,x_R13_EXIT_B,0.0006223931847127334
1,110,x_R01_EXIT_B,x_R13_EXIT_C,0.0002948178243376106
1,117,x_R01_EXIT_B,x_R14_EXIT_A,0.00022111336825320795
1,118,x_R01_EXIT_B,x_R14_EXIT_B,0.0006223931847127334
1,119,x_R01_EXIT_B,x_R14_EXIT_C,0.0002948178243376106
1,126,x_R01_EXIT_B,x_R15_EXIT_A,0.0004422267365064158
1,127,x_R01_EXIT_B,x_R15_EXIT_B,0.00016378768018756142
1,135,x_R01_EXIT_B,x_R16_EXIT_A,0.0008844534730128316
1,136,x_R01_EXIT_B,x_R16_EXIT_B,0.00032757536037512284
1,153,x_R01_EXIT_B,x_R24_EXIT_A,0.0011792712973504422
1,154,x_R01_EXIT_B,x_R24_EXIT_B,0.0006551507207502457
