edge_id,source,target,distance,capacity_units,edge_type
E001:C0--C1,C0,C1,1.0,3.0,navigation
E002:C1--C2,C1,C2,1.0,5.0,navigation
E003:C2--C3,C2,C3,1.0,3.0,navigation
E004:C3--C4,C3,C4,1.0,4.0,navigation
E005:C4--C5,C4,C5,1.0,3.0,navigation
E006:C5--C6,C5,C6,1.0,4.0,navigation
E007:C6--C7,C6,C7,1.0,4.0,navigation
E008:C7--C8,C7,C8,1.0,4.0,navigation
E009:C8--C9,C8,C9,1.0,5.0,navigation
E010:C1--B1_0,C1,B1_0,1.0,3.0,navigation
E011:START_R01--DOOR_01,START_R01,DOOR_01,1.0,2.0,room_start
E012:DOOR_01--B1_0,DOOR_01,B1_0,1.0,2.0,door_to_hallway
E013:C1--B2_0,C1,B2_0,1.0,3.0,navigation
E014:START_R02--DOOR_02,START_R02,DOOR_02,1.0,2.0,room_start
E015:DOOR_02--B2_0,DOOR_02,B2_0,1.0,3.0,door_to_hallway
E016:C2--B3_0,C2,B3_0,1.0,3.0,navigation
E017:START_R03--DOOR_03,START_R03,DOOR_03,1.0,2.0,room_start
E018:DOOR_03--B3_0,DOOR_03,B3_0,1.0,3.0,door_to_hallway
E019:C2--B4_0,C2,B4_0,1.0,3.0,navigation
E020:START_R04--DOOR_04,START_R04,DOOR_04,1.0,2.0,room_start
E021:DOOR_04--B4_0,DOOR_04,B4_0,1.0,2.0,door_to_hallway
E022:C3--B5_0,C3,B5_0,1.0,3.0,navigation
E023:START_R05--DOOR_05,START_R05,DOOR_05,1.0,2.0,room_start
E024:DOOR_05--B5_0,DOOR_05,B5_0,1.0,2.0,door_to_hallway
E025:C3--B6_0,C3,B6_0,1.0,2.0,navigation
E026:START_R06--DOOR_06,START_R06,DOOR_06,1.0,2.0,room_start
E027:DOOR_06--B6_0,DOOR_06,B6_0,1.0,3.0,door_to_hallway
E028:C4--B7_0,C4,B7_0,1.0,4.0,navigation
E029:START_R07--DOOR_07,START_R07,DOOR_07,1.0,2.0,room_start
E030:DOOR_07--B7_0,DOOR_07,B7_0,1.0,3.0,door_to_hallway
E031:C4--B8_0,C4,B8_0,1.0,4.0,navigation
E032:START_R08--DOOR_08,START_R08,DOOR_08,1.0,2.0,room_start
E033:DOOR_08--B8_0,DOOR_08,B8_0,1.0,2.0,door_to_hallway
E034:C5--B9_0,C5,B9_0,1.0,3.0,navigation
E035:START_R09--DOOR_09,START_R09,DOOR_09,1.0,3.0,room_start
E036:DOOR_09--B9_0,DOOR_09,B9_0,1.0,2.0,door_to_hallway
E037:C5--B10_0,C5,B10_0,1.0,3.0,navigation
E038:START_R10--DOOR_10,START_R10,DOOR_10,1.0,2.0,room_start
E039:DOOR_10--B10_0,DOOR_10,B10_0,1.0,2.0,door_to_hallway
E040:C6--B11_0,C6,B11_0,1.0,3.0,navigation
E041:START_R11--DOOR_11,START_R11,DOOR_11,1.0,3.0,room_start
E042:DOOR_11--B11_0,DOOR_11,B11_0,1.0,2.0,door_to_hallway
E043:C6--B12_0,C6,B12_0,1.0,3.0,navigation
E044:START_R12--DOOR_12,START_R12,DOOR_12,1.0,2.0,room_start
E045:DOOR_12--B12_0,DOOR_12,B12_0,1.0,2.0,door_to_hallway
E046:C7--B13_0,C7,B13_0,1.0,4.0,navigation
E047:START_R13--DOOR_13,START_R13,DOOR_13,1.0,3.0,room_start
E048:DOOR_13--B13_0,DOOR_13,B13_0,1.0,2.0,door_to_hallway
E049:C7--B14_0,C7,B14_0,1.0,4.0,navigation
E050:START_R14--DOOR_14,START_R14,DOOR_14,1.0,3.0,room_start
E051:DOOR_14--B14_0,DOOR_14,B14_0,1.0,3.0,door_to_hallway
E052:C8--B15_0,C8,B15_0,1.0,4.0,navigation
E053:START_R15--DOOR_15,START_R15,DOOR_15,1.0,2.0,room_start
