edge_id,source,target,distance,capacity_units,edge_type
E001:C0--C1,C0,C1,1.0,3.0,navigation
E002:C1--C2,C1,C2,1.0,3.0,navigation
E003:C2--C3,C2,C3,1.0,3.0,navigation
E004:C3--C4,C3,C4,1.0,4.0,navigation
E005:C4--C5,C4,C5,1.0,3.0,navigation
E006:C5--C6,C5,C6,1.0,5.0,navigation
E007:C6--C7,C6,C7,1.0,5.0,navigation
E008:C7--C8,C7,C8,1.0,4.0,navigation
E009:C8--C9,C8,C9,1.0,4.0,navigation
E010:C9--C10,C9,C10,1.0,5.0,navigation
E011:C10--C11,C10,C11,1.0,3.0,navigation
E012:C11--C12,C11,C12,1.0,5.0,navigation
E013:C12--C13,C12,C13,1.0,3.0,navigation
E014:C13--C14,C13,C14,1.0,5.0,navigation
E015:C14--C15,C14,C15,1.0,5.0,navigation
E016:C15--C16,C15,C16,1.0,3.0,navigation
E017:C16--C17,C16,C17,1.0,4.0,navigation
E018:C17--C18,C17,C18,1.0,5.0,navigation
E019:C18--C19,C18,C19,1.0,4.0,navigation
E020:C19--C20,C19,C20,1.0,5.0,navigation
E021:C20--C21,C20,C21,1.0,5.0,navigation
E022:C21--C22,C21,C22,1.0,4.0,navigation
E023:C22--C23,C22,C23,1.0,5.0,navigation
E024:C23--C0,C23,C0,1.0,4.0,navigation
E025:C0--EELBOW_EXIT_A,C0,EELBOW_EXIT_A,1.0,6.0,navigation
E026:EELBOW_EXIT_A--EXIT_A,EELBOW_EXIT_A,EXIT_A,1.0,5.0,exit
E027:C5--EELBOW_EXIT_B,C5,EELBOW_EXIT_B,1.0,4.0,navigation
E028:EELBOW_EXIT_B--EXIT_B,EELBOW_EXIT_B,EXIT_B,1.0,4.0,exit
E029:C9--EELBOW_EXIT_C,C9,EELBOW_EXIT_C,1.0,5.0,navigation
E030:EELBOW_EXIT_C--EXIT_C,EELBOW_EXIT_C,EXIT_C,1.0,5.0,exit
E031:C14--EELBOW_EXIT_D,C14,EELBOW_EXIT_D,1.0,5.0,navigation
E032:EELBOW_EXIT_D--EXIT_D,EELBOW_EXIT_D,EXIT_D,1.0,5.0,exit
E033:C18--EELBOW_EXIT_E,C18,EELBOW_EXIT_E,1.0,5.0,navigation
E034:EELBOW_EXIT_E--EXIT_E,EELBOW_EXIT_E,EXIT_E,1.0,6.0,exit
E035:C23--EELBOW_EXIT_F,C23,EELBOW_EXIT_F,1.0,4.0,navigation
E036:EELBOW_EXIT_F--EXIT_F,EELBOW_EXIT_F,EXIT_F,1.0,6.0,exit
E037:START_R01--DOOR_01,START_R01,DOOR_01,1.0,2.0,room_start
E038:DOOR_01--ELBOW_R01,DOOR_01,ELBOW_R01,1.0,2.0,door_to_hallway
E039:ELBOW_R01--C0,ELBOW_R01,C0,1.0,2.0,navigation
E040:START_R02--DOOR_02,START_R02,DOOR_02,1.0,2.0,room_start
E041:DOOR_02--ELBOW_R02,DOOR_02,ELBOW_R02,1.0,2.0,door_to_hallway
E042:ELBOW_R02--C1,ELBOW_R02,C1,1.0,3.0,navigation
E043:START_R03--DOOR_03,START_R03,DOOR_03,1.0,2.0,room_start
E044:DOOR_03--ELBOW_R03,DOOR_03,ELBOW_R03,1.0,2.0,door_to_hallway
E045:ELBOW_R03--C2,ELBOW_R03,C2,1.0,3.0,navigation
E046:START_R04--DOOR_04,START_R04,DOOR_04,1.0,2.0,room_start
E047:DOOR_04--ELBOW_R04,DOOR_04,ELBOW_R04,1.0,3.0,door_to_hallway
E048:ELBOW_R04--C3,ELBOW_R04,C3,1.0,3.0,navigation
E049:START_R05--DOOR_05,START_R05,DOOR_05,1.0,3.0,room_start
E050:DOOR_05--ELBOW_R05,DOOR_05,ELBOW_R05,1.0,3.0,door_to_hallway
E051:ELBOW_R05--C4,ELBOW_R05,C4,1.0,3.0,navigation
E052:START_R06--DOOR_06,START_R06,DOOR_06,1.0,3.0,room_start
E053:DOOR_06--ELBOW_R06,DOOR_06,ELBOW_R06,1.0,2.0,door_to_hallway
E054:ELBOW_R06--C5,ELBOW_R06,C5,1.0,3.0,navigation
E055:START_R07--DOOR_07,START_R07,DOOR_07,1.0,3.0,room_start
E056:DOOR_07--ELBOW_R07,DOOR_07,ELBOW_R07,1.0,2.0,door_to_hallway
E057:ELBOW_R07--C6,ELBOW_R07,C6,1.0,3.0,navigation
E058:START_R08--DOOR_08,START_R08,DOOR_08,1.0,3.0,room_start
E059:DOOR_08--ELBOW_R08,DOOR_08,ELBOW_R08,1.0,3.0,door_to_hallway
E060:ELBOW_R08--C7,ELBOW_R08,C7,1.0,3.0,navigation
E061:START_R09--DOOR_09,START_R09,DOOR_09,1.0,3.0,room_start
E062:DOOR_09--ELBOW_R09,DOOR_09,ELBOW_R09,1.0,3.0,door_to_hallway
E063:ELBOW_R09--C8,ELBOW_R09,C8,1.0,3.0,navigation
E064:START_R10--DOOR_10,START_R10,DOOR_10,1.0,3.0,room_start
E065:DOOR_10--ELBOW_R10,DOOR_10,ELBOW_R10,1.0,3.0,door_to_hallway
E066:ELBOW_R10--C9,ELBOW_R10,C9,1.0,2.0,navigation
E067:START_R11--DOOR_11,START_R11,DOOR_11,1.0,3.0,room_start
E068:DOOR_11--ELBOW_R11,DOOR_11,ELBOW_R11,1.0,2.0,door_to_hallway
E069:ELBOW_R11--C10,ELBOW_R11,C10,1.0,3.0,navigation
E070:START_R12--DOOR_12,START_R12,DOOR_12,1.0,3.0,room_start
E071:DOOR_12--ELBOW_R12,DOOR_12,ELBOW_R12,1.0,3.0,door_to_hallway
E072:ELBOW_R12--C11,ELBOW_R12,C11,1.0,3.0,navigation
E073:START_R13--DOOR_13,START_R13,DOOR_13,1.0,3.0,room_start
E074:DOOR_13--ELBOW_R13,DOOR_13,ELBOW_R13,1.0,3.0,door_to_hallway
E075:ELBOW_R13--C12,ELBOW_R13,C12,1.0,2.0,navigation
E076:START_R14--DOOR_14,START_R14,DOOR_14,1.0,3.0,room_start
E077:DOOR_14--ELBOW_R14,DOOR_14,ELBOW_R14,1.0,3.0,door_to_hallway
E078:ELBOW_R14--C13,ELBOW_R14,C13,1.0,2.0,navigation
E079:START_R15--DOOR_15,START_R15,DOOR_15,1.0,3.0,room_start
E080:DOOR_15--ELBOW_R15,DOOR_15,ELBOW_R15,1.0,2.0,door_to_hallway
E081:ELBOW_R15--C14,ELBOW_R15,C14,1.0,2.0,navigation
E082:START_R16--DOOR_16,START_R16,DOOR_16,1.0,2.0,room_start
E083:DOOR_16--ELBOW_R16,DOOR_16,ELBOW_R16,1.0,2.0,door_to_hallway
E084:ELBOW_R16--C15,ELBOW_R16,C15,1.0,2.0,navigation
E085:START_R17--DOOR_17,START_R17,DOOR_17,1.0,3.0,room_start
E086:DOOR_17--ELBOW_R17,DOOR_17,ELBOW_R17,1.0,2.0,door_to_hallway
E087:ELBOW_R17--C16,ELBOW_R17,C16,1.0,2.0,navigation
E088:START_R18--DOOR_18,START_R18,DOOR_18,1.0,2.0,room_start
