source,target,edge_type,distance,capacity_units,effective_capacity_people,occupants_using_edge,rooms_using_edge,utilization_ratio,utilization_percent,is_congested
C4,C5,navigation,1.0,3.0,30.0,55,4,1.8333333333333333,183.33333333333331,True
C5,EELBOW_EXIT_B,navigation,1.0,4.0,40.0,69,5,1.725,172.5,True
EELBOW_EXIT_B,EXIT_B,exit,1.0,4.0,40.0,69,5,1.725,172.5,True
C0,C1,navigation,1.0,3.0,30.0,48,4,1.6,160.0,True
C23,EELBOW_EXIT_F,navigation,1.0,4.0,40.0,56,4,1.4,140.0,True
C18,EELBOW_EXIT_E,navigation,1.0,5.0,50.0,68,5,1.36,136.0,True
C9,EELBOW_EXIT_C,navigation,1.0,5.0,50.0,67,6,1.34,134.0,True
EELBOW_EXIT_A,EXIT_A,exit,1.0,5.0,50.0,67,5,1.34,134.0,True
EELBOW_EXIT_C,EXIT_C,exit,1.0,5.0,50.0,67,6,1.34,134.0,True
DOOR_02,START_R02,room_start,1.0,2.0,20.0,25,1,1.25,125.0,True
DOOR_02,ELBOW_R02,door_to_hallway,1.0,2.0,20.0,25,1,1.25,125.0,True
C0,ELBOW_R25,navigation,1.0,2.0,20.0,24,1,1.2,120.0,True
C2,ELBOW_R27,navigation,1.0,2.0,20.0,24,1,1.2,120.0,True
DOOR_25,START_R25,room_start,1.0,2.0,20.0,24,1,1.2,120.0,True
DOOR_25,ELBOW_R25,door_to_hallway,1.0,2.0,20.0,24,1,1.2,120.0,True
DOOR_27,START_R27,room_start,1.0,2.0,20.0,24,1,1.2,120.0,True
DOOR_27,ELBOW_R27,door_to_hallway,1.0,2.0,20.0,24,1,1.2,120.0,True
C14,EELBOW_EXIT_D,navigation,1.0,5.0,50.0,58,5,1.16,115.99999999999999,True
EELBOW_EXIT_D,EXIT_D,exit,1.0,5.0,50.0,58,5,1.16,115.99999999999999,True
DOOR_07,ELBOW_R07,door_to_hallway,1.0,2.0,20.0,23,1,1.15,114.99999999999999,True
DOOR_19,START_R19,room_start,1.0,2.0,20.0,23,1,1.15,114.99999999999999,True
DOOR_19,ELBOW_R19,door_to_hallway,1.0,2.0,20.0,23,1,1.15,114.99999999999999,True
EELBOW_EXIT_E,EXIT_E,exit,1.0,6.0,60.0,68,5,1.1333333333333333,113.33333333333333,True
C3,C4,navigation,1.0,4.0,40.0,45,2,1.125,112.5,True
C0,EELBOW_EXIT_A,navigation,1.0,6.0,60.0,67,5,1.1166666666666667,111.66666666666667,True
DOOR_04,START_R04,room_start,1.0,2.0,20.0,21,1,1.05,105.0,True
