room_id,room_name,start_node,occupancy,selected_exit,distance,congestion_penalty,combined_cost,hops,path
R01,Room 01,START_R01,19,EXIT_A,5.0,20.09838888888889,25.09838888888889,5,START_R01 -> DOOR_01 -> ELBOW_R01 -> C0 -> EELBOW_EXIT_A -> EXIT_A
R02,Room 02,START_R02,25,EXIT_A,6.0,24.6875,30.6875,6,START_R02 -> DOOR_02 -> ELBOW_R02 -> C1 -> C0 -> EELBOW_EXIT_A -> EXIT_A
R03,Room 03,START_R03,10,EXIT_A,7.0,20.29866666666667,27.29866666666667,7,START_R03 -> DOOR_03 -> ELBOW_R03 -> C2 -> C1 -> C0 -> EELBOW_EXIT_A -> EXIT_A
R04,Room 04,START_R04,21,EXIT_B,7.0,40.646875,47.646875,7,START_R04 -> DOOR_04 -> ELBOW_R04 -> C3 -> C4 -> C5 -> EELBOW_EXIT_B -> EXIT_B
R05,Room 05,START_R05,6,EXIT_B,6.0,44.806250000000006,50.806250000000006,6,START_R05 -> DOOR_05 -> ELBOW_R05 -> C4 -> C5 -> EELBOW_EXIT_B -> EXIT_B
R06,Room 06,START_R06,9,EXIT_B,5.0,20.137500000000003,25.137500000000003,5,START_R06 -> DOOR_06 -> ELBOW_R06 -> C5 -> EELBOW_EXIT_B -> EXIT_B
R07,Room 07,START_R07,23,EXIT_C,8.0,18.970527777777775,26.970527777777775,8,START_R07 -> DOOR_07 -> ELBOW_R07 -> C6 -> C7 -> C8 -> C9 -> EELBOW_EXIT_C -> EXIT_C
R08,Room 08,START_R08,12,EXIT_C,7.0,22.156250000000004,29.156250000000004,7,START_R08 -> DOOR_08 -> ELBOW_R08 -> C7 -> C8 -> C9 -> EELBOW_EXIT_C -> EXIT_C
R09,Room 09,START_R09,2,EXIT_C,6.0,23.27579166666667,29.27579166666667,6,START_R09 -> DOOR_09 -> ELBOW_R09 -> C8 -> C9 -> EELBOW_EXIT_C -> EXIT_C
R10,Room 10,START_R10,6,EXIT_C,5.0,15.734,20.734,5,START_R10 -> DOOR_10 -> ELBOW_R10 -> C9 -> EELBOW_EXIT_C -> EXIT_C
R11,Room 11,START_R11,20,EXIT_C,6.0,17.640444444444444,23.640444444444444,6,START_R11 -> DOOR_11 -> ELBOW_R11 -> C10 -> C9 -> EELBOW_EXIT_C -> EXIT_C
R12,Room 12,START_R12,17,EXIT_D,8.0,8.73422222222222,16.73422222222222,8,START_R12 -> DOOR_12 -> ELBOW_R12 -> C11 -> C12 -> C13 -> C14 -> EELBOW_EXIT_D -> EXIT_D
R13,Room 13,START_R13,12,EXIT_D,7.0,17.498222222222225,24.498222222222225,7,START_R13 -> DOOR_13 -> ELBOW_R13 -> C12 -> C13 -> C14 -> EELBOW_EXIT_D -> EXIT_D
R14,Room 14,START_R14,12,EXIT_D,6.0,19.306,25.306000000000004,6,START_R14 -> DOOR_14 -> ELBOW_R14 -> C13 -> C14 -> EELBOW_EXIT_D -> EXIT_D
R15,Room 15,START_R15,10,EXIT_E,9.0,16.019166666666667,25.019166666666667,9,START_R15 -> DOOR_15 -> ELBOW_R15 -> C14 -> C15 -> C16 -> C17 -> C18 -> EELBOW_EXIT_E -> EXIT_E
R16,Room 16,START_R16,15,EXIT_D,6.0,12.9835,18.9835,6,START_R16 -> DOOR_16 -> ELBOW_R16 -> C15 -> C14 -> EELBOW_EXIT_D -> EXIT_D
R17,Room 17,START_R17,2,EXIT_D,7.0,15.836222222222222,22.836222222222222,7,START_R17 -> DOOR_17 -> ELBOW_R17 -> C16 -> C15 -> C14 -> EELBOW_EXIT_D -> EXIT_D
R18,Room 18,START_R18,19,EXIT_E,6.0,17.730555555555554,23.730555555555554,6,START_R18 -> DOOR_18 -> ELBOW_R18 -> C17 -> C18 -> EELBOW_EXIT_E -> EXIT_E
R19,Room 19,START_R19,23,EXIT_E,5.0,17.95661111111111,22.95661111111111,5,START_R19 -> DOOR_19 -> ELBOW_R19 -> C18 -> EELBOW_EXIT_E -> EXIT_E
R20,Room 20,START_R20,10,EXIT_E,6.0,16.394944444444445,22.394944444444445,6,START_R20 -> DOOR_20 -> ELBOW_R20 -> C19 -> C18 -> EELBOW_EXIT_E -> EXIT_E
R21,Room 21,START_R21,6,EXIT_E,7.0,17.642222222222223,24.64222222222222,7,START_R21 -> DOOR_21 -> ELBOW_R21 -> C20 -> C19 -> C18 -> EELBOW_EXIT_E -> EXIT_E
