node_id,node_type,grid_position,capacity_units,effective_capacity_people,occupants_using_node,rooms_using_node,utilization_ratio,utilization_percent,is_congested
C14,navigation,P3,3.0,30.0,140,12,4.666666666666667,466.6666666666667,True
EXIT_B,exit,P2.5,4.0,40.0,140,12,3.5,350.0,True
C0,navigation,B3,2.0,20.0,69,8,3.45,345.0,True
C16,navigation,R3,2.0,20.0,65,4,3.25,325.0,True
C15,navigation,Q3,3.0,30.0,71,5,2.3666666666666667,236.66666666666666,True
C17,navigation,S3,2.0,20.0,40,3,2.0,200.0,True
C1,navigation,C3,3.0,30.0,59,7,1.9666666666666666,196.66666666666666,True
C13,navigation,O3,3.0,30.0,56,6,1.8666666666666667,186.66666666666666,True
C2,navigation,D3,3.0,30.0,50,6,1.6666666666666667,166.66666666666669,True
C3,navigation,E3,3.0,30.0,45,5,1.5,150.0,True
C5,navigation,G3,2.0,20.0,30,3,1.5,150.0,True
C11,navigation,M3,2.0,20.0,29,4,1.45,145.0,True
EXIT_A,exit,B2.5,5.0,50.0,69,8,1.38,138.0,True
C4,navigation,F3,3.0,30.0,39,4,1.3,130.0,True
DOOR_17,door,R4,2.0,20.0,25,1,1.25,125.0,True
C10,navigation,L3,2.0,20.0,24,3,1.2,120.0,True
C18,navigation,T3,2.0,20.0,22,2,1.1,110.00000000000001,True
C12,navigation,N3,3.0,30.0,31,5,1.0333333333333334,103.33333333333334,True
C19,navigation,U3,2.0,20.0,20,1,1.0,100.0,False
DOOR_20,door,U2,2.0,20.0,20,1,1.0,100.0,False
C6,navigation,H3,3.0,30.0,27,2,0.9,90.0,False
DOOR_18,door,S2,2.0,20.0,18,1,0.9,90.0,False
DOOR_14,door,O2,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
DOOR_07,door,H4,3.0,30.0,24,1,0.8,80.0,False
C9,navigation,K3,3.0,30.0,22,2,0.7333333333333333,73.33333333333333,False
DOOR_01,door,B4,2.0,20.0,10,1,0.5,50.0,False
DOOR_05,door,F4,2.0,20.0,9,1,0.45,45.0,False
C8,navigation,J3,3.0,30.0,13,1,0.43333333333333335,43.333333333333336,False
DOOR_09,door,J4,3.0,30.0,13,1,0.43333333333333335,43.333333333333336,False
DOOR_15,door,P4,3.0,30.0,13,1,0.43333333333333335,43.333333333333336,False
DOOR_02,door,C2,3.0,30.0,9,1,0.3,30.0,False
DOOR_10,door,K2,3.0,30.0,9,1,0.3,30.0,False
DOOR_16,door,Q2,2.0,20.0,6,1,0.3,30.0,False
DOOR_12,door,M2,2.0,20.0,5,1,0.25,25.0,False
DOOR_04,door,E2,3.0,30.0,6,1,0.2,20.0,False
DOOR_03,door,D4,3.0,30.0,5,1,0.16666666666666666,16.666666666666664,False
DOOR_06,door,G2,2.0,20.0,3,1,0.15,15.0,False
C7,navigation,I3,3.0,30.0,3,1,0.1,10.0,False
DOOR_08,door,I2,3.0,30.0,3,1,0.1,10.0,False
DOOR_11,door,L4,2.0,20.0,2,1,0.1,10.0,False
DOOR_19,door,T4,2.0,20.0,2,1,0.1,10.0,False
DOOR_13,door,N4,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
C20,navigation,V3,5.0,50.0,0,0,0.0,0.0,False
C21,navigation,W3,4.0,40.0,0,0,0.0,0.0,False
C22,navigation,X3,4.0,40.0,0,0,0.0,0.0,False
C23,navigation,Y3,4.0,40.0,0,0,0.0,0.0,False
C24,navigation,Z3,4.0,40.0,0,0,0.0,0.0,False
C25,navigation,AA3,4.0,40.0,0,0,0.0,0.0,False
C26,navigation,AB3,3.0,30.0,0,0,0.0,0.0,False
C27,navigation,AC3,3.0,30.0,0,0,0.0,0.0,False
C28,navigation,AD3,3.0,30.0,0,0,0.0,0.0,False
C29,navigation,AE3,4.0,40.0,0,0,0.0,0.0,False
C30,navigation,AF3,4.0,40.0,0,0,0.0,0.0,False
C31,navigation,AG3,4.0,40.0,0,0,0.0,0.0,False
C32,navigation,AH3,4.0,40.0,0,0,0.0,0.0,False
C33,navigation,AI3,4.0,40.0,0,0,0.0,0.0,False
C34,navigation,AJ3,3.0,30.0,0,0,0.0,0.0,False
C35,navigation,AK3,3.0,30.0,0,0,0.0,0.0,False
C36,navigation,AL3,3.0,30.0,0,0,0.0,0.0,False
C37,navigation,AM3,3.0,30.0,0,0,0.0,0.0,False
C38,navigation,AN3,3.0,30.0,0,0,0.0,0.0,False
C39,navigation,AO3,3.0,30.0,0,0,0.0,0.0,False
C40,navigation,AP3,3.0,30.0,0,0,0.0,0.0,False
C41,navigation,AQ3,3.0,30.0,0,0,0.0,0.0,False
EXIT_C,exit,AC2.5,4.0,40.0,0,0,0.0,0.0,False
EXIT_D,exit,AQ2.5,6.0,60.0,0,0,0.0,0.0,False
