node_id,node_type,grid_position,capacity_units,effective_capacity_people,occupants_using_node,rooms_using_node,utilization_ratio,utilization_percent,is_congested
C6,navigation,H3,2.0,20.0,107,6,5.35,535.0,True
C13,navigation,O3,2.0,20.0,78,6,3.9,390.0,True
C7,navigation,I3,2.0,20.0,52,3,2.6,260.0,True
C1,navigation,C3,2.0,20.0,46,3,2.3,229.99999999999997,True
EXIT_B,exit,H2.5,5.0,50.0,107,6,2.14,214.0,True
C19,navigation,U3,3.0,30.0,56,4,1.8666666666666667,186.66666666666666,True
C18,navigation,T3,2.0,20.0,37,3,1.85,185.0,True
C0,navigation,B3,3.0,30.0,50,4,1.6666666666666667,166.66666666666669,True
EXIT_D,exit,U2.5,4.0,40.0,56,4,1.4,140.0,True
C8,navigation,J3,3.0,30.0,41,2,1.3666666666666667,136.66666666666666,True
EXIT_C,exit,O2.5,6.0,60.0,78,6,1.3,130.0,True
C5,navigation,G3,3.0,30.0,38,2,1.2666666666666666,126.66666666666666,True
C12,navigation,N3,3.0,30.0,38,3,1.2666666666666666,126.66666666666666,True
DOOR_06,door,G2,2.0,20.0,25,1,1.25,125.0,True
C2,navigation,D3,2.0,20.0,23,2,1.15,114.99999999999999,True
DOOR_02,door,C2,2.0,20.0,23,1,1.15,114.99999999999999,True
C10,navigation,L3,2.0,20.0,22,1,1.1,110.00000000000001,True
DOOR_11,door,L4,2.0,20.0,22,1,1.1,110.00000000000001,True
C14,navigation,P3,3.0,30.0,32,2,1.0666666666666667,106.66666666666667,True
DOOR_09,door,J4,2.0,20.0,21,1,1.05,105.0,True
C9,navigation,K3,2.0,20.0,20,1,1.0,100.0,False
EXIT_A,exit,B2.5,5.0,50.0,50,4,1.0,100.0,False
DOOR_10,door,K2,2.0,20.0,20,1,1.0,100.0,False
C11,navigation,M3,3.0,30.0,29,2,0.9666666666666667,96.66666666666667,False
C3,navigation,E3,2.0,20.0,18,1,0.9,90.0,False
C15,navigation,Q3,3.0,30.0,27,2,0.9,90.0,False
C16,navigation,R3,3.0,30.0,27,2,0.9,90.0,False
C17,navigation,S3,3.0,30.0,27,2,0.9,90.0,False
DOOR_04,door,E2,2.0,20.0,18,1,0.9,90.0,False
DOOR_07,door,H4,2.0,20.0,17,1,0.85,85.0,False
C4,navigation,F3,2.0,20.0,13,1,0.65,65.0,False
DOOR_05,door,F4,2.0,20.0,13,1,0.65,65.0,False
DOOR_17,door,R4,2.0,20.0,13,1,0.65,65.0,False
DOOR_18,door,S2,2.0,20.0,13,1,0.65,65.0,False
DOOR_15,door,P4,3.0,30.0,19,1,0.6333333333333333,63.33333333333333,False
DOOR_20,door,U2,3.0,30.0,19,1,0.6333333333333333,63.33333333333333,False
DOOR_08,door,I2,2.0,20.0,11,1,0.55,55.00000000000001,False
DOOR_19,door,T4,2.0,20.0,10,1,0.5,50.0,False
DOOR_16,door,Q2,3.0,30.0,14,1,0.4666666666666667,46.666666666666664,False
DOOR_13,door,N4,2.0,20.0,9,1,0.45,45.0,False
DOOR_14,door,O2,2.0,20.0,8,1,0.4,40.0,False
DOOR_12,door,M2,2.0,20.0,7,1,0.35,35.0,False
DOOR_03,door,D4,2.0,20.0,5,1,0.25,25.0,False
DOOR_01,door,B4,2.0,20.0,4,1,0.2,20.0,False
