node_id,node_type,grid_position,capacity_units,effective_capacity_people,occupants_using_node,rooms_using_node,utilization_ratio,utilization_percent,is_congested
C3,navigation,E3,2.0,20.0,74,8,3.7,370.0,True
C5,navigation,G3,2.0,20.0,68,6,3.4,340.0,True
C4,navigation,F3,3.0,30.0,99,10,3.3,330.0,True
C1,navigation,C3,2.0,20.0,59,6,2.95,295.0,True
C8,navigation,J3,3.0,30.0,87,8,2.9,290.0,True
C7,navigation,I3,3.0,30.0,59,7,1.9666666666666666,196.66666666666666,True
B3_0,navigation,D_A4,2.0,20.0,36,2,1.8,180.0,True
B1_0,navigation,C_A4,2.0,20.0,35,2,1.75,175.0,True
E1,navigation,C_A3,2.0,20.0,35,2,1.75,175.0,True
C9,navigation,K3,5.0,50.0,87,8,1.74,174.0,True
B14_0,navigation,I_A2,2.0,20.0,32,2,1.6,160.0,True
E14,navigation,I_A3,2.0,20.0,32,2,1.6,160.0,True
C2,navigation,D3,3.0,30.0,46,5,1.5333333333333334,153.33333333333334,True
EXIT_F,exit,F2.3,4.0,40.0,60,6,1.5,150.0,True
EXIT_B,exit,K2.3,6.0,60.0,87,8,1.45,145.0,True
B10_0,navigation,G_A2,2.0,20.0,28,2,1.4,140.0,True
E10,navigation,G_A3,2.0,20.0,28,2,1.4,140.0,True
DOOR_30,door,H_A1,2.0,20.0,25,1,1.25,125.0,True
E3,navigation,D_A3,3.0,30.0,36,2,1.2,120.0,True
B16_0,navigation,J_A2,2.0,20.0,24,1,1.2,120.0,True
DOOR_16,door,I_A2,2.0,20.0,24,1,1.2,120.0,True
B9_0,navigation,G_A4,2.0,20.0,23,2,1.15,114.99999999999999,True
E9,navigation,G_A3,2.0,20.0,23,2,1.15,114.99999999999999,True
EXIT_E,exit,E2.3,6.0,60.0,69,7,1.15,114.99999999999999,True
B10_1,navigation,G_A1,2.0,20.0,21,1,1.05,105.0,True
DOOR_26,door,F_A1,2.0,20.0,21,1,1.05,105.0,True
EXIT_D,exit,D2.3,4.0,40.0,41,3,1.025,102.49999999999999,True
DOOR_01,door,D_A4,2.0,20.0,19,1,0.95,95.0,False
B2_0,navigation,C_A2,2.0,20.0,19,2,0.95,95.0,False
E2,navigation,C_A3,2.0,20.0,19,2,0.95,95.0,False
DOOR_03,door,E_A4,2.0,20.0,19,1,0.95,95.0,False
B8_0,navigation,F_A2,2.0,20.0,19,2,0.95,95.0,False
E8,navigation,F_A3,2.0,20.0,19,2,0.95,95.0,False
EXIT_C,exit,C2.3,4.0,40.0,38,3,0.95,95.0,False
B5_0,navigation,E_A4,2.0,20.0,18,2,0.9,90.0,False
E5,navigation,E_A3,2.0,20.0,18,2,0.9,90.0,False
B9_1,navigation,G_A5,2.0,20.0,18,1,0.9,90.0,False
DOOR_25,door,H_A5,2.0,20.0,18,1,0.9,90.0,False
B6_0,navigation,E_A2,2.0,20.0,17,2,0.85,85.0,False
E6,navigation,E_A3,2.0,20.0,17,2,0.85,85.0,False
DOOR_19,door,E_A5,2.0,20.0,17,1,0.85,85.0,False
B14_1,navigation,I_A1,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
E16,navigation,J_A3,3.0,30.0,24,1,0.8,80.0,False
B1_1,navigation,C_A5,2.0,20.0,16,1,0.8,80.0,False
DOOR_17,door,D_A5,2.0,20.0,16,1,0.8,80.0,False
B6_1,navigation,E_A1,2.0,20.0,15,1,0.75,75.0,False
DOOR_22,door,D_A1,2.0,20.0,15,1,0.75,75.0,False
C0,navigation,B3,3.0,30.0,21,3,0.7,70.0,False
C6,navigation,H3,4.0,40.0,28,5,0.7,70.0,False
B5_1,navigation,E_A5,2.0,20.0,14,1,0.7,70.0,False
DOOR_21,door,F_A5,2.0,20.0,14,1,0.7,70.0,False
B11_0,navigation,H_A4,2.0,20.0,13,2,0.65,65.0,False
B7_0,navigation,F_A4,2.0,20.0,12,2,0.6,60.0,False
E7,navigation,F_A3,2.0,20.0,12,2,0.6,60.0,False
B3_1,navigation,D_A5,3.0,30.0,17,1,0.5666666666666667,56.666666666666664,False
DOOR_11,door,I_A4,2.0,20.0,11,1,0.55,55.00000000000001,False
B13_0,navigation,I_A4,3.0,30.0,16,2,0.5333333333333333,53.333333333333336,False
E13,navigation,I_A3,3.0,30.0,16,2,0.5333333333333333,53.333333333333336,False
B15_0,navigation,J_A4,2.0,20.0,10,1,0.5,50.0,False
DOOR_15,door,K_A4,2.0,20.0,10,1,0.5,50.0,False
B7_1,navigation,F_A5,2.0,20.0,10,1,0.5,50.0,False
DOOR_23,door,G_A5,2.0,20.0,10,1,0.5,50.0,False
DOOR_08,door,E_A2,2.0,20.0,9,1,0.45,45.0,False
B12_0,navigation,H_A2,2.0,20.0,9,2,0.45,45.0,False
EXIT_A,exit,B2.3,5.0,50.0,21,3,0.42,42.0,False
B2_1,navigation,C_A1,3.0,30.0,12,1,0.4,40.0,False
DOOR_18,door,B_A1,3.0,30.0,12,1,0.4,40.0,False
DOOR_02,door,B_A2,2.0,20.0,7,1,0.35,35.0,False
DOOR_10,door,F_A2,2.0,20.0,7,1,0.35,35.0,False
DOOR_12,door,G_A2,2.0,20.0,7,1,0.35,35.0,False
DOOR_14,door,H_A2,2.0,20.0,7,1,0.35,35.0,False
DOOR_13,door,J_A4,3.0,30.0,10,1,0.3333333333333333,33.33333333333333,False
E15,navigation,J_A3,3.0,30.0,10,1,0.3333333333333333,33.33333333333333,False
B8_1,navigation,F_A1,3.0,30.0,10,1,0.3333333333333333,33.33333333333333,False
DOOR_24,door,E_A1,3.0,30.0,10,1,0.3333333333333333,33.33333333333333,False
E11,navigation,H_A3,4.0,40.0,13,2,0.325,32.5,False
