room_id,room_name,start_node,occupancy,selected_exit,distance,congestion_penalty,combined_cost,hops,path
R01,Room 01,START_R01,19,EXIT_C,5.0,14.164236111111112,19.164236111111112,5,START_R01 -> DOOR_01 -> B1_0 -> E1 -> C1 -> EXIT_C
R02,Room 02,START_R02,7,EXIT_C,5.0,11.915277777777778,16.915277777777778,5,START_R02 -> DOOR_02 -> B2_0 -> E2 -> C1 -> EXIT_C
R03,Room 03,START_R03,19,EXIT_D,5.0,10.779861111111114,15.779861111111114,5,START_R03 -> DOOR_03 -> B3_0 -> E3 -> C2 -> EXIT_D
R04,Room 04,START_R04,3,EXIT_A,7.0,3.048680555555556,10.048680555555555,7,START_R04 -> DOOR_04 -> B4_0 -> E4 -> C2 -> C1 -> C0 -> EXIT_A
R05,Room 05,START_R05,4,EXIT_E,5.0,14.623611111111112,19.62361111111111,5,START_R05 -> DOOR_05 -> B5_0 -> E5 -> C3 -> EXIT_E
R06,Room 06,START_R06,2,EXIT_E,5.0,11.20034722222222,16.20034722222222,5,START_R06 -> DOOR_06 -> B6_0 -> E6 -> C3 -> EXIT_E
R07,Room 07,START_R07,2,EXIT_F,5.0,13.544444444444444,18.544444444444444,5,START_R07 -> DOOR_07 -> B7_0 -> E7 -> C4 -> EXIT_F
R08,Room 08,START_R08,9,EXIT_F,5.0,15.23125,20.231250000000003,5,START_R08 -> DOOR_08 -> B8_0 -> E8 -> C4 -> EXIT_F
R09,Room 09,START_R09,5,EXIT_D,8.0,44.37743055555554,52.37743055555554,8,START_R09 -> DOOR_09 -> B9_0 -> E9 -> C5 -> C4 -> C3 -> C2 -> EXIT_D
R10,Room 10,START_R10,7,EXIT_F,6.0,43.94305555555556,49.94305555555556,6,START_R10 -> DOOR_10 -> B10_0 -> E10 -> C5 -> C4 -> EXIT_F
R11,Room 11,START_R11,11,EXIT_F,7.0,20.407986111111114,27.407986111111114,7,START_R11 -> DOOR_11 -> B11_0 -> E11 -> C6 -> C5 -> C4 -> EXIT_F
R12,Room 12,START_R12,7,EXIT_B,8.0,26.549916666666665,34.54991666666666,8,START_R12 -> DOOR_12 -> B12_0 -> E12 -> C6 -> C7 -> C8 -> C9 -> EXIT_B
R13,Room 13,START_R13,10,EXIT_B,7.0,17.847069444444443,24.847069444444443,7,START_R13 -> DOOR_13 -> B13_0 -> E13 -> C7 -> C8 -> C9 -> EXIT_B
R14,Room 14,START_R14,7,EXIT_B,7.0,47.73390277777778,54.73390277777778,7,START_R14 -> DOOR_14 -> B14_0 -> E14 -> C7 -> C8 -> C9 -> EXIT_B
R15,Room 15,START_R15,10,EXIT_B,6.0,18.80811111111111,24.80811111111111,6,START_R15 -> DOOR_15 -> B15_0 -> E15 -> C8 -> C9 -> EXIT_B
R16,Room 16,START_R16,24,EXIT_B,6.0,23.53672222222222,29.53672222222222,6,START_R16 -> DOOR_16 -> B16_0 -> E16 -> C8 -> C9 -> EXIT_B
R17,Room 17,START_R17,16,EXIT_A,7.0,31.874500000000005,38.874500000000005,7,START_R17 -> DOOR_17 -> B1_1 -> B1_0 -> E1 -> C1 -> C0 -> EXIT_A
R18,Room 18,START_R18,12,EXIT_C,6.0,7.653125000000001,13.653125000000003,6,START_R18 -> DOOR_18 -> B2_1 -> B2_0 -> E2 -> C1 -> EXIT_C
R19,Room 19,START_R19,17,EXIT_D,6.0,22.12361111111111,28.12361111111111,6,START_R19 -> DOOR_19 -> B3_1 -> B3_0 -> E3 -> C2 -> EXIT_D
R20,Room 20,START_R20,2,EXIT_A,8.0,3.867069444444444,11.867069444444443,8,START_R20 -> DOOR_20 -> B4_1 -> B4_0 -> E4 -> C2 -> C1 -> C0 -> EXIT_A
R21,Room 21,START_R21,14,EXIT_E,6.0,13.480555555555554,19.480555555555554,6,START_R21 -> DOOR_21 -> B5_1 -> B5_0 -> E5 -> C3 -> EXIT_E
R22,Room 22,START_R22,15,EXIT_E,6.0,11.35625,17.35625,6,START_R22 -> DOOR_22 -> B6_1 -> B6_0 -> E6 -> C3 -> EXIT_E
R23,Room 23,START_R23,10,EXIT_F,6.0,10.130555555555556,16.130555555555556,6,START_R23 -> DOOR_23 -> B7_1 -> B7_0 -> E7 -> C4 -> EXIT_F
R24,Room 24,START_R24,10,EXIT_E,7.0,9.948611111111111,16.94861111111111,7,START_R24 -> DOOR_24 -> B8_1 -> B8_0 -> E8 -> C4 -> C3 -> EXIT_E
R25,Room 25,START_R25,18,EXIT_E,8.0,22.625,30.625,8,START_R25 -> DOOR_25 -> B9_1 -> B9_0 -> E9 -> C5 -> C4 -> C3 -> EXIT_E
R26,Room 26,START_R26,21,EXIT_F,7.0,25.265625,32.265625,7,START_R26 -> DOOR_26 -> B10_1 -> B10_0 -> E10 -> C5 -> C4 -> EXIT_F
R27,Room 27,START_R27,2,EXIT_B,9.0,34.46666666666667,43.46666666666666,9,START_R27 -> DOOR_27 -> B11_1 -> B11_0 -> E11 -> C6 -> C7 -> C8 -> C9 -> EXIT_B
R28,Room 28,START_R28,2,EXIT_B,9.0,36.12931944444444,45.12931944444445,9,START_R28 -> DOOR_28 -> B12_1 -> B12_0 -> E12 -> C6 -> C7 -> C8 -> C9 -> EXIT_B
