edge_id,source,target,distance,capacity_units,edge_type
E001:C0--C1,C0,C1,1.0,3.0,navigation
E002:C1--C2,C1,C2,1.0,3.0,navigation
E003:C2--C3,C2,C3,1.0,3.0,navigation
E004:C3--C4,C3,C4,1.0,4.0,navigation
E005:C4--C5,C4,C5,1.0,3.0,navigation
E006:C5--C6,C5,C6,1.0,5.0,navigation
E007:C6--C7,C6,C7,1.0,5.0,navigation
E008:C7--C8,C7,C8,1.0,4.0,navigation
E009:C8--C9,C8,C9,1.0,4.0,navigation
E010:C0--EXIT_A,C0,EXIT_A,1.0,6.0,exit
E011:C3--EXIT_B,C3,EXIT_B,1.0,4.0,exit
E012:C6--EXIT_C,C6,EXIT_C,1.0,6.0,exit
E013:C9--EXIT_D,C9,EXIT_D,1.0,4.0,exit
E014:START_R01--DOOR_01,START_R01,DOOR_01,1.0,2.0,room_start
E015:DOOR_01--C0,DOOR_01,C0,1.0,3.0,door_to_hallway
E016:START_R02--DOOR_02,START_R02,DOOR_02,1.0,3.0,room_start
E017:DOOR_02--C1,DOOR_02,C1,1.0,3.0,door_to_hallway
E018:START_R03--DOOR_03,START_R03,DOOR_03,1.0,3.0,room_start
E019:DOOR_03--C2,DOOR_03,C2,1.0,3.0,door_to_hallway
E020:START_R04--DOOR_04,START_R04,DOOR_04,1.0,2.0,room_start
E021:DOOR_04--C3,DOOR_04,C3,1.0,2.0,door_to_hallway
E022:START_R05--DOOR_05,START_R05,DOOR_05,1.0,3.0,room_start
E023:DOOR_05--C4,DOOR_05,C4,1.0,3.0,door_to_hallway
E024:START_R06--DOOR_06,START_R06,DOOR_06,1.0,3.0,room_start
E025:DOOR_06--C5,DOOR_06,C5,1.0,3.0,door_to_hallway
E026:START_R07--DOOR_07,START_R07,DOOR_07,1.0,3.0,room_start
E027:DOOR_07--C6,DOOR_07,C6,1.0,2.0,door_to_hallway
E028:START_R08--DOOR_08,START_R08,DOOR_08,1.0,2.0,room_start
E029:DOOR_08--C7,DOOR_08,C7,1.0,2.0,door_to_hallway
E030:START_R09--DOOR_09,START_R09,DOOR_09,1.0,2.0,room_start
E031:DOOR_09--C8,DOOR_09,C8,1.0,2.0,door_to_hallway
E032:START_R10--DOOR_10,START_R10,DOOR_10,1.0,2.0,room_start
E033:DOOR_10--C9,DOOR_10,C9,1.0,3.0,door_to_hallway
E034:START_R11--DOOR_11,START_R11,DOOR_11,1.0,2.0,room_start
E035:DOOR_11--C0,DOOR_11,C0,1.0,2.0,door_to_hallway
E036:START_R12--DOOR_12,START_R12,DOOR_12,1.0,3.0,room_start
E037:DOOR_12--C1,DOOR_12,C1,1.0,2.0,door_to_hallway
E038:START_R13--DOOR_13,START_R13,DOOR_13,1.0,3.0,room_start
E039:DOOR_13--C2,DOOR_13,C2,1.0,3.0,door_to_hallway
E040:START_R14--DOOR_14,START_R14,DOOR_14,1.0,3.0,room_start
E041:DOOR_14--C3,DOOR_14,C3,1.0,3.0,door_to_hallway
E042:START_R15--DOOR_15,START_R15,DOOR_15,1.0,3.0,room_start
E043:DOOR_15--C4,DOOR_15,C4,1.0,3.0,door_to_hallway
E044:START_R16--DOOR_16,START_R16,DOOR_16,1.0,2.0,room_start
E045:DOOR_16--C5,DOOR_16,C5,1.0,3.0,door_to_hallway
E046:START_R17--DOOR_17,START_R17,DOOR_17,1.0,3.0,room_start
E047:DOOR_17--C6,DOOR_17,C6,1.0,2.0,door_to_hallway
E048:START_R18--DOOR_18,START_R18,DOOR_18,1.0,3.0,room_start
E049:DOOR_18--C7,DOOR_18,C7,1.0,3.0,door_to_hallway
E050:START_R19--DOOR_19,START_R19,DOOR_19,1.0,3.0,room_start
E051:DOOR_19--C8,DOOR_19,C8,1.0,3.0,door_to_hallway
E052:START_R20--DOOR_20,START_R20,DOOR_20,1.0,3.0,room_start
E053:DOOR_20--C9,DOOR_20,C9,1.0,3.0,door_to_hallway
