node_id,node_type,grid_position,capacity_units,effective_capacity_people,occupants_using_node,rooms_using_node,utilization_ratio,utilization_percent,is_congested
C6,navigation,H3,2.0,20.0,107,6,5.35,535.0,True
C3,navigation,E3,2.0,20.0,90,6,4.5,450.0,True
C0,navigation,B3,2.0,20.0,78,4,3.9,390.0,True
C1,navigation,C3,2.0,20.0,47,2,2.35,235.0,True
EXIT_B,exit,E2.5,4.0,40.0,90,6,2.25,225.0,True
C9,navigation,K3,3.0,30.0,62,4,2.066666666666667,206.66666666666669,True
C8,navigation,J3,2.0,20.0,36,2,1.8,180.0,True
EXIT_C,exit,H2.5,6.0,60.0,107,6,1.7833333333333334,178.33333333333334,True
EXIT_D,exit,K2.5,4.0,40.0,62,4,1.55,155.0,True
C2,navigation,D3,3.0,30.0,45,2,1.5,150.0,True
C5,navigation,G3,3.0,30.0,42,2,1.4,140.0,True
EXIT_A,exit,B2.5,6.0,60.0,78,4,1.3,130.0,True
DOOR_17,door,H4,2.0,20.0,23,1,1.15,114.99999999999999,True
DOOR_12,door,C2,2.0,20.0,22,1,1.1,110.00000000000001,True
C7,navigation,I3,2.0,20.0,21,2,1.05,105.0,True
DOOR_07,door,H4,2.0,20.0,21,1,1.05,105.0,True
DOOR_10,door,K2,2.0,20.0,18,1,0.9,90.0,False
DOOR_11,door,B4,2.0,20.0,18,1,0.9,90.0,False
DOOR_16,door,G2,2.0,20.0,18,1,0.9,90.0,False
DOOR_04,door,E2,2.0,20.0,17,1,0.85,85.0,False
DOOR_08,door,I2,2.0,20.0,17,1,0.85,85.0,False
DOOR_02,door,C2,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
DOOR_03,door,D4,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
DOOR_19,door,J4,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
DOOR_06,door,G2,3.0,30.0,24,1,0.8,80.0,False
DOOR_13,door,D4,3.0,30.0,20,1,0.6666666666666666,66.66666666666666,False
DOOR_01,door,B4,2.0,20.0,13,1,0.65,65.0,False
C4,navigation,F3,3.0,30.0,17,2,0.5666666666666667,56.666666666666664,False
DOOR_09,door,J4,2.0,20.0,11,1,0.55,55.00000000000001,False
DOOR_14,door,E2,3.0,30.0,11,1,0.36666666666666664,36.666666666666664,False
DOOR_05,door,F4,3.0,30.0,9,1,0.3,30.0,False
DOOR_15,door,F4,3.0,30.0,8,1,0.26666666666666666,26.666666666666668,False
DOOR_20,door,K2,3.0,30.0,8,1,0.26666666666666666,26.666666666666668,False
DOOR_18,door,I2,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
