edge_id,source,target,distance,capacity_units,edge_type
E001:A2--B2,A2,B2,1.0,3.0,navigation
E002:A2--A3,A2,A3,1.0,3.0,navigation
E003:A3--A4,A3,A4,1.0,3.0,navigation
E004:A4--B4,A4,B4,1.0,3.0,navigation
E005:A6--B6,A6,B6,1.0,3.0,navigation
E006:A6--A7,A6,A7,1.0,3.0,navigation
E007:A7--A8,A7,A8,1.0,3.0,navigation
E008:A8--B8,A8,B8,1.0,3.0,navigation
E009:A10--B10,A10,B10,1.0,3.0,navigation
E010:A10--A11,A10,A11,1.0,3.0,navigation
E011:A11--A12,A11,A12,1.0,3.0,navigation
E012:A12--B12,A12,B12,1.0,3.0,navigation
E013:B2--C2,B2,C2,1.0,3.0,navigation
E014:B4--C4,B4,C4,1.0,3.0,navigation
E015:B6--C6,B6,C6,1.0,3.0,navigation
E016:B8--C8,B8,C8,1.0,3.0,navigation
E017:B10--C10,B10,C10,1.0,3.0,navigation
E018:B12--C12,B12,C12,1.0,3.0,navigation
E019:C2--C3,C2,C3,1.0,3.0,navigation
E020:C3--C4,C3,C4,1.0,3.0,navigation
E021:C6--C7,C6,C7,1.0,3.0,navigation
E022:C7--C8,C7,C8,1.0,3.0,navigation
E023:C10--C11,C10,C11,1.0,3.0,navigation
E024:C11--C12,C11,C12,1.0,3.0,navigation
E025:E4--E5,E4,E5,1.0,2.0,navigation
E026:E5--E6,E5,E6,1.0,2.0,navigation
E027:E6--E7,E6,E7,1.0,2.0,navigation
E028:E7--E8,E7,E8,1.0,2.0,navigation
E029:E8--E9,E8,E9,1.0,2.0,navigation
E030:E9--F9,E9,F9,1.0,2.0,navigation
E031:E9--E10,E9,E10,1.0,2.0,navigation
E032:E10--F10,E10,F10,1.0,2.0,navigation
E033:E10--E11,E10,E11,1.0,2.0,navigation
E034:E11--E12,E11,E12,1.0,2.0,navigation
E035:F9--G9,F9,G9,1.0,2.0,navigation
E036:F9--F10,F9,F10,1.0,2.0,navigation
E037:F10--G10,F10,G10,1.0,2.0,navigation
E038:G2--H2,G2,H2,1.0,3.0,navigation
E039:G2--G3,G2,G3,1.0,3.0,navigation
E040:G3--H3,G3,H3,1.0,3.0,navigation
E041:G3--G4,G3,G4,1.0,3.0,navigation
E042:G4--H4,G4,H4,1.0,3.0,navigation
E043:G4--G5,G4,G5,1.0,3.0,navigation
E044:G5--H5,G5,H5,1.0,3.0,navigation
E045:G5--G6,G5,G6,1.0,3.0,navigation
E046:G6--H6,G6,H6,1.0,3.0,navigation
E047:G6--G7,G6,G7,1.0,3.0,navigation
E048:G7--H7,G7,H7,1.0,3.0,navigation
E049:G7--G8,G7,G8,1.0,3.0,navigation
E050:G8--H8,G8,H8,1.0,3.0,navigation
E051:G9--H9,G9,H9,1.0,2.0,navigation
E052:G9--G10,G9,G10,1.0,2.0,navigation
E053:G10--H10,G10,H10,1.0,2.0,navigation
E054:G11--H11,G11,H11,1.0,3.0,navigation
E055:G11--G12,G11,G12,1.0,3.0,navigation
E056:H2--I2,H2,I2,1.0,3.0,navigation
E057:H2--H3,H2,H3,1.0,3.0,navigation
E058:H3--I3,H3,I3,1.0,3.0,navigation
E059:H3--H4,H3,H4,1.0,3.0,navigation
E060:H4--I4,H4,I4,1.0,3.0,navigation
E061:H4--H5,H4,H5,1.0,3.0,navigation
E062:H5--H6,H5,H6,1.0,3.0,navigation
E063:H6--I6,H6,I6,1.0,3.0,navigation
E064:H6--H7,H6,H7,1.0,3.0,navigation
E065:H7--I7,H7,I7,1.0,3.0,navigation
E066:H7--H8,H7,H8,1.0,3.0,navigation
E067:H8--I8,H8,I8,1.0,3.0,navigation
E068:H9--I9,H9,I9,1.0,2.0,navigation
E069:H9--H10,H9,H10,1.0,2.0,navigation
E070:H10--I10,H10,I10,1.0,2.0,navigation
E071:H11--I11,H11,I11,1.0,3.0,navigation
E072:I2--J2,I2,J2,1.0,3.0,navigation
E073:I2--I3,I2,I3,1.0,3.0,navigation
E074:I3--J3,I3,J3,1.0,3.0,navigation
E075:I3--I4,I3,I4,1.0,3.0,navigation
E076:I4--J4,I4,J4,1.0,3.0,navigation
E077:I6--J6,I6,J6,1.0,3.0,navigation
E078:I6--I7,I6,I7,1.0,3.0,navigation
E079:I7--J7,I7,J7,1.0,3.0,navigation
E080:I7--I8,I7,I8,1.0,3.0,navigation
E081:I8--J8,I8,J8,1.0,3.0,navigation
E082:I9--J9,I9,J9,1.0,2.0,navigation
E083:I9--I10,I9,I10,1.0,2.0,navigation
E084:I10--J10,I10,J10,1.0,2.0,navigation
E085:I11--I12,I11,I12,1.0,3.0,navigation
E086:J2--K2,J2,K2,1.0,3.0,navigation
E087:J2--J3,J2,J3,1.0,3.0,navigation
E088:J3--K3,J3,K3,1.0,3.0,navigation
E089:J3--J4,J3,J4,1.0,3.0,navigation
E090:J4--K4,J4,K4,1.0,3.0,navigation
E091:J4--J5,J4,J5,1.0,3.0,navigation
E092:J5--K5,J5,K5,1.0,3.0,navigation
E093:J5--J6,J5,J6,1.0,3.0,navigation
E094:J6--K6,J6,K6,1.0,3.0,navigation
E095:J6--J7,J6,J7,1.0,3.0,navigation
E096:J7--K7,J7,K7,1.0,3.0,navigation
E097:J7--J8,J7,J8,1.0,3.0,navigation
E098:J8--K8,J8,K8,1.0,3.0,navigation
E099:J9--K9,J9,K9,1.0,2.0,navigation
E100:J9--J10,J9,J10,1.0,2.0,navigation
E101:J10--K10,J10,K10,1.0,2.0,navigation
E102:K2--L2,K2,L2,1.0,3.0,navigation
E103:K2--K3,K2,K3,1.0,3.0,navigation
E104:K3--L3,K3,L3,1.0,3.0,navigation
E105:K3--K4,K3,K4,1.0,3.0,navigation
E106:K4--L4,K4,L4,1.0,3.0,navigation
E107:K4--K5,K4,K5,1.0,3.0,navigation
E108:K5--L5,K5,L5,1.0,3.0,navigation
E109:K5--K6,K5,K6,1.0,3.0,navigation
E110:K6--L6,K6,L6,1.0,3.0,navigation
E111:K6--K7,K6,K7,1.0,3.0,navigation
E112:K7--L7,K7,L7,1.0,3.0,navigation
E113:K7--K8,K7,K8,1.0,3.0,navigation
E114:K8--L8,K8,L8,1.0,3.0,navigation
E115:K9--L9,K9,L9,1.0,2.0,navigation
E116:K9--K10,K9,K10,1.0,2.0,navigation
E117:K10--L10,K10,L10,1.0,2.0,navigation
E118:K11--L11,K11,L11,1.0,3.0,navigation
E119:L2--L3,L2,L3,1.0,3.0,navigation
E120:L3--L4,L3,L4,1.0,3.0,navigation
E121:L4--L5,L4,L5,1.0,3.0,navigation
E122:L5--L6,L5,L6,1.0,3.0,navigation
E123:L6--L7,L6,L7,1.0,3.0,navigation
E124:L7--L8,L7,L8,1.0,3.0,navigation
E125:L9--M9,L9,M9,1.0,2.0,navigation
E126:L9--L10,L9,L10,1.0,2.0,navigation
E127:L10--M10,L10,M10,1.0,2.0,navigation
