source,target,edge_type,distance,capacity_units,effective_capacity_people,occupants_using_edge,rooms_using_edge,utilization_ratio,utilization_percent,is_congested
E10,E11,navigation,1.0,2.0,20.0,39,5,1.95,195.0,True
E11,E12,navigation,1.0,2.0,20.0,39,5,1.95,195.0,True
C10,DOOR_04,room_to_door,1.0,1.0,10.0,14,1,1.4,140.0,True
E10,DOOR_04,door_to_hallway,0.5,1.0,10.0,14,1,1.4,140.0,True
E12,EXIT_A,exit,1.0,3.0,30.0,39,5,1.3,130.0,True
C6,DOOR_03,room_to_door,1.0,1.0,10.0,12,1,1.2,120.0,True
E6,DOOR_03,door_to_hallway,0.5,1.0,10.0,12,1,1.2,120.0,True
N8,DOOR_09,door_to_hallway,0.75,1.0,10.0,11,1,1.1,110.00000000000001,True
P8,DOOR_09,room_to_door,1.0,1.0,10.0,11,1,1.1,110.00000000000001,True
E6,E7,navigation,1.0,2.0,20.0,20,3,1.0,100.0,False
E7,E8,navigation,1.0,2.0,20.0,20,3,1.0,100.0,False
E8,E9,navigation,1.0,2.0,20.0,20,3,1.0,100.0,False
E9,E10,navigation,1.0,2.0,20.0,20,3,1.0,100.0,False
N10,DOOR_10,door_to_hallway,0.75,1.0,10.0,9,2,0.9,90.0,False
P10,DOOR_10,room_to_door,1.0,1.0,10.0,9,2,0.9,90.0,False
J2,J3,navigation,1.0,3.0,30.0,24,1,0.8,80.0,False
J2,EXIT_D,exit,1.0,3.0,30.0,24,1,0.8,80.0,False
J3,J4,navigation,1.0,3.0,30.0,24,1,0.8,80.0,False
J4,J5,navigation,1.0,3.0,30.0,24,1,0.8,80.0,False
N2,DOOR_07,door_to_hallway,1.0,1.0,10.0,8,1,0.8,80.0,False
P2,DOOR_07,room_to_door,1.0,1.0,10.0,8,1,0.8,80.0,False
N2,EXIT_E,exit,1.0,3.0,30.0,20,3,0.6666666666666666,66.66666666666666,False
C4,DOOR_02,room_to_door,1.0,1.0,10.0,6,1,0.6,60.0,False
E4,DOOR_02,door_to_hallway,0.5,1.0,10.0,6,1,0.6,60.0,False
J5,START_R03,room_start,1.0,4.0,40.0,24,1,0.6,60.0,False
N2,N3,navigation,1.0,2.0,20.0,12,2,0.6,60.0,False
N3,N4,navigation,1.0,2.0,20.0,12,2,0.6,60.0,False
Q12,EXIT_B,exit,1.0,3.0,30.0,17,3,0.5666666666666667,56.666666666666664,False
N4,N5,navigation,1.0,2.0,20.0,11,1,0.55,55.00000000000001,False
N5,N6,navigation,1.0,2.0,20.0,11,1,0.55,55.00000000000001,False
N6,N7,navigation,1.0,2.0,20.0,11,1,0.55,55.00000000000001,False
N7,N8,navigation,1.0,2.0,20.0,11,1,0.55,55.00000000000001,False
G10,DOOR_11,door_to_hallway,0.25,1.0,10.0,5,1,0.5,50.0,False
G11,DOOR_11,room_to_door,0.75,1.0,10.0,5,1,0.5,50.0,False
M10,DOOR_13,door_to_hallway,0.25,1.0,10.0,5,1,0.5,50.0,False
M11,DOOR_13,room_to_door,0.75,1.0,10.0,5,1,0.5,50.0,False
C10,C11,navigation,1.0,3.0,30.0,14,1,0.4666666666666667,46.666666666666664,False
M10,N10,navigation,1.0,2.0,20.0,9,2,0.45,45.0,False
Q12,START_R12,room_start,1.0,4.0,40.0,17,3,0.425,42.5,False
C6,C7,navigation,1.0,3.0,30.0,12,1,0.4,40.0,False
E4,E5,navigation,1.0,2.0,20.0,8,2,0.4,40.0,False
E5,E6,navigation,1.0,2.0,20.0,8,2,0.4,40.0,False
K10,DOOR_12,door_to_hallway,0.25,1.0,10.0,4,1,0.4,40.0,False
K11,DOOR_12,room_to_door,0.75,1.0,10.0,4,1,0.4,40.0,False
P7,P8,navigation,1.0,3.0,30.0,11,1,0.36666666666666664,36.666666666666664,False
C11,START_R08,room_start,1.0,4.0,40.0,14,1,0.35,35.0,False
C7,START_R06,room_start,1.0,4.0,40.0,12,1,0.3,30.0,False
P10,Q10,navigation,1.0,3.0,30.0,9,2,0.3,30.0,False
P7,START_R07,room_start,1.0,4.0,40.0,11,1,0.275,27.500000000000004,False
P2,P3,navigation,1.0,3.0,30.0,8,1,0.26666666666666666,26.666666666666668,False
E10,F10,navigation,1.0,2.0,20.0,5,1,0.25,25.0,False
