room_id,room_name,start_node,exit_node,dijkstra_distance,astar_distance,distances_match,same_exact_path,dijkstra_hops,astar_hops,dijkstra_path,astar_path
R01,Reception & Waiting,START_R01,EXIT_A,12.5,12.5,True,False,13,13,START_R01 -> C3 -> C4 -> DOOR_02 -> E4 -> E5 -> E6 -> E7 -> E8 -> E9 -> E10 -> E11 -> E12 -> EXIT_A,START_R01 -> B4 -> C4 -> DOOR_02 -> E4 -> E5 -> E6 -> E7 -> E8 -> E9 -> E10 -> E11 -> E12 -> EXIT_A
R01,Reception & Waiting,START_R01,EXIT_B,24.25,24.25,True,False,25,25,START_R01 -> C3 -> C4 -> DOOR_02 -> E4 -> E5 -> E6 -> E7 -> E8 -> E9 -> F9 -> G9 -> H9 -> I9 -> J9 -> K9 -> L9 -> M9 -> N9 -> N10 -> DOOR_10 -> P10 -> Q10 -> START_R12 -> Q12 -> EXIT_B,START_R01 -> C3 -> C4 -> DOOR_02 -> E4 -> E5 -> E6 -> E7 -> E8 -> E9 -> F9 -> G9 -> H9 -> I9 -> J9 -> K9 -> L9 -> M9 -> N9 -> N10 -> DOOR_10 -> P10 -> P11 -> P12 -> Q12 -> EXIT_B
R01,Reception & Waiting,START_R01,EXIT_C,16.0,16.0,True,True,17,17,START_R01 -> C3 -> C4 -> DOOR_02 -> E4 -> E5 -> E6 -> E7 -> E8 -> DOOR_05 -> G8 -> G7 -> G6 -> G5 -> G4 -> G3 -> G2 -> EXIT_C,START_R01 -> C3 -> C4 -> DOOR_02 -> E4 -> E5 -> E6 -> E7 -> E8 -> DOOR_05 -> G8 -> G7 -> G6 -> G5 -> G4 -> G3 -> G2 -> EXIT_C
R01,Reception & Waiting,START_R01,EXIT_D,19.0,19.0,True,False,20,20,START_R01 -> C3 -> C4 -> DOOR_02 -> E4 -> E5 -> E6 -> E7 -> E8 -> DOOR_05 -> G8 -> G7 -> G6 -> G5 -> G4 -> G3 -> G2 -> H2 -> I2 -> J2 -> EXIT_D,START_R01 -> C3 -> C4 -> DOOR_02 -> E4 -> E5 -> E6 -> E7 -> E8 -> DOOR_05 -> G8 -> G7 -> G6 -> G5 -> G4 -> G3 -> H3 -> H2 -> I2 -> J2 -> EXIT_D
R01,Reception & Waiting,START_R01,EXIT_E,23.0,23.0,True,False,24,24,START_R01 -> C3 -> C4 -> DOOR_02 -> E4 -> E5 -> E6 -> E7 -> E8 -> DOOR_05 -> G8 -> G7 -> G6 -> G5 -> G4 -> G3 -> G2 -> H2 -> I2 -> J2 -> K2 -> L2 -> DOOR_06 -> N2 -> EXIT_E,START_R01 -> C3 -> C4 -> DOOR_02 -> E4 -> E5 -> E6 -> E7 -> E8 -> DOOR_05 -> G8 -> G7 -> H7 -> H6 -> I6 -> J6 -> J5 -> J4 -> K4 -> K3 -> L3 -> L2 -> DOOR_06 -> N2 -> EXIT_E
R02,IT / Server Room,START_R02,EXIT_A,10.75,10.75,True,True,12,12,START_R02 -> E3 -> DOOR_01 -> E4 -> E5 -> E6 -> E7 -> E8 -> E9 -> E10 -> E11 -> E12 -> EXIT_A,START_R02 -> E3 -> DOOR_01 -> E4 -> E5 -> E6 -> E7 -> E8 -> E9 -> E10 -> E11 -> E12 -> EXIT_A
R02,IT / Server Room,START_R02,EXIT_B,22.5,22.5,True,False,24,24,START_R02 -> E3 -> DOOR_01 -> E4 -> E5 -> E6 -> E7 -> E8 -> E9 -> F9 -> G9 -> H9 -> I9 -> J9 -> K9 -> L9 -> M9 -> N9 -> N10 -> DOOR_10 -> P10 -> Q10 -> START_R12 -> Q12 -> EXIT_B,START_R02 -> E3 -> DOOR_01 -> E4 -> E5 -> E6 -> E7 -> E8 -> E9 -> F9 -> G9 -> H9 -> I9 -> J9 -> K9 -> L9 -> M9 -> N9 -> N10 -> DOOR_10 -> P10 -> P11 -> P12 -> Q12 -> EXIT_B
R02,IT / Server Room,START_R02,EXIT_C,14.25,14.25,True,True,16,16,START_R02 -> E3 -> DOOR_01 -> E4 -> E5 -> E6 -> E7 -> E8 -> DOOR_05 -> G8 -> G7 -> G6 -> G5 -> G4 -> G3 -> G2 -> EXIT_C,START_R02 -> E3 -> DOOR_01 -> E4 -> E5 -> E6 -> E7 -> E8 -> DOOR_05 -> G8 -> G7 -> G6 -> G5 -> G4 -> G3 -> G2 -> EXIT_C
R02,IT / Server Room,START_R02,EXIT_D,17.25,17.25,True,False,19,19,START_R02 -> E3 -> DOOR_01 -> E4 -> E5 -> E6 -> E7 -> E8 -> DOOR_05 -> G8 -> G7 -> G6 -> G5 -> G4 -> G3 -> G2 -> H2 -> I2 -> J2 -> EXIT_D,START_R02 -> E3 -> DOOR_01 -> E4 -> E5 -> E6 -> E7 -> E8 -> DOOR_05 -> G8 -> G7 -> G6 -> G5 -> G4 -> G3 -> H3 -> H2 -> I2 -> J2 -> EXIT_D
R02,IT / Server Room,START_R02,EXIT_E,21.25,21.25,True,False,23,23,START_R02 -> E3 -> DOOR_01 -> E4 -> E5 -> E6 -> E7 -> E8 -> DOOR_05 -> G8 -> G7 -> G6 -> G5 -> G4 -> G3 -> G2 -> H2 -> I2 -> J2 -> K2 -> L2 -> DOOR_06 -> N2 -> EXIT_E,START_R02 -> E3 -> DOOR_01 -> E4 -> E5 -> E6 -> E7 -> E8 -> DOOR_05 -> G8 -> G7 -> H7 -> H6 -> I6 -> J6 -> J5 -> J4 -> K4 -> K3 -> L3 -> L2 -> DOOR_06 -> N2 -> EXIT_E
