edge_id,source,target,distance,capacity_units,edge_type
E001:C0--C1,C0,C1,1.0,3.0,navigation
E002:C1--C2,C1,C2,1.0,5.0,navigation
E003:C2--C3,C2,C3,1.0,3.0,navigation
E004:C3--C4,C3,C4,1.0,4.0,navigation
E005:C4--C5,C4,C5,1.0,3.0,navigation
E006:C1--E1,C1,E1,1.0,3.0,navigation
E007:E1--B1_0,E1,B1_0,1.0,3.0,navigation
E008:START_R01--DOOR_01,START_R01,DOOR_01,1.0,3.0,room_start
E009:DOOR_01--B1_0,DOOR_01,B1_0,1.0,3.0,door_to_hallway
E010:C1--E2,C1,E2,1.0,2.0,navigation
E011:E2--B2_0,E2,B2_0,1.0,2.0,navigation
E012:START_R02--DOOR_02,START_R02,DOOR_02,1.0,3.0,room_start
E013:DOOR_02--B2_0,DOOR_02,B2_0,1.0,2.0,door_to_hallway
E014:C2--E3,C2,E3,1.0,3.0,navigation
E015:E3--B3_0,E3,B3_0,1.0,3.0,navigation
E016:START_R03--DOOR_03,START_R03,DOOR_03,1.0,2.0,room_start
E017:DOOR_03--B3_0,DOOR_03,B3_0,1.0,3.0,door_to_hallway
E018:C2--E4,C2,E4,1.0,3.0,navigation
E019:E4--B4_0,E4,B4_0,1.0,4.0,navigation
E020:START_R04--DOOR_04,START_R04,DOOR_04,1.0,2.0,room_start
E021:DOOR_04--B4_0,DOOR_04,B4_0,1.0,2.0,door_to_hallway
E022:C3--E5,C3,E5,1.0,3.0,navigation
E023:E5--B5_0,E5,B5_0,1.0,2.0,navigation
E024:START_R05--DOOR_05,START_R05,DOOR_05,1.0,2.0,room_start
E025:DOOR_05--B5_0,DOOR_05,B5_0,1.0,2.0,door_to_hallway
E026:C3--E6,C3,E6,1.0,4.0,navigation
E027:E6--B6_0,E6,B6_0,1.0,4.0,navigation
E028:START_R06--DOOR_06,START_R06,DOOR_06,1.0,2.0,room_start
E029:DOOR_06--B6_0,DOOR_06,B6_0,1.0,3.0,door_to_hallway
E030:C4--E7,C4,E7,1.0,4.0,navigation
E031:E7--B7_0,E7,B7_0,1.0,2.0,navigation
E032:START_R07--DOOR_07,START_R07,DOOR_07,1.0,3.0,room_start
E033:DOOR_07--B7_0,DOOR_07,B7_0,1.0,2.0,door_to_hallway
E034:C4--E8,C4,E8,1.0,4.0,navigation
E035:E8--B8_0,E8,B8_0,1.0,2.0,navigation
E036:START_R08--DOOR_08,START_R08,DOOR_08,1.0,3.0,room_start
E037:DOOR_08--B8_0,DOOR_08,B8_0,1.0,3.0,door_to_hallway
E038:B1_0--B1_1,B1_0,B1_1,1.0,4.0,navigation
E039:START_R09--DOOR_09,START_R09,DOOR_09,1.0,2.0,room_start
E040:DOOR_09--B1_1,DOOR_09,B1_1,1.0,3.0,door_to_hallway
E041:B2_0--B2_1,B2_0,B2_1,1.0,2.0,navigation
E042:START_R10--DOOR_10,START_R10,DOOR_10,1.0,2.0,room_start
E043:DOOR_10--B2_1,DOOR_10,B2_1,1.0,3.0,door_to_hallway
E044:B3_0--B3_1,B3_0,B3_1,1.0,3.0,navigation
E045:START_R11--DOOR_11,START_R11,DOOR_11,1.0,2.0,room_start
E046:DOOR_11--B3_1,DOOR_11,B3_1,1.0,3.0,door_to_hallway
E047:B4_0--B4_1,B4_0,B4_1,1.0,4.0,navigation
E048:START_R12--DOOR_12,START_R12,DOOR_12,1.0,2.0,room_start
E049:DOOR_12--B4_1,DOOR_12,B4_1,1.0,2.0,door_to_hallway
E050:B5_0--B5_1,B5_0,B5_1,1.0,4.0,navigation
E051:START_R13--DOOR_13,START_R13,DOOR_13,1.0,3.0,room_start
E052:DOOR_13--B5_1,DOOR_13,B5_1,1.0,2.0,door_to_hallway
E053:B6_0--B6_1,B6_0,B6_1,1.0,4.0,navigation
E054:START_R14--DOOR_14,START_R14,DOOR_14,1.0,3.0,room_start
