room_id,room_name,start_node,occupancy,selected_exit,distance,congestion_penalty,combined_cost,hops,path
R01,Room 01,START_R01,7,EXIT_C,5.0,21.545833333333334,26.545833333333334,5,START_R01 -> DOOR_01 -> B1_0 -> E1 -> C1 -> EXIT_C
R02,Room 02,START_R02,14,EXIT_A,6.0,83.01944444444445,89.01944444444445,6,START_R02 -> DOOR_02 -> B2_0 -> E2 -> C1 -> C0 -> EXIT_A
R03,Room 03,START_R03,17,EXIT_C,6.0,21.130055555555554,27.13005555555555,6,START_R03 -> DOOR_03 -> B3_0 -> E3 -> C2 -> C1 -> EXIT_C
R04,Room 04,START_R04,2,EXIT_D,5.0,35.121180555555554,40.121180555555554,5,START_R04 -> DOOR_04 -> B4_0 -> E4 -> C2 -> EXIT_D
R05,Room 05,START_R05,3,EXIT_A,8.0,33.80722222222222,41.80722222222223,8,START_R05 -> DOOR_05 -> B5_0 -> E5 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R06,Room 06,START_R06,24,EXIT_C,7.0,19.152000000000005,26.152000000000005,7,START_R06 -> DOOR_06 -> B6_0 -> E6 -> C3 -> C2 -> C1 -> EXIT_C
R07,Room 07,START_R07,20,EXIT_B,6.0,16.25,22.25,6,START_R07 -> DOOR_07 -> B7_0 -> E7 -> C4 -> C5 -> EXIT_B
R08,Room 08,START_R08,14,EXIT_B,6.0,50.26805555555556,56.26805555555556,6,START_R08 -> DOOR_08 -> B8_0 -> E8 -> C4 -> C5 -> EXIT_B
R09,Room 09,START_R09,7,EXIT_C,6.0,31.708333333333336,37.708333333333336,6,START_R09 -> DOOR_09 -> B1_1 -> B1_0 -> E1 -> C1 -> EXIT_C
R10,Room 10,START_R10,18,EXIT_C,6.0,68.75555555555556,74.75555555555556,6,START_R10 -> DOOR_10 -> B2_1 -> B2_0 -> E2 -> C1 -> EXIT_C
R11,Room 11,START_R11,2,EXIT_D,6.0,21.683680555555554,27.683680555555554,6,START_R11 -> DOOR_11 -> B3_1 -> B3_0 -> E3 -> C2 -> EXIT_D
R12,Room 12,START_R12,19,EXIT_D,6.0,37.93055555555556,43.93055555555556,6,START_R12 -> DOOR_12 -> B4_1 -> B4_0 -> E4 -> C2 -> EXIT_D
R13,Room 13,START_R13,9,EXIT_D,7.0,33.381249999999994,40.381249999999994,7,START_R13 -> DOOR_13 -> B5_1 -> B5_0 -> E5 -> C3 -> C2 -> EXIT_D
R14,Room 14,START_R14,18,EXIT_D,7.0,37.45,44.45,7,START_R14 -> DOOR_14 -> B6_1 -> B6_0 -> E6 -> C3 -> C2 -> EXIT_D
R15,Room 15,START_R15,20,EXIT_B,7.0,44.583333333333336,51.583333333333336,7,START_R15 -> DOOR_15 -> B7_1 -> B7_0 -> E7 -> C4 -> C5 -> EXIT_B
R16,Room 16,START_R16,16,EXIT_B,7.0,30.04444444444445,37.04444444444445,7,START_R16 -> DOOR_16 -> B8_1 -> B8_0 -> E8 -> C4 -> C5 -> EXIT_B
R17,Room 17,START_R17,23,EXIT_C,7.0,21.803472222222222,28.803472222222222,7,START_R17 -> DOOR_17 -> B1_2 -> B1_1 -> B1_0 -> E1 -> C1 -> EXIT_C
R18,Room 18,START_R18,21,EXIT_A,8.0,30.282,38.282000000000004,8,START_R18 -> DOOR_18 -> B2_2 -> B2_1 -> B2_0 -> E2 -> C1 -> C0 -> EXIT_A
R19,Room 19,START_R19,2,EXIT_A,9.0,21.3945,30.3945,9,START_R19 -> DOOR_19 -> B3_2 -> B3_1 -> B3_0 -> E3 -> C2 -> C1 -> C0 -> EXIT_A
R20,Room 20,START_R20,25,EXIT_D,7.0,22.569444444444443,29.569444444444443,7,START_R20 -> DOOR_20 -> B4_2 -> B4_1 -> B4_0 -> E4 -> C2 -> EXIT_D
