node_id,node_type,grid_position,capacity_units,effective_capacity_people,occupants_using_node,rooms_using_node,utilization_ratio,utilization_percent,is_congested
C1,navigation,C4,2.0,20.0,90,6,4.5,450.0,True
C2,navigation,D4,3.0,30.0,121,10,4.033333333333333,403.3333333333333,True
EXIT_D,exit,D3.3,4.0,40.0,121,10,3.025,302.5,True
B2_0,navigation,C_A3,2.0,20.0,53,3,2.65,265.0,True
E2,navigation,C_A4,2.0,20.0,53,3,2.65,265.0,True
C4,navigation,F4,3.0,30.0,70,4,2.3333333333333335,233.33333333333334,True
C5,navigation,G4,3.0,30.0,70,4,2.3333333333333335,233.33333333333334,True
B4_0,navigation,D_A3,2.0,20.0,46,3,2.3,229.99999999999997,True
B4_1,navigation,D_A2,2.0,20.0,44,2,2.2,220.00000000000003,True
B7_0,navigation,F_A5,2.0,20.0,40,2,2.0,200.0,True
E7,navigation,F_A4,2.0,20.0,40,2,2.0,200.0,True
B2_1,navigation,C_A2,2.0,20.0,39,2,1.95,195.0,True
C3,navigation,E4,3.0,30.0,54,4,1.8,180.0,True
E4,navigation,D_A4,3.0,30.0,46,3,1.5333333333333334,153.33333333333334,True
B8_0,navigation,F_A3,2.0,20.0,30,2,1.5,150.0,True
E8,navigation,F_A4,2.0,20.0,30,2,1.5,150.0,True
EXIT_C,exit,C3.3,6.0,60.0,90,6,1.5,150.0,True
B6_0,navigation,E_A3,3.0,30.0,42,2,1.4,140.0,True
B4_2,navigation,D_A1,2.0,20.0,25,1,1.25,125.0,True
DOOR_20,door,C_A1,2.0,20.0,25,1,1.25,125.0,True
B1_0,navigation,C_A5,3.0,30.0,37,3,1.2333333333333334,123.33333333333334,True
E1,navigation,C_A4,3.0,30.0,37,3,1.2333333333333334,123.33333333333334,True
DOOR_06,door,D_A3,2.0,20.0,24,1,1.2,120.0,True
EXIT_B,exit,G3.3,6.0,60.0,70,4,1.1666666666666667,116.66666666666667,True
DOOR_17,door,D_A7,2.0,20.0,23,1,1.15,114.99999999999999,True
E6,navigation,E_A4,4.0,40.0,42,2,1.05,105.0,True
B2_2,navigation,C_A1,2.0,20.0,21,1,1.05,105.0,True
DOOR_07,door,G_A5,2.0,20.0,20,1,1.0,100.0,False
B1_1,navigation,C_A6,3.0,30.0,30,2,1.0,100.0,False
DOOR_15,door,G_A6,2.0,20.0,20,1,1.0,100.0,False
DOOR_12,door,C_A2,2.0,20.0,19,1,0.95,95.0,False
DOOR_10,door,B_A2,2.0,20.0,18,1,0.9,90.0,False
DOOR_03,door,E_A5,2.0,20.0,17,1,0.85,85.0,False
B1_2,navigation,C_A7,3.0,30.0,23,1,0.7666666666666667,76.66666666666667,False
DOOR_02,door,B_A3,2.0,20.0,14,1,0.7,70.0,False
B3_0,navigation,D_A5,3.0,30.0,21,3,0.7,70.0,False
E3,navigation,D_A4,3.0,30.0,21,3,0.7,70.0,False
DOOR_18,door,B_A1,3.0,30.0,21,1,0.7,70.0,False
B7_1,navigation,F_A6,3.0,30.0,20,1,0.6666666666666666,66.66666666666666,False
B5_0,navigation,E_A5,2.0,20.0,12,2,0.6,60.0,False
E5,navigation,E_A4,2.0,20.0,12,2,0.6,60.0,False
B6_1,navigation,E_A2,3.0,30.0,18,1,0.6,60.0,False
DOOR_14,door,D_A2,3.0,30.0,18,1,0.6,60.0,False
B8_1,navigation,F_A2,3.0,30.0,16,1,0.5333333333333333,53.333333333333336,False
DOOR_16,door,E_A2,3.0,30.0,16,1,0.5333333333333333,53.333333333333336,False
DOOR_08,door,E_A3,3.0,30.0,14,1,0.4666666666666667,46.666666666666664,False
B5_1,navigation,E_A6,2.0,20.0,9,1,0.45,45.0,False
DOOR_13,door,F_A6,2.0,20.0,9,1,0.45,45.0,False
DOOR_09,door,D_A6,2.0,20.0,7,1,0.35,35.0,False
DOOR_01,door,D_A5,3.0,30.0,7,1,0.23333333333333334,23.333333333333332,False
DOOR_05,door,F_A5,2.0,20.0,3,1,0.15,15.0,False
B3_1,navigation,D_A6,3.0,30.0,4,2,0.13333333333333333,13.333333333333334,False
DOOR_04,door,C_A3,2.0,20.0,2,1,0.1,10.0,False
DOOR_11,door,E_A6,2.0,20.0,2,1,0.1,10.0,False
DOOR_19,door,E_A7,2.0,20.0,2,1,0.1,10.0,False
B3_2,navigation,D_A7,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
C0,navigation,B4,3.0,30.0,0,0,0.0,0.0,False
EXIT_A,exit,B3.3,5.0,50.0,0,0,0.0,0.0,False
