source,target,edge_type,distance,capacity_units,effective_capacity_people,occupants_using_edge,rooms_using_edge,utilization_ratio,utilization_percent,is_congested
C4,C5,navigation,1.0,3.0,30.0,73,4,2.433333333333333,243.33333333333331,True
B8_0,E8,navigation,1.0,2.0,20.0,46,2,2.3,229.99999999999997,True
B2_0,E2,navigation,1.0,2.0,20.0,39,3,1.95,195.0,True
C4,E8,navigation,1.0,3.0,30.0,46,2,1.5333333333333334,153.33333333333334,True
C5,EXIT_B,exit,1.0,5.0,50.0,73,4,1.46,146.0,True
C4,E7,navigation,1.0,2.0,20.0,27,2,1.35,135.0,True
B7_0,E7,navigation,1.0,2.0,20.0,27,2,1.35,135.0,True
C2,EXIT_D,exit,1.0,6.0,60.0,80,10,1.3333333333333333,133.33333333333331,True
C2,C3,navigation,1.0,3.0,30.0,39,4,1.3,130.0,True
B2_0,DOOR_02,door_to_hallway,1.0,2.0,20.0,25,1,1.25,125.0,True
START_R02,DOOR_02,room_start,1.0,2.0,20.0,25,1,1.25,125.0,True
C3,E5,navigation,1.0,2.0,20.0,23,2,1.15,114.99999999999999,True
START_R08,DOOR_08,room_start,1.0,2.0,20.0,23,1,1.15,114.99999999999999,True
START_R16,DOOR_16,room_start,1.0,2.0,20.0,23,1,1.15,114.99999999999999,True
C1,EXIT_C,exit,1.0,6.0,60.0,65,6,1.0833333333333333,108.33333333333333,True
B7_0,DOOR_07,door_to_hallway,1.0,2.0,20.0,20,1,1.0,100.0,False
START_R07,DOOR_07,room_start,1.0,2.0,20.0,20,1,1.0,100.0,False
C1,E2,navigation,1.0,4.0,40.0,39,3,0.975,97.5,False
START_R09,DOOR_09,room_start,1.0,2.0,20.0,18,1,0.9,90.0,False
B5_0,E5,navigation,1.0,3.0,30.0,23,2,0.7666666666666667,76.66666666666667,False
B8_0,DOOR_08,door_to_hallway,1.0,3.0,30.0,23,1,0.7666666666666667,76.66666666666667,False
B8_0,B8_1,navigation,1.0,3.0,30.0,23,1,0.7666666666666667,76.66666666666667,False
B8_1,DOOR_16,door_to_hallway,1.0,3.0,30.0,23,1,0.7666666666666667,76.66666666666667,False
B4_1,DOOR_12,door_to_hallway,1.0,2.0,20.0,15,1,0.75,75.0,False
B4_0,E4,navigation,1.0,3.0,30.0,22,3,0.7333333333333333,73.33333333333333,False
B5_0,DOOR_05,door_to_hallway,1.0,3.0,30.0,20,1,0.6666666666666666,66.66666666666666,False
START_R05,DOOR_05,room_start,1.0,3.0,30.0,20,1,0.6666666666666666,66.66666666666666,False
C1,E1,navigation,1.0,4.0,40.0,26,3,0.65,65.0,False
B1_0,E1,navigation,1.0,4.0,40.0,26,3,0.65,65.0,False
C2,E3,navigation,1.0,3.0,30.0,19,3,0.6333333333333333,63.33333333333333,False
