route_id,room_id,room_name,start_node,exit_node,occupancy,distance,edge_count,path,edge_ids
R01__EXIT_A,R01,Room 01,START_R01,EXIT_A,4,6.0,6,START_R01 -> DOOR_01 -> B1_0 -> E1 -> C1 -> C0 -> EXIT_A,E008:START_R01--DOOR_01 | E009:DOOR_01--B1_0 | E007:E1--B1_0 | E006:C1--E1 | E001:C0--C1 | E074:C0--EXIT_A
R01__EXIT_B,R01,Room 01,START_R01,EXIT_B,4,9.0,9,START_R01 -> DOOR_01 -> B1_0 -> E1 -> C1 -> C2 -> C3 -> C4 -> C5 -> EXIT_B,E008:START_R01--DOOR_01 | E009:DOOR_01--B1_0 | E007:E1--B1_0 | E006:C1--E1 | E002:C1--C2 | E003:C2--C3 | E004:C3--C4 | E005:C4--C5 | E075:C5--EXIT_B
R01__EXIT_C,R01,Room 01,START_R01,EXIT_C,4,5.0,5,START_R01 -> DOOR_01 -> B1_0 -> E1 -> C1 -> EXIT_C,E008:START_R01--DOOR_01 | E009:DOOR_01--B1_0 | E007:E1--B1_0 | E006:C1--E1 | E076:C1--EXIT_C
R01__EXIT_D,R01,Room 01,START_R01,EXIT_D,4,6.0,6,START_R01 -> DOOR_01 -> B1_0 -> E1 -> C1 -> C2 -> EXIT_D,E008:START_R01--DOOR_01 | E009:DOOR_01--B1_0 | E007:E1--B1_0 | E006:C1--E1 | E002:C1--C2 | E077:C2--EXIT_D
R02__EXIT_A,R02,Room 02,START_R02,EXIT_A,25,6.0,6,START_R02 -> DOOR_02 -> B2_0 -> E2 -> C1 -> C0 -> EXIT_A,E012:START_R02--DOOR_02 | E013:DOOR_02--B2_0 | E011:E2--B2_0 | E010:C1--E2 | E001:C0--C1 | E074:C0--EXIT_A
R02__EXIT_B,R02,Room 02,START_R02,EXIT_B,25,9.0,9,START_R02 -> DOOR_02 -> B2_0 -> E2 -> C1 -> C2 -> C3 -> C4 -> C5 -> EXIT_B,E012:START_R02--DOOR_02 | E013:DOOR_02--B2_0 | E011:E2--B2_0 | E010:C1--E2 | E002:C1--C2 | E003:C2--C3 | E004:C3--C4 | E005:C4--C5 | E075:C5--EXIT_B
R02__EXIT_C,R02,Room 02,START_R02,EXIT_C,25,5.0,5,START_R02 -> DOOR_02 -> B2_0 -> E2 -> C1 -> EXIT_C,E012:START_R02--DOOR_02 | E013:DOOR_02--B2_0 | E011:E2--B2_0 | E010:C1--E2 | E076:C1--EXIT_C
R02__EXIT_D,R02,Room 02,START_R02,EXIT_D,25,6.0,6,START_R02 -> DOOR_02 -> B2_0 -> E2 -> C1 -> C2 -> EXIT_D,E012:START_R02--DOOR_02 | E013:DOOR_02--B2_0 | E011:E2--B2_0 | E010:C1--E2 | E002:C1--C2 | E077:C2--EXIT_D
R03__EXIT_A,R03,Room 03,START_R03,EXIT_A,8,7.0,7,START_R03 -> DOOR_03 -> B3_0 -> E3 -> C2 -> C1 -> C0 -> EXIT_A,E016:START_R03--DOOR_03 | E017:DOOR_03--B3_0 | E015:E3--B3_0 | E014:C2--E3 | E002:C1--C2 | E001:C0--C1 | E074:C0--EXIT_A
R03__EXIT_B,R03,Room 03,START_R03,EXIT_B,8,8.0,8,START_R03 -> DOOR_03 -> B3_0 -> E3 -> C2 -> C3 -> C4 -> C5 -> EXIT_B,E016:START_R03--DOOR_03 | E017:DOOR_03--B3_0 | E015:E3--B3_0 | E014:C2--E3 | E003:C2--C3 | E004:C3--C4 | E005:C4--C5 | E075:C5--EXIT_B
