room_id,room_name,start_node,occupancy,selected_exit,distance,congestion_penalty,combined_cost,hops,path
R01,Room 01,START_R01,4,EXIT_C,5.0,7.715277777777779,12.715277777777779,5,START_R01 -> DOOR_01 -> B1_0 -> E1 -> C1 -> EXIT_C
R02,Room 02,START_R02,25,EXIT_C,5.0,26.258680555555557,31.258680555555557,5,START_R02 -> DOOR_02 -> B2_0 -> E2 -> C1 -> EXIT_C
R03,Room 03,START_R03,8,EXIT_D,5.0,7.316666666666667,12.316666666666668,5,START_R03 -> DOOR_03 -> B3_0 -> E3 -> C2 -> EXIT_D
R04,Room 04,START_R04,5,EXIT_D,5.0,10.924999999999999,15.924999999999999,5,START_R04 -> DOOR_04 -> B4_0 -> E4 -> C2 -> EXIT_D
R05,Room 05,START_R05,20,EXIT_D,6.0,24.506944444444446,30.506944444444446,6,START_R05 -> DOOR_05 -> B5_0 -> E5 -> C3 -> C2 -> EXIT_D
R06,Room 06,START_R06,3,EXIT_B,7.0,26.405500000000004,33.4055,7,START_R06 -> DOOR_06 -> B6_0 -> E6 -> C3 -> C4 -> C5 -> EXIT_B
R07,Room 07,START_R07,20,EXIT_B,6.0,33.97022222222222,39.970222222222226,6,START_R07 -> DOOR_07 -> B7_0 -> E7 -> C4 -> C5 -> EXIT_B
R08,Room 08,START_R08,23,EXIT_B,6.0,23.099666666666664,29.099666666666664,6,START_R08 -> DOOR_08 -> B8_0 -> E8 -> C4 -> C5 -> EXIT_B
R09,Room 09,START_R09,18,EXIT_C,6.0,11.455555555555556,17.455555555555556,6,START_R09 -> DOOR_09 -> B1_1 -> B1_0 -> E1 -> C1 -> EXIT_C
R10,Room 10,START_R10,10,EXIT_C,6.0,24.708680555555556,30.708680555555556,6,START_R10 -> DOOR_10 -> B2_1 -> B2_0 -> E2 -> C1 -> EXIT_C
R11,Room 11,START_R11,8,EXIT_A,8.0,9.245833333333334,17.245833333333334,8,START_R11 -> DOOR_11 -> B3_1 -> B3_0 -> E3 -> C2 -> C1 -> C0 -> EXIT_A
R12,Room 12,START_R12,15,EXIT_D,6.0,11.937847222222222,17.937847222222224,6,START_R12 -> DOOR_12 -> B4_1 -> B4_0 -> E4 -> C2 -> EXIT_D
R13,Room 13,START_R13,3,EXIT_D,7.0,36.645833333333336,43.64583333333333,7,START_R13 -> DOOR_13 -> B5_1 -> B5_0 -> E5 -> C3 -> C2 -> EXIT_D
R14,Room 14,START_R14,13,EXIT_A,9.0,23.81840277777778,32.818402777777784,9,START_R14 -> DOOR_14 -> B6_1 -> B6_0 -> E6 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R15,Room 15,START_R15,7,EXIT_B,7.0,37.93055555555556,44.93055555555556,7,START_R15 -> DOOR_15 -> B7_1 -> B7_0 -> E7 -> C4 -> C5 -> EXIT_B
R16,Room 16,START_R16,23,EXIT_D,8.0,56.02256944444444,64.02256944444444,8,START_R16 -> DOOR_16 -> B8_1 -> B8_0 -> E8 -> C4 -> C3 -> C2 -> EXIT_D
R17,Room 17,START_R17,4,EXIT_C,7.0,11.244444444444444,18.244444444444444,7,START_R17 -> DOOR_17 -> B1_2 -> B1_1 -> B1_0 -> E1 -> C1 -> EXIT_C
R18,Room 18,START_R18,4,EXIT_A,8.0,29.461458333333333,37.46145833333334,8,START_R18 -> DOOR_18 -> B2_2 -> B2_1 -> B2_0 -> E2 -> C1 -> C0 -> EXIT_A
R19,Room 19,START_R19,3,EXIT_D,7.0,12.168750000000003,19.168750000000003,7,START_R19 -> DOOR_19 -> B3_2 -> B3_1 -> B3_0 -> E3 -> C2 -> EXIT_D
R20,Room 20,START_R20,2,EXIT_D,7.0,14.55972222222222,21.55972222222222,7,START_R20 -> DOOR_20 -> B4_2 -> B4_1 -> B4_0 -> E4 -> C2 -> EXIT_D
