node_id,node_type,grid_position,capacity_units,effective_capacity_people,occupants_using_node,rooms_using_node,utilization_ratio,utilization_percent,is_congested
C4,navigation,F4,2.0,20.0,73,4,3.65,365.0,True
C2,navigation,D4,3.0,30.0,80,10,2.6666666666666665,266.66666666666663,True
C5,navigation,G4,3.0,30.0,73,4,2.433333333333333,243.33333333333331,True
B8_0,navigation,F_A3,2.0,20.0,46,2,2.3,229.99999999999997,True
E8,navigation,F_A4,2.0,20.0,46,2,2.3,229.99999999999997,True
C1,navigation,C4,3.0,30.0,65,6,2.1666666666666665,216.66666666666666,True
C3,navigation,E4,2.0,20.0,39,4,1.95,195.0,True
B2_0,navigation,C_A3,2.0,20.0,39,3,1.95,195.0,True
E2,navigation,C_A4,2.0,20.0,39,3,1.95,195.0,True
EXIT_B,exit,G3.3,5.0,50.0,73,4,1.46,146.0,True
B7_0,navigation,F_A5,2.0,20.0,27,2,1.35,135.0,True
E7,navigation,F_A4,2.0,20.0,27,2,1.35,135.0,True
EXIT_D,exit,D3.3,6.0,60.0,80,10,1.3333333333333333,133.33333333333331,True
DOOR_02,door,B_A3,2.0,20.0,25,1,1.25,125.0,True
E5,navigation,E_A4,2.0,20.0,23,2,1.15,114.99999999999999,True
DOOR_08,door,E_A3,2.0,20.0,23,1,1.15,114.99999999999999,True
DOOR_16,door,E_A2,2.0,20.0,23,1,1.15,114.99999999999999,True
B4_0,navigation,D_A3,2.0,20.0,22,3,1.1,110.00000000000001,True
EXIT_C,exit,C3.3,6.0,60.0,65,6,1.0833333333333333,108.33333333333333,True
DOOR_07,door,G_A5,2.0,20.0,20,1,1.0,100.0,False
DOOR_09,door,D_A6,2.0,20.0,18,1,0.9,90.0,False
B1_0,navigation,C_A5,3.0,30.0,26,3,0.8666666666666667,86.66666666666667,False
B4_1,navigation,D_A2,2.0,20.0,17,2,0.85,85.0,False
B6_0,navigation,E_A3,2.0,20.0,16,2,0.8,80.0,False
B5_0,navigation,E_A5,3.0,30.0,23,2,0.7666666666666667,76.66666666666667,False
B8_1,navigation,F_A2,3.0,30.0,23,1,0.7666666666666667,76.66666666666667,False
DOOR_12,door,C_A2,2.0,20.0,15,1,0.75,75.0,False
E4,navigation,D_A4,3.0,30.0,22,3,0.7333333333333333,73.33333333333333,False
B1_1,navigation,C_A6,3.0,30.0,22,2,0.7333333333333333,73.33333333333333,False
DOOR_05,door,F_A5,3.0,30.0,20,1,0.6666666666666666,66.66666666666666,False
E1,navigation,C_A4,4.0,40.0,26,3,0.65,65.0,False
B3_0,navigation,D_A5,3.0,30.0,19,3,0.6333333333333333,63.33333333333333,False
E3,navigation,D_A4,3.0,30.0,19,3,0.6333333333333333,63.33333333333333,False
B3_1,navigation,D_A6,2.0,20.0,11,2,0.55,55.00000000000001,False
E6,navigation,E_A4,3.0,30.0,16,2,0.5333333333333333,53.333333333333336,False
B2_1,navigation,C_A2,3.0,30.0,14,2,0.4666666666666667,46.666666666666664,False
B6_1,navigation,E_A2,3.0,30.0,13,1,0.43333333333333335,43.333333333333336,False
DOOR_14,door,D_A2,3.0,30.0,13,1,0.43333333333333335,43.333333333333336,False
DOOR_11,door,E_A6,2.0,20.0,8,1,0.4,40.0,False
DOOR_10,door,B_A2,3.0,30.0,10,1,0.3333333333333333,33.33333333333333,False
DOOR_03,door,E_A5,3.0,30.0,8,1,0.26666666666666666,26.666666666666668,False
DOOR_04,door,C_A3,2.0,20.0,5,1,0.25,25.0,False
B7_1,navigation,F_A6,3.0,30.0,7,1,0.23333333333333334,23.333333333333332,False
DOOR_15,door,G_A6,3.0,30.0,7,1,0.23333333333333334,23.333333333333332,False
DOOR_17,door,D_A7,2.0,20.0,4,1,0.2,20.0,False
DOOR_06,door,D_A3,2.0,20.0,3,1,0.15,15.0,False
DOOR_01,door,D_A5,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
B1_2,navigation,C_A7,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
B2_2,navigation,C_A1,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
DOOR_18,door,B_A1,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
B5_1,navigation,E_A6,3.0,30.0,3,1,0.1,10.0,False
DOOR_13,door,F_A6,3.0,30.0,3,1,0.1,10.0,False
B3_2,navigation,D_A7,3.0,30.0,3,1,0.1,10.0,False
DOOR_19,door,E_A7,3.0,30.0,3,1,0.1,10.0,False
DOOR_20,door,C_A1,2.0,20.0,2,1,0.1,10.0,False
B4_2,navigation,D_A1,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
C0,navigation,B4,3.0,30.0,0,0,0.0,0.0,False
EXIT_A,exit,B3.3,6.0,60.0,0,0,0.0,0.0,False
