room_id,classical_exit,classical_distance,classical_hops,classical_path,occupancy,congestion_aware_exit,congestion_aware_distance,congestion_aware_hops,congestion_penalty,combined_cost,congestion_aware_path,exit_changed,path_changed,extra_distance,extra_hops
R01,EXIT_C,5.0,5,START_R01 -> DOOR_01 -> B1_0 -> E1 -> C1 -> EXIT_C,4,EXIT_C,5.0,5,7.715277777777779,12.715277777777779,START_R01 -> DOOR_01 -> B1_0 -> E1 -> C1 -> EXIT_C,False,False,0.0,0
R02,EXIT_C,5.0,5,START_R02 -> DOOR_02 -> B2_0 -> E2 -> C1 -> EXIT_C,25,EXIT_C,5.0,5,26.258680555555557,31.258680555555557,START_R02 -> DOOR_02 -> B2_0 -> E2 -> C1 -> EXIT_C,False,False,0.0,0
R03,EXIT_D,5.0,5,START_R03 -> DOOR_03 -> B3_0 -> E3 -> C2 -> EXIT_D,8,EXIT_D,5.0,5,7.316666666666667,12.316666666666668,START_R03 -> DOOR_03 -> B3_0 -> E3 -> C2 -> EXIT_D,False,False,0.0,0
R04,EXIT_D,5.0,5,START_R04 -> DOOR_04 -> B4_0 -> E4 -> C2 -> EXIT_D,5,EXIT_D,5.0,5,10.924999999999999,15.924999999999999,START_R04 -> DOOR_04 -> B4_0 -> E4 -> C2 -> EXIT_D,False,False,0.0,0
R05,EXIT_D,6.0,6,START_R05 -> DOOR_05 -> B5_0 -> E5 -> C3 -> C2 -> EXIT_D,20,EXIT_D,6.0,6,24.506944444444446,30.506944444444446,START_R05 -> DOOR_05 -> B5_0 -> E5 -> C3 -> C2 -> EXIT_D,False,False,0.0,0
R06,EXIT_D,6.0,6,START_R06 -> DOOR_06 -> B6_0 -> E6 -> C3 -> C2 -> EXIT_D,3,EXIT_B,7.0,7,26.405500000000004,33.4055,START_R06 -> DOOR_06 -> B6_0 -> E6 -> C3 -> C4 -> C5 -> EXIT_B,True,True,1.0,1
R07,EXIT_B,6.0,6,START_R07 -> DOOR_07 -> B7_0 -> E7 -> C4 -> C5 -> EXIT_B,20,EXIT_B,6.0,6,33.97022222222222,39.970222222222226,START_R07 -> DOOR_07 -> B7_0 -> E7 -> C4 -> C5 -> EXIT_B,False,False,0.0,0
R08,EXIT_B,6.0,6,START_R08 -> DOOR_08 -> B8_0 -> E8 -> C4 -> C5 -> EXIT_B,23,EXIT_B,6.0,6,23.099666666666664,29.099666666666664,START_R08 -> DOOR_08 -> B8_0 -> E8 -> C4 -> C5 -> EXIT_B,False,False,0.0,0
R09,EXIT_C,6.0,6,START_R09 -> DOOR_09 -> B1_1 -> B1_0 -> E1 -> C1 -> EXIT_C,18,EXIT_C,6.0,6,11.455555555555556,17.455555555555556,START_R09 -> DOOR_09 -> B1_1 -> B1_0 -> E1 -> C1 -> EXIT_C,False,False,0.0,0
R10,EXIT_C,6.0,6,START_R10 -> DOOR_10 -> B2_1 -> B2_0 -> E2 -> C1 -> EXIT_C,10,EXIT_C,6.0,6,24.708680555555556,30.708680555555556,START_R10 -> DOOR_10 -> B2_1 -> B2_0 -> E2 -> C1 -> EXIT_C,False,False,0.0,0
R11,EXIT_D,6.0,6,START_R11 -> DOOR_11 -> B3_1 -> B3_0 -> E3 -> C2 -> EXIT_D,8,EXIT_A,8.0,8,9.245833333333334,17.245833333333334,START_R11 -> DOOR_11 -> B3_1 -> B3_0 -> E3 -> C2 -> C1 -> C0 -> EXIT_A,True,True,2.0,2
R12,EXIT_D,6.0,6,START_R12 -> DOOR_12 -> B4_1 -> B4_0 -> E4 -> C2 -> EXIT_D,15,EXIT_D,6.0,6,11.937847222222222,17.937847222222224,START_R12 -> DOOR_12 -> B4_1 -> B4_0 -> E4 -> C2 -> EXIT_D,False,False,0.0,0
R13,EXIT_D,7.0,7,START_R13 -> DOOR_13 -> B5_1 -> B5_0 -> E5 -> C3 -> C2 -> EXIT_D,3,EXIT_D,7.0,7,36.645833333333336,43.64583333333333,START_R13 -> DOOR_13 -> B5_1 -> B5_0 -> E5 -> C3 -> C2 -> EXIT_D,False,False,0.0,0
R14,EXIT_D,7.0,7,START_R14 -> DOOR_14 -> B6_1 -> B6_0 -> E6 -> C3 -> C2 -> EXIT_D,13,EXIT_A,9.0,9,23.81840277777778,32.818402777777784,START_R14 -> DOOR_14 -> B6_1 -> B6_0 -> E6 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,True,True,2.0,2
R15,EXIT_B,7.0,7,START_R15 -> DOOR_15 -> B7_1 -> B7_0 -> E7 -> C4 -> C5 -> EXIT_B,7,EXIT_B,7.0,7,37.93055555555556,44.93055555555556,START_R15 -> DOOR_15 -> B7_1 -> B7_0 -> E7 -> C4 -> C5 -> EXIT_B,False,False,0.0,0
R16,EXIT_B,7.0,7,START_R16 -> DOOR_16 -> B8_1 -> B8_0 -> E8 -> C4 -> C5 -> EXIT_B,23,EXIT_D,8.0,8,56.02256944444444,64.02256944444444,START_R16 -> DOOR_16 -> B8_1 -> B8_0 -> E8 -> C4 -> C3 -> C2 -> EXIT_D,True,True,1.0,1
R17,EXIT_C,7.0,7,START_R17 -> DOOR_17 -> B1_2 -> B1_1 -> B1_0 -> E1 -> C1 -> EXIT_C,4,EXIT_C,7.0,7,11.244444444444444,18.244444444444444,START_R17 -> DOOR_17 -> B1_2 -> B1_1 -> B1_0 -> E1 -> C1 -> EXIT_C,False,False,0.0,0
R18,EXIT_C,7.0,7,START_R18 -> DOOR_18 -> B2_2 -> B2_1 -> B2_0 -> E2 -> C1 -> EXIT_C,4,EXIT_A,8.0,8,29.461458333333333,37.46145833333334,START_R18 -> DOOR_18 -> B2_2 -> B2_1 -> B2_0 -> E2 -> C1 -> C0 -> EXIT_A,True,True,1.0,1
R19,EXIT_D,7.0,7,START_R19 -> DOOR_19 -> B3_2 -> B3_1 -> B3_0 -> E3 -> C2 -> EXIT_D,3,EXIT_D,7.0,7,12.168750000000003,19.168750000000003,START_R19 -> DOOR_19 -> B3_2 -> B3_1 -> B3_0 -> E3 -> C2 -> EXIT_D,False,False,0.0,0
R20,EXIT_D,7.0,7,START_R20 -> DOOR_20 -> B4_2 -> B4_1 -> B4_0 -> E4 -> C2 -> EXIT_D,2,EXIT_D,7.0,7,14.55972222222222,21.55972222222222,START_R20 -> DOOR_20 -> B4_2 -> B4_1 -> B4_0 -> E4 -> C2 -> EXIT_D,False,False,0.0,0
