room_id,room_name,start_node,primary_exit,distance,hops,path,astar_matches_distance,astar_same_exact_path,capacity,occupancy
R01,Room 01,START_R01,EXIT_A,3.0,3,START_R01 -> DOOR_01 -> C0 -> EXIT_A,True,True,3,2
R02,Room 02,START_R02,EXIT_A,4.0,4,START_R02 -> DOOR_02 -> C1 -> C0 -> EXIT_A,True,True,23,19
R03,Room 03,START_R03,EXIT_A,5.0,5,START_R03 -> DOOR_03 -> C2 -> C1 -> C0 -> EXIT_A,True,True,12,9
R04,Room 04,START_R04,EXIT_A,6.0,6,START_R04 -> DOOR_04 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,True,True,20,18
R05,Room 05,START_R05,EXIT_A,7.0,7,START_R05 -> DOOR_05 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,True,True,22,20
R06,Room 06,START_R06,EXIT_A,8.0,8,START_R06 -> DOOR_06 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,True,True,18,16
R07,Room 07,START_R07,EXIT_A,9.0,9,START_R07 -> DOOR_07 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,True,True,27,23
R08,Room 08,START_R08,EXIT_A,10.0,10,START_R08 -> DOOR_08 -> C7 -> C6 -> C5 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,True,True,26,21
R09,Room 09,START_R09,EXIT_B,9.0,9,START_R09 -> DOOR_09 -> C8 -> C9 -> C10 -> C11 -> C12 -> C13 -> C14 -> EXIT_B,True,True,5,2
R10,Room 10,START_R10,EXIT_B,8.0,8,START_R10 -> DOOR_10 -> C9 -> C10 -> C11 -> C12 -> C13 -> C14 -> EXIT_B,True,True,29,25
R11,Room 11,START_R11,EXIT_B,7.0,7,START_R11 -> DOOR_11 -> C10 -> C11 -> C12 -> C13 -> C14 -> EXIT_B,True,True,10,6
R12,Room 12,START_R12,EXIT_B,6.0,6,START_R12 -> DOOR_12 -> C11 -> C12 -> C13 -> C14 -> EXIT_B,True,True,20,19
R13,Room 13,START_R13,EXIT_B,5.0,5,START_R13 -> DOOR_13 -> C12 -> C13 -> C14 -> EXIT_B,True,True,15,15
R14,Room 14,START_R14,EXIT_B,4.0,4,START_R14 -> DOOR_14 -> C13 -> C14 -> EXIT_B,True,True,19,17
R15,Room 15,START_R15,EXIT_B,3.0,3,START_R15 -> DOOR_15 -> C14 -> EXIT_B,True,True,24,20
R16,Room 16,START_R16,EXIT_B,4.0,4,START_R16 -> DOOR_16 -> C15 -> C14 -> EXIT_B,True,True,12,8
R17,Room 17,START_R17,EXIT_B,5.0,5,START_R17 -> DOOR_17 -> C16 -> C15 -> C14 -> EXIT_B,True,True,18,15
R18,Room 18,START_R18,EXIT_B,6.0,6,START_R18 -> DOOR_18 -> C17 -> C16 -> C15 -> C14 -> EXIT_B,True,True,16,13
R19,Room 19,START_R19,EXIT_B,7.0,7,START_R19 -> DOOR_19 -> C18 -> C17 -> C16 -> C15 -> C14 -> EXIT_B,True,True,13,13
R20,Room 20,START_R20,EXIT_B,8.0,8,START_R20 -> DOOR_20 -> C19 -> C18 -> C17 -> C16 -> C15 -> C14 -> EXIT_B,True,True,23,19
