node_id,node_type,grid_position,capacity_units,effective_capacity_people,occupants_using_node,rooms_using_node,utilization_ratio,utilization_percent,is_congested
C0,navigation,B3,2.0,20.0,128,8,6.4,640.0,True
C14,navigation,P3,3.0,30.0,172,12,5.733333333333333,573.3333333333334,True
C3,navigation,E3,2.0,20.0,98,5,4.9,490.00000000000006,True
C1,navigation,C3,3.0,30.0,126,7,4.2,420.0,True
C13,navigation,O3,2.0,20.0,84,6,4.2,420.0,True
C4,navigation,F3,2.0,20.0,80,4,4.0,400.0,True
C2,navigation,D3,3.0,30.0,107,6,3.566666666666667,356.6666666666667,True
C12,navigation,N3,2.0,20.0,67,5,3.35,335.0,True
EXIT_B,exit,P2.5,6.0,60.0,172,12,2.8666666666666667,286.6666666666667,True
EXIT_A,exit,B2.5,5.0,50.0,128,8,2.56,256.0,True
C15,navigation,Q3,3.0,30.0,68,5,2.2666666666666666,226.66666666666666,True
C5,navigation,G3,3.0,30.0,60,3,2.0,200.0,True
C16,navigation,R3,3.0,30.0,60,4,2.0,200.0,True
C11,navigation,M3,3.0,30.0,52,4,1.7333333333333334,173.33333333333334,True
C18,navigation,T3,2.0,20.0,32,2,1.6,160.0,True
C17,navigation,S3,3.0,30.0,45,3,1.5,150.0,True
C6,navigation,H3,3.0,30.0,44,2,1.4666666666666666,146.66666666666666,True
C9,navigation,K3,2.0,20.0,27,2,1.35,135.0,True
DOOR_10,door,K2,2.0,20.0,25,1,1.25,125.0,True
DOOR_07,door,H4,2.0,20.0,23,1,1.15,114.99999999999999,True
C10,navigation,L3,3.0,30.0,33,3,1.1,110.00000000000001,True
DOOR_05,door,F4,2.0,20.0,20,1,1.0,100.0,False
DOOR_15,door,P4,2.0,20.0,20,1,1.0,100.0,False
C19,navigation,U3,2.0,20.0,19,1,0.95,95.0,False
DOOR_12,door,M2,2.0,20.0,19,1,0.95,95.0,False
DOOR_20,door,U2,2.0,20.0,19,1,0.95,95.0,False
DOOR_04,door,E2,2.0,20.0,18,1,0.9,90.0,False
DOOR_14,door,O2,2.0,20.0,17,1,0.85,85.0,False
DOOR_13,door,N4,2.0,20.0,15,1,0.75,75.0,False
DOOR_17,door,R4,2.0,20.0,15,1,0.75,75.0,False
C7,navigation,I3,3.0,30.0,21,1,0.7,70.0,False
DOOR_08,door,I2,3.0,30.0,21,1,0.7,70.0,False
DOOR_18,door,S2,2.0,20.0,13,1,0.65,65.0,False
DOOR_19,door,T4,2.0,20.0,13,1,0.65,65.0,False
DOOR_02,door,C2,3.0,30.0,19,1,0.6333333333333333,63.33333333333333,False
DOOR_06,door,G2,3.0,30.0,16,1,0.5333333333333333,53.333333333333336,False
DOOR_03,door,D4,2.0,20.0,9,1,0.45,45.0,False
DOOR_16,door,Q2,3.0,30.0,8,1,0.26666666666666666,26.666666666666668,False
DOOR_11,door,L4,3.0,30.0,6,1,0.2,20.0,False
C8,navigation,J3,2.0,20.0,2,1,0.1,10.0,False
DOOR_01,door,B4,2.0,20.0,2,1,0.1,10.0,False
DOOR_09,door,J4,2.0,20.0,2,1,0.1,10.0,False
C20,navigation,V3,4.0,40.0,0,0,0.0,0.0,False
C21,navigation,W3,4.0,40.0,0,0,0.0,0.0,False
C22,navigation,X3,3.0,30.0,0,0,0.0,0.0,False
C23,navigation,Y3,3.0,30.0,0,0,0.0,0.0,False
C24,navigation,Z3,3.0,30.0,0,0,0.0,0.0,False
C25,navigation,AA3,3.0,30.0,0,0,0.0,0.0,False
C26,navigation,AB3,3.0,30.0,0,0,0.0,0.0,False
C27,navigation,AC3,3.0,30.0,0,0,0.0,0.0,False
C28,navigation,AD3,3.0,30.0,0,0,0.0,0.0,False
C29,navigation,AE3,3.0,30.0,0,0,0.0,0.0,False
C30,navigation,AF3,5.0,50.0,0,0,0.0,0.0,False
C31,navigation,AG3,3.0,30.0,0,0,0.0,0.0,False
C32,navigation,AH3,3.0,30.0,0,0,0.0,0.0,False
C33,navigation,AI3,4.0,40.0,0,0,0.0,0.0,False
C34,navigation,AJ3,3.0,30.0,0,0,0.0,0.0,False
C35,navigation,AK3,3.0,30.0,0,0,0.0,0.0,False
C36,navigation,AL3,4.0,40.0,0,0,0.0,0.0,False
C37,navigation,AM3,3.0,30.0,0,0,0.0,0.0,False
C38,navigation,AN3,3.0,30.0,0,0,0.0,0.0,False
C39,navigation,AO3,3.0,30.0,0,0,0.0,0.0,False
C40,navigation,AP3,3.0,30.0,0,0,0.0,0.0,False
C41,navigation,AQ3,4.0,40.0,0,0,0.0,0.0,False
EXIT_C,exit,AC2.5,4.0,40.0,0,0,0.0,0.0,False
EXIT_D,exit,AQ2.5,5.0,50.0,0,0,0.0,0.0,False
