room_id,room_name,start_node,occupancy,selected_exit,distance,congestion_penalty,combined_cost,hops,path
R01,Room 01,START_R01,13,EXIT_A,3.0,4.563000000000001,7.563000000000001,3,START_R01 -> DOOR_01 -> C0 -> EXIT_A
R02,Room 02,START_R02,9,EXIT_A,4.0,3.4430000000000005,7.4430000000000005,4,START_R02 -> DOOR_02 -> C1 -> C0 -> EXIT_A
R03,Room 03,START_R03,2,EXIT_A,5.0,3.448666666666667,8.448666666666666,5,START_R03 -> DOOR_03 -> C2 -> C1 -> C0 -> EXIT_A
R04,Room 04,START_R04,5,EXIT_A,6.0,3.449666666666667,9.449666666666667,6,START_R04 -> DOOR_04 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R05,Room 05,START_R05,2,EXIT_A,7.0,4.528944444444445,11.528944444444445,7,START_R05 -> DOOR_05 -> C4 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R06,Room 06,START_R06,25,EXIT_B,4.0,9.444444444444446,13.444444444444446,4,START_R06 -> DOOR_06 -> C5 -> C6 -> EXIT_B
R07,Room 07,START_R07,13,EXIT_B,3.0,9.815777777777779,12.815777777777779,3,START_R07 -> DOOR_07 -> C6 -> EXIT_B
R08,Room 08,START_R08,6,EXIT_B,4.0,11.843999999999998,15.843999999999998,4,START_R08 -> DOOR_08 -> C7 -> C6 -> EXIT_B
R09,Room 09,START_R09,25,EXIT_B,5.0,19.48784722222222,24.48784722222222,5,START_R09 -> DOOR_09 -> C8 -> C7 -> C6 -> EXIT_B
R10,Room 10,START_R10,18,EXIT_C,6.0,18.386,24.386,6,START_R10 -> DOOR_10 -> C9 -> C10 -> C11 -> C12 -> EXIT_C
R11,Room 11,START_R11,2,EXIT_C,5.0,16.418666666666667,21.418666666666667,5,START_R11 -> DOOR_11 -> C10 -> C11 -> C12 -> EXIT_C
R12,Room 12,START_R12,20,EXIT_C,4.0,8.772444444444446,12.772444444444446,4,START_R12 -> DOOR_12 -> C11 -> C12 -> EXIT_C
R13,Room 13,START_R13,9,EXIT_C,3.0,10.421999999999999,13.421999999999999,3,START_R13 -> DOOR_13 -> C12 -> EXIT_C
R14,Room 14,START_R14,3,EXIT_C,4.0,13.940222222222221,17.94022222222222,4,START_R14 -> DOOR_14 -> C13 -> C12 -> EXIT_C
R15,Room 15,START_R15,13,EXIT_D,6.0,21.90477777777778,27.904777777777774,6,START_R15 -> DOOR_15 -> C14 -> C15 -> C16 -> C17 -> EXIT_D
R16,Room 16,START_R16,22,EXIT_C,6.0,14.331777777777777,20.331777777777777,6,START_R16 -> DOOR_16 -> C15 -> C14 -> C13 -> C12 -> EXIT_C
R17,Room 17,START_R17,25,EXIT_D,4.0,10.147569444444446,14.147569444444446,4,START_R17 -> DOOR_17 -> C16 -> C17 -> EXIT_D
R18,Room 18,START_R18,11,EXIT_D,3.0,15.794444444444444,18.794444444444444,3,START_R18 -> DOOR_18 -> C17 -> EXIT_D
R19,Room 19,START_R19,17,EXIT_D,4.0,13.245111111111111,17.24511111111111,4,START_R19 -> DOOR_19 -> C18 -> C17 -> EXIT_D
R20,Room 20,START_R20,11,EXIT_E,7.0,19.75761111111111,26.75761111111111,7,START_R20 -> DOOR_20 -> C19 -> C20 -> C21 -> C22 -> C23 -> EXIT_E
R21,Room 21,START_R21,19,EXIT_D,6.0,12.962180555555554,18.962180555555555,6,START_R21 -> DOOR_21 -> C20 -> C19 -> C18 -> C17 -> EXIT_D
R22,Room 22,START_R22,25,EXIT_E,5.0,15.355902777777779,20.35590277777778,5,START_R22 -> DOOR_22 -> C21 -> C22 -> C23 -> EXIT_E
R23,Room 23,START_R23,10,EXIT_E,4.0,17.982,21.982,4,START_R23 -> DOOR_23 -> C22 -> C23 -> EXIT_E
R24,Room 24,START_R24,21,EXIT_E,3.0,17.6375,20.6375,3,START_R24 -> DOOR_24 -> C23 -> EXIT_E
R25,Room 25,START_R25,6,EXIT_E,4.0,16.078125000000004,20.078125,4,START_R25 -> DOOR_25 -> C24 -> C23 -> EXIT_E
R26,Room 26,START_R26,9,EXIT_F,7.0,10.881250000000001,17.88125,7,START_R26 -> DOOR_26 -> C25 -> C26 -> C27 -> C28 -> C29 -> EXIT_F
R27,Room 27,START_R27,23,EXIT_E,6.0,17.11563888888889,23.11563888888889,6,START_R27 -> DOOR_27 -> C26 -> C25 -> C24 -> C23 -> EXIT_E
R28,Room 28,START_R28,12,EXIT_F,5.0,5.300000000000001,10.299999999999999,5,START_R28 -> DOOR_28 -> C27 -> C28 -> C29 -> EXIT_F
R29,Room 29,START_R29,2,EXIT_F,4.0,4.353472222222222,8.353472222222223,4,START_R29 -> DOOR_29 -> C28 -> C29 -> EXIT_F
R30,Room 30,START_R30,6,EXIT_F,3.0,2.928125,5.928125,3,START_R30 -> DOOR_30 -> C29 -> EXIT_F
