room_id,room_name,start_node,primary_exit,distance,hops,path,astar_matches_distance,astar_same_exact_path,capacity,occupancy
R01,Room 01,START_R01,EXIT_A,3.0,3,START_R01 -> DOOR_01 -> C0 -> EXIT_A,True,True,14,13
R02,Room 02,START_R02,EXIT_A,4.0,4,START_R02 -> DOOR_02 -> C1 -> C0 -> EXIT_A,True,True,14,9
R03,Room 03,START_R03,EXIT_A,5.0,5,START_R03 -> DOOR_03 -> C2 -> C1 -> C0 -> EXIT_A,True,True,2,2
R04,Room 04,START_R04,EXIT_A,6.0,6,START_R04 -> DOOR_04 -> C3 -> C2 -> C1 -> C0 -> EXIT_A,True,True,5,5
R05,Room 05,START_R05,EXIT_B,5.0,5,START_R05 -> DOOR_05 -> C4 -> C5 -> C6 -> EXIT_B,True,True,2,2
R06,Room 06,START_R06,EXIT_B,4.0,4,START_R06 -> DOOR_06 -> C5 -> C6 -> EXIT_B,True,True,25,25
R07,Room 07,START_R07,EXIT_B,3.0,3,START_R07 -> DOOR_07 -> C6 -> EXIT_B,True,True,15,13
R08,Room 08,START_R08,EXIT_B,4.0,4,START_R08 -> DOOR_08 -> C7 -> C6 -> EXIT_B,True,True,7,6
R09,Room 09,START_R09,EXIT_B,5.0,5,START_R09 -> DOOR_09 -> C8 -> C7 -> C6 -> EXIT_B,True,True,26,25
R10,Room 10,START_R10,EXIT_B,6.0,6,START_R10 -> DOOR_10 -> C9 -> C8 -> C7 -> C6 -> EXIT_B,True,True,23,18
R11,Room 11,START_R11,EXIT_C,5.0,5,START_R11 -> DOOR_11 -> C10 -> C11 -> C12 -> EXIT_C,True,True,5,2
R12,Room 12,START_R12,EXIT_C,4.0,4,START_R12 -> DOOR_12 -> C11 -> C12 -> EXIT_C,True,True,20,20
R13,Room 13,START_R13,EXIT_C,3.0,3,START_R13 -> DOOR_13 -> C12 -> EXIT_C,True,True,10,9
R14,Room 14,START_R14,EXIT_C,4.0,4,START_R14 -> DOOR_14 -> C13 -> C12 -> EXIT_C,True,True,3,3
R15,Room 15,START_R15,EXIT_C,5.0,5,START_R15 -> DOOR_15 -> C14 -> C13 -> C12 -> EXIT_C,True,True,17,13
R16,Room 16,START_R16,EXIT_D,5.0,5,START_R16 -> DOOR_16 -> C15 -> C16 -> C17 -> EXIT_D,True,True,27,22
R17,Room 17,START_R17,EXIT_D,4.0,4,START_R17 -> DOOR_17 -> C16 -> C17 -> EXIT_D,True,True,25,25
R18,Room 18,START_R18,EXIT_D,3.0,3,START_R18 -> DOOR_18 -> C17 -> EXIT_D,True,True,13,11
R19,Room 19,START_R19,EXIT_D,4.0,4,START_R19 -> DOOR_19 -> C18 -> C17 -> EXIT_D,True,True,17,17
R20,Room 20,START_R20,EXIT_D,5.0,5,START_R20 -> DOOR_20 -> C19 -> C18 -> C17 -> EXIT_D,True,True,14,11
R21,Room 21,START_R21,EXIT_D,6.0,6,START_R21 -> DOOR_21 -> C20 -> C19 -> C18 -> C17 -> EXIT_D,True,True,23,19
R22,Room 22,START_R22,EXIT_E,5.0,5,START_R22 -> DOOR_22 -> C21 -> C22 -> C23 -> EXIT_E,True,True,25,25
R23,Room 23,START_R23,EXIT_E,4.0,4,START_R23 -> DOOR_23 -> C22 -> C23 -> EXIT_E,True,True,13,10
R24,Room 24,START_R24,EXIT_E,3.0,3,START_R24 -> DOOR_24 -> C23 -> EXIT_E,True,True,26,21
R25,Room 25,START_R25,EXIT_E,4.0,4,START_R25 -> DOOR_25 -> C24 -> C23 -> EXIT_E,True,True,9,6
R26,Room 26,START_R26,EXIT_E,5.0,5,START_R26 -> DOOR_26 -> C25 -> C24 -> C23 -> EXIT_E,True,True,9,9
R27,Room 27,START_R27,EXIT_E,6.0,6,START_R27 -> DOOR_27 -> C26 -> C25 -> C24 -> C23 -> EXIT_E,True,True,28,23
R28,Room 28,START_R28,EXIT_F,5.0,5,START_R28 -> DOOR_28 -> C27 -> C28 -> C29 -> EXIT_F,True,True,12,12
R29,Room 29,START_R29,EXIT_F,4.0,4,START_R29 -> DOOR_29 -> C28 -> C29 -> EXIT_F,True,True,5,2
R30,Room 30,START_R30,EXIT_F,3.0,3,START_R30 -> DOOR_30 -> C29 -> EXIT_F,True,True,10,6
