node_id,node_type,grid_position,capacity_units,effective_capacity_people,occupants_using_node,rooms_using_node,utilization_ratio,utilization_percent,is_congested
C23,navigation,Y3,2.0,20.0,96,6,4.8,480.0,True
C17,navigation,S3,3.0,30.0,85,5,2.8333333333333335,283.33333333333337,True
C12,navigation,N3,3.0,30.0,74,6,2.466666666666667,246.66666666666669,True
C6,navigation,H3,3.0,30.0,69,4,2.3,229.99999999999997,True
C22,navigation,X3,2.0,20.0,46,3,2.3,229.99999999999997,True
C21,navigation,W3,2.0,20.0,36,2,1.8,180.0,True
C14,navigation,P3,2.0,20.0,35,2,1.75,175.0,True
C15,navigation,Q3,2.0,20.0,35,2,1.75,175.0,True
EXIT_D,exit,S2.5,5.0,50.0,85,5,1.7,170.0,True
C25,navigation,AA3,2.0,20.0,32,2,1.6,160.0,True
C26,navigation,AB3,2.0,20.0,32,2,1.6,160.0,True
EXIT_E,exit,Y2.5,6.0,60.0,96,6,1.6,160.0,True
C0,navigation,B3,2.0,20.0,31,5,1.55,155.0,True
C20,navigation,V3,2.0,20.0,30,2,1.5,150.0,True
EXIT_C,exit,N2.5,5.0,50.0,74,6,1.48,148.0,True
C24,navigation,Z3,2.0,20.0,29,2,1.45,145.0,True
EXIT_B,exit,H2.5,5.0,50.0,69,4,1.38,138.0,True
C11,navigation,M3,3.0,30.0,40,3,1.3333333333333333,133.33333333333331,True
C16,navigation,R3,3.0,30.0,38,2,1.2666666666666666,126.66666666666666,True
DOOR_09,door,J4,2.0,20.0,25,1,1.25,125.0,True
DOOR_22,door,W2,2.0,20.0,25,1,1.25,125.0,True
C18,navigation,T3,3.0,30.0,36,2,1.2,120.0,True
C28,navigation,AD3,2.0,20.0,23,3,1.15,114.99999999999999,True
DOOR_27,door,AB4,2.0,20.0,23,1,1.15,114.99999999999999,True
DOOR_16,door,Q2,2.0,20.0,22,1,1.1,110.00000000000001,True
C27,navigation,AC3,2.0,20.0,21,2,1.05,105.0,True
DOOR_24,door,Y2,2.0,20.0,21,1,1.05,105.0,True
C7,navigation,I3,3.0,30.0,31,2,1.0333333333333334,103.33333333333334,True
C19,navigation,U3,3.0,30.0,30,2,1.0,100.0,False
C29,navigation,AE3,3.0,30.0,29,4,0.9666666666666667,96.66666666666667,False
DOOR_21,door,V4,2.0,20.0,19,1,0.95,95.0,False
C1,navigation,C3,2.0,20.0,18,4,0.9,90.0,False
C9,navigation,K3,2.0,20.0,18,1,0.9,90.0,False
DOOR_10,door,K2,2.0,20.0,18,1,0.9,90.0,False
C5,navigation,G3,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
C8,navigation,J3,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
C13,navigation,O3,3.0,30.0,25,2,0.8333333333333334,83.33333333333334,False
DOOR_06,door,G2,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
DOOR_17,door,R4,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
EXIT_F,exit,AE2.5,4.0,40.0,29,4,0.725,72.5,False
C10,navigation,L3,3.0,30.0,20,2,0.6666666666666666,66.66666666666666,False
DOOR_12,door,M2,3.0,30.0,20,1,0.6666666666666666,66.66666666666666,False
DOOR_01,door,B4,2.0,20.0,13,1,0.65,65.0,False
DOOR_15,door,P4,2.0,20.0,13,1,0.65,65.0,False
EXIT_A,exit,B2.5,5.0,50.0,31,5,0.62,62.0,False
DOOR_28,door,AC2,2.0,20.0,12,1,0.6,60.0,False
DOOR_19,door,T4,3.0,30.0,17,1,0.5666666666666667,56.666666666666664,False
DOOR_20,door,U2,2.0,20.0,11,1,0.55,55.00000000000001,False
DOOR_23,door,X4,2.0,20.0,10,1,0.5,50.0,False
DOOR_02,door,C2,2.0,20.0,9,1,0.45,45.0,False
DOOR_26,door,AA2,2.0,20.0,9,1,0.45,45.0,False
DOOR_07,door,H4,3.0,30.0,13,1,0.43333333333333335,43.333333333333336,False
DOOR_18,door,S2,3.0,30.0,11,1,0.36666666666666664,36.666666666666664,False
C3,navigation,E3,2.0,20.0,7,2,0.35,35.0,False
C2,navigation,D3,3.0,30.0,9,3,0.3,30.0,False
DOOR_13,door,N4,3.0,30.0,9,1,0.3,30.0,False
DOOR_25,door,Z4,2.0,20.0,6,1,0.3,30.0,False
DOOR_30,door,AE2,2.0,20.0,6,1,0.3,30.0,False
DOOR_04,door,E2,2.0,20.0,5,1,0.25,25.0,False
DOOR_08,door,I2,3.0,30.0,6,1,0.2,20.0,False
C4,navigation,F3,2.0,20.0,2,1,0.1,10.0,False
DOOR_03,door,D4,2.0,20.0,2,1,0.1,10.0,False
DOOR_05,door,F4,2.0,20.0,2,1,0.1,10.0,False
DOOR_14,door,O2,3.0,30.0,3,1,0.1,10.0,False
DOOR_29,door,AD4,2.0,20.0,2,1,0.1,10.0,False
DOOR_11,door,L4,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
