source,target,edge_type,distance,capacity_units,effective_capacity_people,occupants_using_edge,rooms_using_edge,utilization_ratio,utilization_percent,is_congested
C0,EXIT_A,exit,1.0,5.0,50.0,128,8,2.56,256.0,True
C0,C1,navigation,1.0,3.0,30.0,68,4,2.2666666666666666,226.66666666666666,True
C3,EXIT_C,exit,1.0,5.0,50.0,83,6,1.66,166.0,True
START_R10,DOOR_10,room_start,1.0,2.0,20.0,25,1,1.25,125.0,True
START_R16,DOOR_16,room_start,1.0,2.0,20.0,25,1,1.25,125.0,True
START_R09,DOOR_09,room_start,1.0,2.0,20.0,24,1,1.2,120.0,True
C0,DOOR_07,door_to_hallway,1.0,2.0,20.0,23,1,1.15,114.99999999999999,True
C2,EXIT_B,exit,1.0,5.0,50.0,51,3,1.02,102.0,True
START_R20,DOOR_20,room_start,1.0,2.0,20.0,20,1,1.0,100.0,False
C1,DOOR_14,door_to_hallway,1.0,2.0,20.0,18,1,0.9,90.0,False
START_R14,DOOR_14,room_start,1.0,2.0,20.0,18,1,0.9,90.0,False
C4,DOOR_17,door_to_hallway,1.0,2.0,20.0,17,1,0.85,85.0,False
START_R02,DOOR_02,room_start,1.0,2.0,20.0,17,1,0.85,85.0,False
START_R17,DOOR_17,room_start,1.0,2.0,20.0,17,1,0.85,85.0,False
C3,DOOR_10,door_to_hallway,1.0,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
C3,DOOR_16,door_to_hallway,1.0,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
C2,DOOR_09,door_to_hallway,1.0,3.0,30.0,24,1,0.8,80.0,False
C5,EXIT_D,exit,1.0,6.0,60.0,48,3,0.8,80.0,False
C5,DOOR_12,door_to_hallway,1.0,3.0,30.0,23,1,0.7666666666666667,76.66666666666667,False
START_R07,DOOR_07,room_start,1.0,3.0,30.0,23,1,0.7666666666666667,76.66666666666667,False
START_R12,DOOR_12,room_start,1.0,3.0,30.0,23,1,0.7666666666666667,76.66666666666667,False
C3,C4,navigation,1.0,4.0,40.0,30,3,0.75,75.0,False
C0,DOOR_19,door_to_hallway,1.0,3.0,30.0,21,1,0.7,70.0,False
C5,DOOR_06,door_to_hallway,1.0,2.0,20.0,14,1,0.7,70.0,False
START_R03,DOOR_03,room_start,1.0,2.0,20.0,14,1,0.7,70.0,False
START_R06,DOOR_06,room_start,1.0,2.0,20.0,14,1,0.7,70.0,False
START_R19,DOOR_19,room_start,1.0,3.0,30.0,21,1,0.7,70.0,False
C1,DOOR_20,door_to_hallway,1.0,3.0,30.0,20,1,0.6666666666666666,66.66666666666666,False
C1,DOOR_08,door_to_hallway,1.0,2.0,20.0,13,1,0.65,65.0,False
START_R08,DOOR_08,room_start,1.0,2.0,20.0,13,1,0.65,65.0,False
C1,DOOR_02,door_to_hallway,1.0,3.0,30.0,17,1,0.5666666666666667,56.666666666666664,False
C0,DOOR_01,door_to_hallway,1.0,2.0,20.0,11,1,0.55,55.00000000000001,False
C5,DOOR_18,door_to_hallway,1.0,2.0,20.0,11,1,0.55,55.00000000000001,False
C2,DOOR_03,door_to_hallway,1.0,3.0,30.0,14,1,0.4666666666666667,46.666666666666664,False
C2,DOOR_15,door_to_hallway,1.0,3.0,30.0,13,1,0.43333333333333335,43.333333333333336,False
START_R15,DOOR_15,room_start,1.0,3.0,30.0,13,1,0.43333333333333335,43.333333333333336,False
START_R01,DOOR_01,room_start,1.0,3.0,30.0,11,1,0.36666666666666664,36.666666666666664,False
START_R18,DOOR_18,room_start,1.0,3.0,30.0,11,1,0.36666666666666664,36.666666666666664,False
C4,DOOR_05,door_to_hallway,1.0,3.0,30.0,9,1,0.3,30.0,False
START_R05,DOOR_05,room_start,1.0,3.0,30.0,9,1,0.3,30.0,False
START_R13,DOOR_13,room_start,1.0,2.0,20.0,5,1,0.25,25.0,False
C4,DOOR_11,door_to_hallway,1.0,2.0,20.0,4,1,0.2,20.0,False
START_R11,DOOR_11,room_start,1.0,2.0,20.0,4,1,0.2,20.0,False
C0,DOOR_13,door_to_hallway,1.0,3.0,30.0,5,1,0.16666666666666666,16.666666666666664,False
C3,DOOR_04,door_to_hallway,1.0,2.0,20.0,3,1,0.15,15.0,False
START_R04,DOOR_04,room_start,1.0,3.0,30.0,3,1,0.1,10.0,False
C1,C2,navigation,1.0,5.0,50.0,0,0,0.0,0.0,False
C2,C3,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
C4,C5,navigation,1.0,3.0,30.0,0,0,0.0,0.0,False
