room_id,room_name,start_node,occupancy,selected_exit,distance,congestion_penalty,combined_cost,hops,path
R01,Room 01,START_R01,11,EXIT_A,3.0,12.84272222222222,15.84272222222222,3,START_R01 -> DOOR_01 -> C0 -> EXIT_A
R02,Room 02,START_R02,17,EXIT_B,4.0,15.398055555555555,19.398055555555555,4,START_R02 -> DOOR_02 -> C1 -> C2 -> EXIT_B
R03,Room 03,START_R03,14,EXIT_C,4.0,12.819777777777778,16.81977777777778,4,START_R03 -> DOOR_03 -> C2 -> C3 -> EXIT_C
R04,Room 04,START_R04,3,EXIT_C,3.0,11.7145,14.7145,3,START_R04 -> DOOR_04 -> C3 -> EXIT_C
R05,Room 05,START_R05,9,EXIT_C,4.0,11.811124999999997,15.811124999999997,4,START_R05 -> DOOR_05 -> C4 -> C3 -> EXIT_C
R06,Room 06,START_R06,14,EXIT_D,3.0,8.95,11.95,3,START_R06 -> DOOR_06 -> C5 -> EXIT_D
R07,Room 07,START_R07,23,EXIT_A,3.0,10.609388888888887,13.609388888888887,3,START_R07 -> DOOR_07 -> C0 -> EXIT_A
R08,Room 08,START_R08,13,EXIT_B,4.0,20.177,24.177,4,START_R08 -> DOOR_08 -> C1 -> C2 -> EXIT_B
R09,Room 09,START_R09,24,EXIT_B,3.0,11.552,14.552,3,START_R09 -> DOOR_09 -> C2 -> EXIT_B
R10,Room 10,START_R10,25,EXIT_C,3.0,12.534722222222223,15.534722222222223,3,START_R10 -> DOOR_10 -> C3 -> EXIT_C
R11,Room 11,START_R11,4,EXIT_D,4.0,9.462499999999999,13.462499999999999,4,START_R11 -> DOOR_11 -> C4 -> C5 -> EXIT_D
R12,Room 12,START_R12,23,EXIT_D,3.0,6.612500000000001,9.6125,3,START_R12 -> DOOR_12 -> C5 -> EXIT_D
R13,Room 13,START_R13,5,EXIT_A,3.0,12.61938888888889,15.61938888888889,3,START_R13 -> DOOR_13 -> C0 -> EXIT_A
R14,Room 14,START_R14,18,EXIT_A,4.0,17.588,21.588,4,START_R14 -> DOOR_14 -> C1 -> C0 -> EXIT_A
R15,Room 15,START_R15,13,EXIT_B,3.0,17.015777777777778,20.015777777777778,3,START_R15 -> DOOR_15 -> C2 -> EXIT_B
R16,Room 16,START_R16,25,EXIT_C,3.0,16.28472222222222,19.28472222222222,3,START_R16 -> DOOR_16 -> C3 -> EXIT_C
R17,Room 17,START_R17,17,EXIT_D,4.0,11.052777777777777,15.052777777777777,4,START_R17 -> DOOR_17 -> C4 -> C5 -> EXIT_D
R18,Room 18,START_R18,11,EXIT_D,3.0,8.052777777777777,11.052777777777777,3,START_R18 -> DOOR_18 -> C5 -> EXIT_D
R19,Room 19,START_R19,21,EXIT_A,3.0,8.771999999999998,11.771999999999998,3,START_R19 -> DOOR_19 -> C0 -> EXIT_A
R20,Room 20,START_R20,20,EXIT_B,4.0,11.894222222222222,15.894222222222222,4,START_R20 -> DOOR_20 -> C1 -> C2 -> EXIT_B
