source,target,edge_type,distance,capacity_units,effective_capacity_people,occupants_using_edge,rooms_using_edge,utilization_ratio,utilization_percent,is_congested
C5,EELBOW_EXIT_B,navigation,1.0,4.0,40.0,154,8,3.85,385.0,True
EELBOW_EXIT_B,EXIT_B,exit,1.0,4.0,40.0,154,8,3.85,385.0,True
C4,C5,navigation,1.0,3.0,30.0,79,4,2.6333333333333333,263.3333333333333,True
C0,EELBOW_EXIT_A,navigation,1.0,4.0,40.0,78,6,1.95,195.0,True
C0,C1,navigation,1.0,3.0,30.0,56,4,1.8666666666666667,186.66666666666666,True
C23,EELBOW_EXIT_F,navigation,1.0,4.0,40.0,64,3,1.6,160.0,True
EELBOW_EXIT_A,EXIT_A,exit,1.0,5.0,50.0,78,6,1.56,156.0,True
EELBOW_EXIT_D,EXIT_D,exit,1.0,4.0,40.0,62,5,1.55,155.0,True
C22,C23,navigation,1.0,3.0,30.0,42,2,1.4,140.0,True
EELBOW_EXIT_F,EXIT_F,exit,1.0,5.0,50.0,64,3,1.28,128.0,True
DOOR_14,ELBOW_R14,door_to_hallway,1.0,2.0,20.0,25,1,1.25,125.0,True
C20,ELBOW_R21,navigation,1.0,2.0,20.0,24,1,1.2,120.0,True
DOOR_07,START_R07,room_start,1.0,2.0,20.0,24,1,1.2,120.0,True
DOOR_04,ELBOW_R04,door_to_hallway,1.0,2.0,20.0,23,1,1.15,114.99999999999999,True
DOOR_30,START_R30,room_start,1.0,2.0,20.0,23,1,1.15,114.99999999999999,True
C2,ELBOW_R27,navigation,1.0,2.0,20.0,22,1,1.1,110.00000000000001,True
C23,ELBOW_R24,navigation,1.0,2.0,20.0,22,1,1.1,110.00000000000001,True
DOOR_05,START_R05,room_start,1.0,2.0,20.0,22,1,1.1,110.00000000000001,True
DOOR_05,ELBOW_R05,door_to_hallway,1.0,2.0,20.0,22,1,1.1,110.00000000000001,True
DOOR_27,START_R27,room_start,1.0,2.0,20.0,22,1,1.1,110.00000000000001,True
DOOR_27,ELBOW_R27,door_to_hallway,1.0,2.0,20.0,22,1,1.1,110.00000000000001,True
C14,EELBOW_EXIT_D,navigation,1.0,6.0,60.0,62,5,1.0333333333333334,103.33333333333334,True
C5,C6,navigation,1.0,4.0,40.0,41,2,1.025,102.49999999999999,True
