node_id,node_type,grid_position,capacity_units,effective_capacity_people,occupants_using_node,rooms_using_node,utilization_ratio,utilization_percent,is_congested
C0,navigation,B_A3,2.0,20.0,101,7,5.05,505.0,True
C1,navigation,C_A3,2.0,20.0,79,5,3.95,395.0,True
C5,navigation,G_A3,3.0,30.0,114,6,3.8,380.0,True
C14,navigation,F_A9,2.0,20.0,70,6,3.5,350.0,True
C23,navigation,B_A4,2.0,20.0,70,4,3.5,350.0,True
C18,navigation,B_A9,2.0,20.0,67,5,3.35,335.0,True
C2,navigation,D_A3,2.0,20.0,63,3,3.15,315.0,True
C4,navigation,F_A3,2.0,20.0,56,3,2.8,280.0,True
C9,navigation,H_A6,3.0,30.0,78,6,2.6,260.0,True
C7,navigation,H_A4,2.0,20.0,50,3,2.5,250.0,True
C19,navigation,B_A8,2.0,20.0,50,3,2.5,250.0,True
C20,navigation,B_A7,2.0,20.0,43,2,2.15,215.0,True
C22,navigation,B_A5,2.0,20.0,42,2,2.1,210.0,True
EELBOW_EXIT_B,navigation,H3,4.0,40.0,81,4,2.025,202.5,True
EXIT_B,exit,H4,4.0,40.0,81,4,2.025,202.5,True
EELBOW_EXIT_C,navigation,I6,4.0,40.0,78,6,1.95,195.0,True
C6,navigation,H_A3,3.0,30.0,57,3,1.9,190.0,True
EELBOW_EXIT_A,navigation,C3,4.0,40.0,76,5,1.9,190.0,True
C8,navigation,H_A5,3.0,30.0,55,4,1.8333333333333333,183.33333333333331,True
EELBOW_EXIT_D,navigation,G9,4.0,40.0,70,6,1.75,175.0,True
EXIT_D,exit,G10,4.0,40.0,70,6,1.75,175.0,True
EELBOW_EXIT_F,navigation,C4,4.0,40.0,70,4,1.75,175.0,True
EXIT_A,exit,C4,5.0,50.0,76,5,1.52,152.0,True
C21,navigation,B_A6,3.0,30.0,42,2,1.4,140.0,True
EXIT_F,exit,C5,5.0,50.0,70,4,1.4,140.0,True
EELBOW_EXIT_E,navigation,C9,5.0,50.0,67,5,1.34,134.0,True
