room_id,classical_exit,classical_distance,classical_hops,classical_path,occupancy,congestion_aware_exit,congestion_aware_distance,congestion_aware_hops,congestion_penalty,combined_cost,congestion_aware_path,exit_changed,path_changed,extra_distance,extra_hops
R01,EXIT_A,5.0,5,START_R01 -> DOOR_01 -> ELBOW_R01 -> C0 -> EELBOW_EXIT_A -> EXIT_A,4,EXIT_A,5.0,5,30.090888888888887,35.09088888888889,START_R01 -> DOOR_01 -> ELBOW_R01 -> C0 -> EELBOW_EXIT_A -> EXIT_A,False,False,0.0,0
R02,EXIT_A,6.0,6,START_R02 -> DOOR_02 -> ELBOW_R02 -> C1 -> C0 -> EELBOW_EXIT_A -> EXIT_A,7,EXIT_F,7.0,7,62.191666666666656,69.19166666666666,START_R02 -> DOOR_02 -> ELBOW_R02 -> C1 -> C0 -> C23 -> EELBOW_EXIT_F -> EXIT_F,True,True,1.0,1
R03,EXIT_A,7.0,7,START_R03 -> DOOR_03 -> ELBOW_R03 -> C2 -> C1 -> C0 -> EELBOW_EXIT_A -> EXIT_A,18,EXIT_A,7.0,7,60.22912500000001,67.22912500000001,START_R03 -> DOOR_03 -> ELBOW_R03 -> C2 -> C1 -> C0 -> EELBOW_EXIT_A -> EXIT_A,False,False,0.0,0
R04,EXIT_B,7.0,7,START_R04 -> DOOR_04 -> ELBOW_R04 -> C3 -> C4 -> C5 -> EELBOW_EXIT_B -> EXIT_B,23,EXIT_A,8.0,8,22.137180555555556,30.137180555555556,START_R04 -> DOOR_04 -> ELBOW_R04 -> C3 -> C2 -> C1 -> C0 -> EELBOW_EXIT_A -> EXIT_A,True,True,1.0,1
R05,EXIT_B,6.0,6,START_R05 -> DOOR_05 -> ELBOW_R05 -> C4 -> C5 -> EELBOW_EXIT_B -> EXIT_B,22,EXIT_C,10.0,10,30.267999999999997,40.26800000000001,START_R05 -> DOOR_05 -> ELBOW_R05 -> C4 -> C5 -> C6 -> C7 -> C8 -> C9 -> EELBOW_EXIT_C -> EXIT_C,True,True,4.0,4
R06,EXIT_B,5.0,5,START_R06 -> DOOR_06 -> ELBOW_R06 -> C5 -> EELBOW_EXIT_B -> EXIT_B,11,EXIT_C,9.0,9,46.577083333333334,55.577083333333334,START_R06 -> DOOR_06 -> ELBOW_R06 -> C5 -> C6 -> C7 -> C8 -> C9 -> EELBOW_EXIT_C -> EXIT_C,True,True,4.0,4
R07,EXIT_B,6.0,6,START_R07 -> DOOR_07 -> ELBOW_R07 -> C6 -> C5 -> EELBOW_EXIT_B -> EXIT_B,24,EXIT_B,6.0,6,19.000000000000004,25.000000000000004,START_R07 -> DOOR_07 -> ELBOW_R07 -> C6 -> C5 -> EELBOW_EXIT_B -> EXIT_B,False,False,0.0,0
R08,EXIT_B,7.0,7,START_R08 -> DOOR_08 -> ELBOW_R08 -> C7 -> C6 -> C5 -> EELBOW_EXIT_B -> EXIT_B,17,EXIT_C,7.0,7,21.48436111111111,28.484361111111113,START_R08 -> DOOR_08 -> ELBOW_R08 -> C7 -> C8 -> C9 -> EELBOW_EXIT_C -> EXIT_C,True,True,0.0,0
R09,EXIT_C,6.0,6,START_R09 -> DOOR_09 -> ELBOW_R09 -> C8 -> C9 -> EELBOW_EXIT_C -> EXIT_C,5,EXIT_C,6.0,6,34.10277777777778,40.10277777777778,START_R09 -> DOOR_09 -> ELBOW_R09 -> C8 -> C9 -> EELBOW_EXIT_C -> EXIT_C,False,False,0.0,0
R10,EXIT_C,5.0,5,START_R10 -> DOOR_10 -> ELBOW_R10 -> C9 -> EELBOW_EXIT_C -> EXIT_C,11,EXIT_C,5.0,5,26.911458333333332,31.911458333333332,START_R10 -> DOOR_10 -> ELBOW_R10 -> C9 -> EELBOW_EXIT_C -> EXIT_C,False,False,0.0,0
R11,EXIT_C,6.0,6,START_R11 -> DOOR_11 -> ELBOW_R11 -> C10 -> C9 -> EELBOW_EXIT_C -> EXIT_C,12,EXIT_C,6.0,6,15.590625,21.590625,START_R11 -> DOOR_11 -> ELBOW_R11 -> C10 -> C9 -> EELBOW_EXIT_C -> EXIT_C,False,False,0.0,0
R12,EXIT_C,7.0,7,START_R12 -> DOOR_12 -> ELBOW_R12 -> C11 -> C10 -> C9 -> EELBOW_EXIT_C -> EXIT_C,8,EXIT_D,8.0,8,23.226736111111116,31.226736111111116,START_R12 -> DOOR_12 -> ELBOW_R12 -> C11 -> C12 -> C13 -> C14 -> EELBOW_EXIT_D -> EXIT_D,True,True,1.0,1
R13,EXIT_D,7.0,7,START_R13 -> DOOR_13 -> ELBOW_R13 -> C12 -> C13 -> C14 -> EELBOW_EXIT_D -> EXIT_D,5,EXIT_D,7.0,7,31.258680555555557,38.25868055555556,START_R13 -> DOOR_13 -> ELBOW_R13 -> C12 -> C13 -> C14 -> EELBOW_EXIT_D -> EXIT_D,False,False,0.0,0
R14,EXIT_D,6.0,6,START_R14 -> DOOR_14 -> ELBOW_R14 -> C13 -> C14 -> EELBOW_EXIT_D -> EXIT_D,25,EXIT_D,6.0,6,21.05034722222223,27.05034722222223,START_R14 -> DOOR_14 -> ELBOW_R14 -> C13 -> C14 -> EELBOW_EXIT_D -> EXIT_D,False,False,0.0,0
