room_id,room_name,start_node,occupancy,selected_exit,distance,congestion_penalty,combined_cost,hops,path
R01,Room 01,START_R01,24,EXIT_C,5.0,25.2,30.2,5,START_R01 -> DOOR_01 -> B1_0 -> E1 -> C1 -> EXIT_C
R02,Room 02,START_R02,14,EXIT_A,6.0,15.542347222222222,21.542347222222222,6,START_R02 -> DOOR_02 -> B2_0 -> E2 -> C1 -> C0 -> EXIT_A
R03,Room 03,START_R03,3,EXIT_D,5.0,8.740277777777777,13.740277777777777,5,START_R03 -> DOOR_03 -> B3_0 -> E3 -> C2 -> EXIT_D
R04,Room 04,START_R04,6,EXIT_D,5.0,16.540277777777778,21.540277777777778,5,START_R04 -> DOOR_04 -> B4_0 -> E4 -> C2 -> EXIT_D
R05,Room 05,START_R05,2,EXIT_E,5.0,16.947569444444444,21.947569444444444,5,START_R05 -> DOOR_05 -> B5_0 -> E5 -> C3 -> EXIT_E
R06,Room 06,START_R06,21,EXIT_E,5.0,23.428125,28.428125,5,START_R06 -> DOOR_06 -> B6_0 -> E6 -> C3 -> EXIT_E
R07,Room 07,START_R07,25,EXIT_F,5.0,23.4375,28.4375,5,START_R07 -> DOOR_07 -> B7_0 -> E7 -> C4 -> EXIT_F
R08,Room 08,START_R08,5,EXIT_E,6.0,16.88576388888889,22.88576388888889,6,START_R08 -> DOOR_08 -> B8_0 -> E8 -> C4 -> C3 -> EXIT_E
R09,Room 09,START_R09,12,EXIT_F,6.0,50.5388888888889,56.5388888888889,6,START_R09 -> DOOR_09 -> B9_0 -> E9 -> C5 -> C4 -> EXIT_F
R10,Room 10,START_R10,2,EXIT_F,6.0,75.20000000000002,81.2,6,START_R10 -> DOOR_10 -> B10_0 -> E10 -> C5 -> C4 -> EXIT_F
R11,Room 11,START_R11,16,EXIT_B,8.0,60.05397222222223,68.05397222222223,8,START_R11 -> DOOR_11 -> B11_0 -> E11 -> C6 -> C7 -> C8 -> C9 -> EXIT_B
R12,Room 12,START_R12,21,EXIT_F,7.0,49.50555555555556,56.50555555555556,7,START_R12 -> DOOR_12 -> B12_0 -> E12 -> C6 -> C5 -> C4 -> EXIT_F
R13,Room 13,START_R13,3,EXIT_F,8.0,71.28006944444445,79.28006944444445,8,START_R13 -> DOOR_13 -> B13_0 -> E13 -> C7 -> C6 -> C5 -> C4 -> EXIT_F
R14,Room 14,START_R14,14,EXIT_B,7.0,65.90902777777778,72.90902777777778,7,START_R14 -> DOOR_14 -> B14_0 -> E14 -> C7 -> C8 -> C9 -> EXIT_B
R15,Room 15,START_R15,24,EXIT_B,6.0,23.000000000000004,29.000000000000004,6,START_R15 -> DOOR_15 -> B15_0 -> E15 -> C8 -> C9 -> EXIT_B
R16,Room 16,START_R16,17,EXIT_B,6.0,30.526041666666664,36.526041666666664,6,START_R16 -> DOOR_16 -> B16_0 -> E16 -> C8 -> C9 -> EXIT_B
R17,Room 17,START_R17,4,EXIT_C,6.0,15.919791666666663,21.919791666666665,6,START_R17 -> DOOR_17 -> B1_1 -> B1_0 -> E1 -> C1 -> EXIT_C
R18,Room 18,START_R18,23,EXIT_D,7.0,19.470138888888886,26.470138888888886,7,START_R18 -> DOOR_18 -> B2_1 -> B2_0 -> E2 -> C1 -> C2 -> EXIT_D
R19,Room 19,START_R19,5,EXIT_C,7.0,7.730208333333334,14.730208333333334,7,START_R19 -> DOOR_19 -> B3_1 -> B3_0 -> E3 -> C2 -> C1 -> EXIT_C
R20,Room 20,START_R20,16,EXIT_D,6.0,16.95694444444445,22.95694444444445,6,START_R20 -> DOOR_20 -> B4_1 -> B4_0 -> E4 -> C2 -> EXIT_D
R21,Room 21,START_R21,18,EXIT_D,7.0,16.847222222222225,23.847222222222225,7,START_R21 -> DOOR_21 -> B5_1 -> B5_0 -> E5 -> C3 -> C2 -> EXIT_D
R22,Room 22,START_R22,14,EXIT_E,6.0,44.576388888888886,50.576388888888886,6,START_R22 -> DOOR_22 -> B6_1 -> B6_0 -> E6 -> C3 -> EXIT_E
R23,Room 23,START_R23,18,EXIT_F,6.0,53.25277777777777,59.25277777777777,6,START_R23 -> DOOR_23 -> B7_1 -> B7_0 -> E7 -> C4 -> EXIT_F
R24,Room 24,START_R24,6,EXIT_F,6.0,16.593055555555555,22.593055555555555,6,START_R24 -> DOOR_24 -> B8_1 -> B8_0 -> E8 -> C4 -> EXIT_F
R25,Room 25,START_R25,10,EXIT_D,9.0,64.56701388888887,73.56701388888887,9,START_R25 -> DOOR_25 -> B9_1 -> B9_0 -> E9 -> C5 -> C4 -> C3 -> C2 -> EXIT_D
R26,Room 26,START_R26,21,EXIT_E,8.0,49.465625,57.465625,8,START_R26 -> DOOR_26 -> B10_1 -> B10_0 -> E10 -> C5 -> C4 -> C3 -> EXIT_E
R27,Room 27,START_R27,22,EXIT_B,9.0,30.15827777777777,39.15827777777777,9,START_R27 -> DOOR_27 -> B11_1 -> B11_0 -> E11 -> C6 -> C7 -> C8 -> C9 -> EXIT_B
R28,Room 28,START_R28,24,EXIT_F,8.0,35.68672222222223,43.68672222222223,8,START_R28 -> DOOR_28 -> B12_1 -> B12_0 -> E12 -> C6 -> C5 -> C4 -> EXIT_F
R29,Room 29,START_R29,6,EXIT_B,8.0,73.43125,81.43124999999999,8,START_R29 -> DOOR_29 -> B13_1 -> B13_0 -> E13 -> C7 -> C8 -> C9 -> EXIT_B
R30,Room 30,START_R30,3,EXIT_F,9.0,77.66636111111112,86.66636111111112,9,START_R30 -> DOOR_30 -> B14_1 -> B14_0 -> E14 -> C7 -> C6 -> C5 -> C4 -> EXIT_F
