edge_id,source,target,distance,capacity_units,edge_type
E001:B10--B11,B10,B11,1.0,2.0,navigation
E002:B10--B9,B10,B9,1.0,3.0,navigation
E003:B10--C10,B10,C10,1.0,3.0,navigation
E004:B11--C11,B11,C11,1.0,3.0,navigation
E005:B13--B14,B13,B14,1.0,3.0,navigation
E006:B13--C13,B13,C13,1.0,3.0,navigation
E007:B14--B15,B14,B15,1.0,3.0,navigation
E008:B14--C14,B14,C14,1.0,3.0,navigation
E009:B15--C15,B15,C15,1.0,3.0,navigation
E010:B2--B3,B2,B3,1.0,3.0,navigation
E011:B2--C2,B2,C2,1.0,3.0,navigation
E012:B3--B4,B3,B4,1.0,3.0,navigation
E013:B3--C3,B3,C3,1.0,3.0,navigation
E014:B4--C4,B4,C4,1.0,3.0,navigation
E015:B6--B7,B6,B7,1.0,3.0,navigation
E016:B6--C6,B6,C6,1.0,3.0,navigation
E017:B7--B8,B7,B8,1.0,3.0,navigation
E018:B7--C7,B7,C7,1.0,3.0,navigation
E019:B8--B9,B8,B9,1.0,3.0,navigation
E020:B8--C8,B8,C8,1.0,3.0,navigation
E021:B9--C9,B9,C9,1.0,3.0,navigation
E022:C10--C11,C10,C11,1.0,2.0,navigation
E023:C10--C9,C10,C9,1.0,3.0,navigation
E024:C10--D10,C10,D10,1.0,3.0,navigation
E025:C11--D11,C11,D11,1.0,3.0,navigation
E026:C13--C14,C13,C14,1.0,3.0,navigation
E027:C13--D13,C13,D13,1.0,3.0,navigation
E028:C14--C15,C14,C15,1.0,3.0,navigation
E029:C14--E14,C14,E14,2.0,3.0,navigation
E030:C15--D15,C15,D15,1.0,3.0,navigation
E031:C2--C3,C2,C3,1.0,3.0,navigation
E032:C2--D2,C2,D2,1.0,3.0,navigation
E033:C3--C4,C3,C4,1.0,3.0,navigation
E034:C3--START_R01,C3,START_R01,1.0,4.0,room_start
E035:C4--D4,C4,D4,1.0,3.0,navigation
E036:C6--C7,C6,C7,1.0,3.0,navigation
E037:C6--D6,C6,D6,1.0,3.0,navigation
E038:C7--C8,C7,C8,1.0,3.0,navigation
E039:C7--D7,C7,D7,1.0,3.0,navigation
E040:C8--C9,C8,C9,1.0,3.0,navigation
E041:C8--START_R04,C8,START_R04,1.0,4.0,room_start
E042:C9--D9,C9,D9,1.0,3.0,navigation
E043:D10--D11,D10,D11,1.0,2.0,navigation
E044:D10--D9,D10,D9,1.0,3.0,navigation
E045:D10--E10,D10,E10,1.0,3.0,navigation
E046:D11--DOOR_09,D11,DOOR_09,1.0,1.0,room_to_door
E047:D11--E11,D11,E11,1.0,2.0,navigation
E048:D13--D15,D13,D15,2.0,3.0,navigation
E049:D13--DOOR_09,D13,DOOR_09,0.5,1.0,room_to_door
E050:D13--E13,D13,E13,1.0,3.0,navigation
E051:D15--E15,D15,E15,1.0,3.0,navigation
E052:D2--E2,D2,E2,1.0,3.0,navigation
E053:D2--START_R01,D2,START_R01,1.0,4.0,room_start
E054:D4--DOOR_03,D4,DOOR_03,1.0,1.0,room_to_door
E055:D4--E4,D4,E4,1.0,3.0,navigation
E056:D6--D7,D6,D7,1.0,3.0,navigation
E057:D6--DOOR_03,D6,DOOR_03,0.5,1.0,room_to_door
E058:D6--E6,D6,E6,1.0,3.0,navigation
E059:D7--E7,D7,E7,1.0,3.0,navigation
E060:D7--START_R04,D7,START_R04,1.0,4.0,room_start
E061:D9--E9,D9,E9,1.0,3.0,navigation
E062:E10--DOOR_07,E10,DOOR_07,0.5,1.0,room_to_door
E063:E10--E11,E10,E11,1.0,3.0,navigation
E064:E10--E9,E10,E9,1.0,3.0,navigation
E065:E13--E14,E13,E14,1.0,3.0,navigation
E066:E13--F13,E13,F13,1.0,3.0,navigation
E067:E14--E15,E14,E15,1.0,3.0,navigation
E068:E14--F14,E14,F14,1.0,3.0,navigation
E069:E15--F15,E15,F15,1.0,3.0,navigation
E070:E2--E3,E2,E3,1.0,3.0,navigation
E071:E2--F2,E2,F2,1.0,3.0,navigation
E072:E3--E4,E3,E4,1.0,3.0,navigation
E073:E3--F3,E3,F3,1.0,3.0,navigation
E074:E6--DOOR_05,E6,DOOR_05,1.0,1.0,room_to_door
E075:E6--E7,E6,E7,1.0,3.0,navigation
E076:E7--E8,E7,E8,1.0,3.0,navigation
E077:E8--E9,E8,E9,1.0,3.0,navigation
E078:F13--F14,F13,F14,1.0,3.0,navigation
E079:F13--H13,F13,H13,1.0,2.0,navigation
E080:F14--F15,F14,F15,1.0,3.0,navigation
E081:F14--H14,F14,H14,1.0,2.0,navigation
E082:F15--H15,F15,H15,1.0,2.0,navigation
E083:F2--DOOR_01,F2,DOOR_01,1.0,1.0,room_to_door
E084:F2--F3,F2,F3,1.0,3.0,navigation
E085:G10--DOOR_07,G10,DOOR_07,0.5,1.0,room_to_door
E086:G10--G11,G10,G11,1.0,2.0,navigation
E087:G10--G9,G10,G9,1.0,3.0,navigation
E088:G11--I11,G11,I11,1.0,2.0,navigation
E089:G4--G6,G4,G6,1.5,2.0,navigation
E090:G4--I4,G4,I4,1.0,2.0,navigation
E091:G6--DOOR_05,G6,DOOR_05,0.5,1.0,room_to_door
E092:G6--G7,G6,G7,1.0,3.0,navigation
E093:G7--G8,G7,G8,1.0,3.0,navigation
E094:G8--G9,G8,G9,1.0,3.0,navigation
E095:H13--H14,H13,H14,1.0,3.0,navigation
E096:H14--DOOR_11,H14,DOOR_11,1.0,1.0,room_to_door
E097:H14--H15,H14,H15,1.0,3.0,navigation
E098:I11--J11,I11,J11,1.0,3.0,navigation
E099:I2--DOOR_01,I2,DOOR_01,0.5,1.0,room_to_door
E100:I2--I3,I2,I3,1.0,3.0,navigation
E101:I2--J2,I2,J2,1.0,3.0,navigation
E102:I3--I4,I3,I4,1.0,3.0,navigation
E103:I3--J3,I3,J3,1.0,3.0,navigation
E104:I4--J4,I4,J4,1.0,3.0,navigation
E105:J11--J12,J11,J12,0.5,3.0,navigation
E106:J11--K11,J11,K11,1.0,3.0,navigation
E107:J12--J13,J12,J13,1.0,3.0,navigation
E108:J12--K12,J12,K12,1.0,3.0,navigation
E109:J13--J14,J13,J14,1.0,3.0,navigation
E110:J13--K13,J13,K13,1.0,3.0,navigation
E111:J14--DOOR_11,J14,DOOR_11,0.5,1.0,room_to_door
E112:J14--J15,J14,J15,1.0,3.0,navigation
E113:J14--K14,J14,K14,1.0,3.0,navigation
E114:J15--K15,J15,K15,1.0,3.0,navigation
E115:J2--J3,J2,J3,1.0,3.0,navigation
E116:J2--K2,J2,K2,1.0,3.0,navigation
E117:J3--START_R02,J3,START_R02,1.0,4.0,room_start
E118:J4--K4,J4,K4,1.0,3.0,navigation
E119:K11--K12,K11,K12,0.5,3.0,navigation
E120:K11--L11,K11,L11,1.0,3.0,navigation
E121:K12--K13,K12,K13,1.0,3.0,navigation
E122:K12--L12,K12,L12,1.0,3.0,navigation
E123:K13--K14,K13,K14,1.0,3.0,navigation
E124:K13--L13,K13,L13,1.0,3.0,navigation
E125:K14--K15,K14,K15,1.0,3.0,navigation
E126:K14--L14,K14,L14,1.0,3.0,navigation
E127:K15--EXIT_B,K15,EXIT_B,1.0,3.0,exit
E128:K15--L15,K15,L15,1.0,3.0,navigation
E129:K2--EXIT_A,K2,EXIT_A,1.0,3.0,exit
E130:K2--L2,K2,L2,1.0,3.0,navigation
E131:K4--L4,K4,L4,1.0,3.0,navigation
E132:L11--L12,L11,L12,0.5,3.0,navigation
E133:L11--M11,L11,M11,1.0,3.0,navigation
E134:L12--L13,L12,L13,1.0,3.0,navigation
E135:L13--L14,L13,L14,1.0,3.0,navigation
E136:L14--DOOR_12,L14,DOOR_12,0.5,1.0,room_to_door
E137:L14--L15,L14,L15,1.0,3.0,navigation
E138:L2--L3,L2,L3,1.0,3.0,navigation
E139:L2--M2,L2,M2,1.0,3.0,navigation
E140:L3--M3,L3,M3,1.0,3.0,navigation
E141:L4--M4,L4,M4,1.0,3.0,navigation
E142:M11--O11,M11,O11,1.0,2.0,navigation
E143:M2--DOOR_02,M2,DOOR_02,0.5,1.0,room_to_door
E144:M2--M3,M2,M3,1.0,3.0,navigation
E145:M3--M4,M3,M4,1.0,3.0,navigation
E146:M4--O4,M4,O4,1.0,2.0,navigation
E147:N13--N14,N13,N14,1.0,3.0,navigation
E148:N14--DOOR_12,N14,DOOR_12,1.0,1.0,room_to_door
E149:N14--N15,N14,N15,1.0,3.0,navigation
E150:N14--P14,N14,P14,1.0,3.0,navigation
E151:O10--DOOR_08,O10,DOOR_08,0.5,1.0,door_to_hallway
E152:O10--O11,O10,O11,1.0,2.0,navigation
E153:O10--O9,O10,O9,1.0,2.0,navigation
E154:O4--O6,O4,O6,1.5,2.0,navigation
E155:O6--DOOR_06,O6,DOOR_06,0.5,1.0,door_to_hallway
E156:O6--O7,O6,O7,1.0,2.0,navigation
E157:O7--O8,O7,O8,1.0,2.0,navigation
E158:O8--O9,O8,O9,1.0,2.0,navigation
E159:P13--P14,P13,P14,1.0,3.0,navigation
E160:P14--P15,P14,P15,1.0,3.0,navigation
E161:P14--Q14,P14,Q14,1.0,3.0,navigation
E162:P2--DOOR_02,P2,DOOR_02,1.0,1.0,room_to_door
E163:P2--P3,P2,P3,1.0,3.0,navigation
E164:P2--Q2,P2,Q2,1.0,3.0,navigation
E165:P3--Q3,P3,Q3,1.0,3.0,navigation
E166:Q10--DOOR_08,Q10,DOOR_08,0.5,1.0,room_to_door
E167:Q10--Q11,Q10,Q11,1.0,2.0,navigation
E168:Q10--Q9,Q10,Q9,1.0,3.0,navigation
E169:Q10--R10,Q10,R10,1.0,3.0,navigation
E170:Q11--R11,Q11,R11,1.0,2.0,navigation
E171:Q14--START_R08,Q14,START_R08,1.0,4.0,room_start
E172:Q2--Q3,Q2,Q3,1.0,3.0,navigation
E173:Q2--R2,Q2,R2,1.0,3.0,navigation
E174:Q3--Q4,Q3,Q4,1.0,3.0,navigation
E175:Q3--START_R03,Q3,START_R03,1.0,4.0,room_start
E176:Q4--R4,Q4,R4,1.0,3.0,navigation
E177:Q6--DOOR_06,Q6,DOOR_06,0.5,1.0,room_to_door
E178:Q6--Q7,Q6,Q7,1.0,2.0,navigation
E179:Q6--R6,Q6,R6,1.0,2.0,navigation
E180:Q7--Q8,Q7,Q8,1.0,3.0,navigation
E181:Q7--R7,Q7,R7,1.0,3.0,navigation
E182:Q8--Q9,Q8,Q9,1.0,3.0,navigation
E183:Q9--R9,Q9,R9,1.0,3.0,navigation
E184:R10--R11,R10,R11,1.0,3.0,navigation
E185:R10--R9,R10,R9,1.0,3.0,navigation
E186:R10--S10,R10,S10,1.0,3.0,navigation
E187:R11--DOOR_10,R11,DOOR_10,1.0,1.0,room_to_door
E188:R11--S11,R11,S11,1.0,3.0,navigation
E189:R13--DOOR_10,R13,DOOR_10,0.5,1.0,room_to_door
E190:R13--S13,R13,S13,1.0,3.0,navigation
E191:R15--S15,R15,S15,1.0,3.0,navigation
E192:R2--S2,R2,S2,1.0,3.0,navigation
E193:R2--START_R03,R2,START_R03,1.0,4.0,room_start
E194:R4--DOOR_04,R4,DOOR_04,1.0,1.0,room_to_door
E195:R4--S4,R4,S4,1.0,3.0,navigation
E196:R6--DOOR_04,R6,DOOR_04,0.5,1.0,room_to_door
E197:R6--R7,R6,R7,1.0,3.0,navigation
E198:R6--S6,R6,S6,1.0,3.0,navigation
E199:R7--S7,R7,S7,1.0,3.0,navigation
E200:R9--S9,R9,S9,1.0,3.0,navigation
E201:S10--S11,S10,S11,1.0,3.0,navigation
E202:S10--S9,S10,S9,1.0,3.0,navigation
E203:S10--T10,S10,T10,1.0,3.0,navigation
E204:S11--T11,S11,T11,1.0,3.0,navigation
E205:S13--S14,S13,S14,1.0,3.0,navigation
E206:S13--T13,S13,T13,1.0,3.0,navigation
E207:S14--S15,S14,S15,1.0,3.0,navigation
E208:S14--T14,S14,T14,1.0,3.0,navigation
E209:S15--T15,S15,T15,1.0,3.0,navigation
E210:S2--S3,S2,S3,1.0,3.0,navigation
E211:S2--T2,S2,T2,1.0,3.0,navigation
E212:S3--S4,S3,S4,1.0,3.0,navigation
E213:S3--T3,S3,T3,1.0,3.0,navigation
E214:S4--T4,S4,T4,1.0,3.0,navigation
E215:S6--S7,S6,S7,1.0,3.0,navigation
E216:S6--T6,S6,T6,1.0,3.0,navigation
E217:S7--T7,S7,T7,1.0,3.0,navigation
E218:S9--T9,S9,T9,1.0,3.0,navigation
E219:START_R01--D4,START_R01,D4,1.0,4.0,room_start
E220:START_R01--E3,START_R01,E3,1.0,4.0,room_start
E221:START_R02--K4,START_R02,K4,1.0,4.0,room_start
E222:START_R02--L3,START_R02,L3,1.0,4.0,room_start
E223:START_R03--R4,START_R03,R4,1.0,4.0,room_start
E224:START_R03--S3,START_R03,S3,1.0,4.0,room_start
E225:START_R04--D9,START_R04,D9,1.0,4.0,room_start
E226:START_R04--E8,START_R04,E8,1.0,4.0,room_start
E227:START_R07--K14,START_R07,K14,0.5,4.0,room_start
E228:START_R08--R13,START_R08,R13,1.0,4.0,room_start
E229:START_R08--R15,START_R08,R15,1.0,4.0,room_start
E230:START_R08--S14,START_R08,S14,1.0,4.0,room_start
E231:T10--T11,T10,T11,1.0,3.0,navigation
E232:T10--T9,T10,T9,1.0,3.0,navigation
E233:T13--T14,T13,T14,1.0,3.0,navigation
E234:T14--T15,T14,T15,1.0,3.0,navigation
E235:T2--T3,T2,T3,1.0,3.0,navigation
E236:T3--T4,T3,T4,1.0,3.0,navigation
E237:T6--T7,T6,T7,1.0,3.0,navigation
E238:T7--T8,T7,T8,1.0,3.0,navigation
E239:T8--T9,T8,T9,1.0,3.0,navigation
E240:START_R06--C14,START_R06,C14,1.0,4.0,room_start
E241:START_R06--D13,START_R06,D13,1.0,4.0,room_start
E242:START_R06--D15,START_R06,D15,1.0,4.0,room_start
E243:START_R06--E14,START_R06,E14,1.0,4.0,room_start
E244:START_R05--Q8,START_R05,Q8,1.0,4.0,room_start
E245:START_R05--R7,START_R05,R7,1.0,4.0,room_start
E246:START_R05--R9,START_R05,R9,1.0,4.0,room_start
E247:START_R05--S8,START_R05,S8,1.0,4.0,room_start
E248:S8--S7,S8,S7,1.0,3.0,navigation
E249:S8--S9,S8,S9,1.0,3.0,navigation
E250:S8--T8,S8,T8,1.0,3.0,navigation
E251:Q13--Q14,Q13,Q14,1.0,3.0,navigation
E252:Q14--Q15,Q14,Q15,1.0,3.0,navigation
E253:P13--Q13,P13,Q13,1.0,3.0,navigation
E254:Q13--R13,Q13,R13,1.0,3.0,navigation
E255:P15--Q15,P15,Q15,1.0,3.0,navigation
E256:Q15--R15,Q15,R15,1.0,3.0,navigation
E257:N13--P13,N13,P13,2.0,3.0,navigation
E258:N15--P15,N15,P15,2.0,3.0,navigation
