node_id,node_type,grid_position,capacity_units,effective_capacity_people,occupants_using_node,rooms_using_node,utilization_ratio,utilization_percent,is_congested
J14,navigation,J14,1.0,10.0,50,2,5.0,500.0,True
L14,navigation,L14,1.0,10.0,50,2,5.0,500.0,True
K15,navigation,K15,3.0,30.0,110,5,3.6666666666666665,366.66666666666663,True
EXIT_B,exit,K16,3.0,30.0,110,5,3.6666666666666665,366.66666666666663,True
K14,navigation,K14,3.0,30.0,85,4,2.8333333333333335,283.33333333333337,True
E10,navigation,E10,1.0,10.0,25,1,2.5,250.0,True
F2,navigation,F2,1.0,10.0,25,1,2.5,250.0,True
G10,navigation,G10,1.0,10.0,25,1,2.5,250.0,True
H14,navigation,H14,1.0,10.0,25,1,2.5,250.0,True
I2,navigation,I2,1.0,10.0,25,1,2.5,250.0,True
M2,navigation,M2,1.0,10.0,25,1,2.5,250.0,True
N14,navigation,N14,1.0,10.0,25,1,2.5,250.0,True
O10,navigation,O10,1.0,10.0,25,1,2.5,250.0,True
P2,navigation,P2,1.0,10.0,25,1,2.5,250.0,True
Q10,navigation,Q10,1.0,10.0,25,1,2.5,250.0,True
DOOR_02,door,N2,1.0,10.0,25,1,2.5,250.0,True
DOOR_01,door,H2,1.0,10.0,25,1,2.5,250.0,True
DOOR_07,door,F10,1.0,10.0,25,1,2.5,250.0,True
DOOR_08,door,P10,1.0,10.0,25,1,2.5,250.0,True
DOOR_11,door,I14,1.0,10.0,25,1,2.5,250.0,True
DOOR_12,door,M14,1.0,10.0,25,1,2.5,250.0,True
K2,navigation,K2,3.0,30.0,54,3,1.8,180.0,True
EXIT_A,exit,K1,3.0,30.0,54,3,1.8,180.0,True
D10,navigation,D10,2.0,20.0,25,1,1.25,125.0,True
F14,navigation,F14,2.0,20.0,25,1,1.25,125.0,True
G11,navigation,G11,2.0,20.0,25,1,1.25,125.0,True
I11,navigation,I11,2.0,20.0,25,1,1.25,125.0,True
M11,navigation,M11,2.0,20.0,25,1,1.25,125.0,True
O11,navigation,O11,2.0,20.0,25,1,1.25,125.0,True
J2,navigation,J2,3.0,30.0,29,2,0.9666666666666667,96.66666666666667,False
D2,navigation,D2,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
D9,navigation,D9,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
E2,navigation,E2,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
E14,navigation,E14,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
J11,navigation,J11,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
J12,navigation,J12,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
J13,navigation,J13,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
J15,navigation,J15,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
K12,navigation,K12,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
K13,navigation,K13,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
L2,navigation,L2,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
L11,navigation,L11,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
L12,navigation,L12,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
L15,navigation,L15,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
P3,navigation,P3,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
P14,navigation,P14,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
Q3,navigation,Q3,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
Q8,navigation,Q8,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
Q9,navigation,Q9,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
Q14,navigation,Q14,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
J3,navigation,J3,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
B2,navigation,B2,3.0,30.0,0,0,0.0,0.0,False
B3,navigation,B3,3.0,30.0,0,0,0.0,0.0,False
B4,navigation,B4,3.0,30.0,0,0,0.0,0.0,False
B6,navigation,B6,3.0,30.0,0,0,0.0,0.0,False
B7,navigation,B7,3.0,30.0,0,0,0.0,0.0,False
B8,navigation,B8,3.0,30.0,0,0,0.0,0.0,False
B9,navigation,B9,3.0,30.0,0,0,0.0,0.0,False
B10,navigation,B10,2.0,20.0,0,0,0.0,0.0,False
B11,navigation,B11,2.0,20.0,0,0,0.0,0.0,False
B13,navigation,B13,3.0,30.0,0,0,0.0,0.0,False
B14,navigation,B14,3.0,30.0,0,0,0.0,0.0,False
B15,navigation,B15,3.0,30.0,0,0,0.0,0.0,False
