room_id,room_name,start_node,exit_node,dijkstra_distance,astar_distance,distances_match,same_exact_path,dijkstra_hops,astar_hops,dijkstra_path,astar_path
R01,West Gallery A,START_R01,EXIT_A,7.5,7.5,True,False,8,8,START_R01 -> D2 -> E2 -> F2 -> DOOR_01 -> I2 -> J2 -> K2 -> EXIT_A,START_R01 -> E3 -> F3 -> F2 -> DOOR_01 -> I2 -> J2 -> K2 -> EXIT_A
R01,West Gallery A,START_R01,EXIT_B,17.0,17.0,True,False,19,19,START_R01 -> D4 -> DOOR_03 -> D6 -> D7 -> E7 -> E8 -> E9 -> E10 -> DOOR_07 -> G10 -> G11 -> I11 -> J11 -> J12 -> J13 -> J14 -> J15 -> K15 -> EXIT_B,START_R01 -> D4 -> DOOR_03 -> D6 -> D7 -> START_R04 -> D9 -> D10 -> E10 -> DOOR_07 -> G10 -> G11 -> I11 -> J11 -> J12 -> J13 -> J14 -> J15 -> K15 -> EXIT_B
R02,Front Desk,START_R02,EXIT_A,4.0,4.0,True,True,4,4,START_R02 -> J3 -> J2 -> K2 -> EXIT_A,START_R02 -> J3 -> J2 -> K2 -> EXIT_A
R02,Front Desk,START_R02,EXIT_B,18.0,18.0,True,False,18,18,START_R02 -> J3 -> I3 -> I4 -> G4 -> G6 -> G7 -> G8 -> G9 -> G10 -> G11 -> I11 -> J11 -> J12 -> J13 -> J14 -> J15 -> K15 -> EXIT_B,START_R02 -> K4 -> J4 -> I4 -> G4 -> G6 -> G7 -> G8 -> G9 -> G10 -> G11 -> I11 -> J11 -> J12 -> J13 -> J14 -> J15 -> K15 -> EXIT_B
R03,East Gallery A,START_R03,EXIT_A,7.5,7.5,True,True,8,8,START_R03 -> Q3 -> P3 -> P2 -> DOOR_02 -> M2 -> L2 -> K2 -> EXIT_A,START_R03 -> Q3 -> P3 -> P2 -> DOOR_02 -> M2 -> L2 -> K2 -> EXIT_A
R03,East Gallery A,START_R03,EXIT_B,17.0,17.0,True,False,19,19,START_R03 -> R4 -> DOOR_04 -> R6 -> Q6 -> DOOR_06 -> O6 -> O7 -> O8 -> O9 -> O10 -> O11 -> M11 -> L11 -> L12 -> K12 -> K13 -> K14 -> K15 -> EXIT_B,START_R03 -> R4 -> DOOR_04 -> R6 -> Q6 -> DOOR_06 -> O6 -> O7 -> O8 -> O9 -> O10 -> O11 -> M11 -> L11 -> L12 -> L13 -> L14 -> L15 -> K15 -> EXIT_B
R04,West Gallery B,START_R04,EXIT_A,12.0,12.0,True,False,12,12,START_R04 -> D7 -> D6 -> E6 -> DOOR_05 -> G6 -> G4 -> I4 -> I3 -> I2 -> J2 -> K2 -> EXIT_A,START_R04 -> D7 -> E7 -> E6 -> DOOR_05 -> G6 -> G4 -> I4 -> I3 -> I2 -> J2 -> K2 -> EXIT_A
R04,West Gallery B,START_R04,EXIT_B,12.5,12.5,True,True,14,14,START_R04 -> D9 -> D10 -> E10 -> DOOR_07 -> G10 -> G11 -> I11 -> J11 -> J12 -> J13 -> J14 -> J15 -> K15 -> EXIT_B,START_R04 -> D9 -> D10 -> E10 -> DOOR_07 -> G10 -> G11 -> I11 -> J11 -> J12 -> J13 -> J14 -> J15 -> K15 -> EXIT_B
R05,East Gallery B,START_R05,EXIT_A,11.5,11.5,True,True,12,12,START_R05 -> Q8 -> Q7 -> Q6 -> DOOR_06 -> O6 -> O4 -> M4 -> M3 -> L3 -> L2 -> K2 -> EXIT_A,START_R05 -> Q8 -> Q7 -> Q6 -> DOOR_06 -> O6 -> O4 -> M4 -> M3 -> L3 -> L2 -> K2 -> EXIT_A
R05,East Gallery B,START_R05,EXIT_B,12.5,12.5,True,False,14,14,START_R05 -> Q8 -> Q9 -> Q10 -> DOOR_08 -> O10 -> O11 -> M11 -> L11 -> L12 -> K12 -> K13 -> K14 -> K15 -> EXIT_B,START_R05 -> R9 -> Q9 -> Q10 -> DOOR_08 -> O10 -> O11 -> M11 -> L11 -> L12 -> L13 -> L14 -> L15 -> K15 -> EXIT_B
