node_id,node_type,grid_position,capacity_units,effective_capacity_people,occupants_using_node,rooms_using_node,utilization_ratio,utilization_percent,is_congested
C9,navigation,K3,2.0,20.0,79,5,3.95,395.0,True
C1,navigation,C3,2.0,20.0,66,4,3.3,330.0,True
C4,navigation,F3,3.0,30.0,95,7,3.1666666666666665,316.66666666666663,True
C0,navigation,B3,3.0,30.0,87,6,2.9,290.0,True
EXIT_C,exit,K2.5,4.0,40.0,79,5,1.975,197.5,True
C2,navigation,D3,2.0,20.0,32,2,1.6,160.0,True
C5,navigation,G3,2.0,20.0,32,3,1.6,160.0,True
EXIT_B,exit,F2.5,6.0,60.0,95,7,1.5833333333333333,158.33333333333331,True
EXIT_A,exit,B2.5,6.0,60.0,87,6,1.45,145.0,True
C13,navigation,O3,3.0,30.0,41,2,1.3666666666666667,136.66666666666666,True
C8,navigation,J3,3.0,30.0,40,2,1.3333333333333333,133.33333333333331,True
DOOR_16,door,C2,2.0,20.0,25,1,1.25,125.0,True
DOOR_03,door,D4,2.0,20.0,24,1,1.2,120.0,True
DOOR_09,door,J4,2.0,20.0,22,1,1.1,110.00000000000001,True
DOOR_10,door,K2,2.0,20.0,20,1,1.0,100.0,False
C10,navigation,L3,2.0,20.0,19,2,0.95,95.0,False
C6,navigation,H3,2.0,20.0,18,1,0.9,90.0,False
C7,navigation,I3,2.0,20.0,18,1,0.9,90.0,False
DOOR_07,door,H4,2.0,20.0,18,1,0.9,90.0,False
DOOR_08,door,I2,2.0,20.0,18,1,0.9,90.0,False
C3,navigation,E3,3.0,30.0,26,2,0.8666666666666667,86.66666666666667,False
EXIT_D,exit,O2.5,5.0,50.0,41,2,0.82,82.0,False
DOOR_14,door,O2,3.0,30.0,23,1,0.7666666666666667,76.66666666666667,False
DOOR_04,door,E2,3.0,30.0,21,1,0.7,70.0,False
DOOR_19,door,F4,3.0,30.0,20,1,0.6666666666666666,66.66666666666666,False
C12,navigation,N3,3.0,30.0,18,1,0.6,60.0,False
DOOR_13,door,N4,3.0,30.0,18,1,0.6,60.0,False
DOOR_01,door,B4,3.0,30.0,17,1,0.5666666666666667,56.666666666666664,False
DOOR_05,door,F4,3.0,30.0,17,1,0.5666666666666667,56.666666666666664,False
DOOR_06,door,G2,2.0,20.0,11,1,0.55,55.00000000000001,False
DOOR_11,door,L4,2.0,20.0,11,1,0.55,55.00000000000001,False
DOOR_02,door,C2,3.0,30.0,9,1,0.3,30.0,False
C11,navigation,M3,3.0,30.0,8,1,0.26666666666666666,26.666666666666668,False
DOOR_12,door,M2,3.0,30.0,8,1,0.26666666666666666,26.666666666666668,False
DOOR_17,door,D4,3.0,30.0,8,1,0.26666666666666666,26.666666666666668,False
DOOR_15,door,B4,2.0,20.0,4,1,0.2,20.0,False
DOOR_18,door,E2,3.0,30.0,5,1,0.16666666666666666,16.666666666666664,False
DOOR_20,door,G2,3.0,30.0,3,1,0.1,10.0,False
