edge_id,source,target,distance,capacity_units,edge_type
E001:A10--B10,A10,B10,1.0,2.0,navigation
E002:A12--A13,A12,A13,1.0,3.0,navigation
E003:A12--B12,A12,B12,1.0,3.0,navigation
E004:A13--A14,A13,A14,1.0,3.0,navigation
E005:A13--START_R11,A13,START_R11,1.0,4.0,room_start
E006:A14--B14,A14,B14,1.0,3.0,navigation
E007:A16--B16,A16,B16,1.0,2.0,navigation
E008:A16--EXIT_G,A16,EXIT_G,1.0,3.0,exit
E009:A18--A19,A18,A19,1.0,3.0,navigation
E010:A18--B18,A18,B18,1.0,3.0,navigation
E011:A19--A20,A19,A20,1.0,3.0,navigation
E012:A19--B19,A19,B19,1.0,3.0,navigation
E013:A2--A3,A2,A3,1.0,3.0,navigation
E014:A2--B2,A2,B2,1.0,3.0,navigation
E015:A20--B20,A20,B20,1.0,3.0,navigation
E016:A22--B22,A22,B22,1.0,2.0,navigation
E017:A24--A25,A24,A25,1.0,3.0,navigation
E018:A24--B24,A24,B24,1.0,3.0,navigation
E019:A25--A26,A25,A26,1.0,3.0,navigation
E020:A25--B25,A25,B25,1.0,3.0,navigation
E021:A26--B26,A26,B26,1.0,3.0,navigation
E022:A3--A4,A3,A4,1.0,3.0,navigation
E023:A3--START_R01,A3,START_R01,1.0,4.0,room_start
E024:A4--B4,A4,B4,1.0,3.0,navigation
E025:A6--A7,A6,A7,1.0,3.0,navigation
E026:A6--B6,A6,B6,1.0,3.0,navigation
E027:A7--A8,A7,A8,1.0,3.0,navigation
E028:A7--START_R06,A7,START_R06,1.0,4.0,room_start
E029:A8--B8,A8,B8,1.0,3.0,navigation
E030:AA10--AB10,AA10,AB10,1.0,3.0,navigation
E031:AA10--Z10,AA10,Z10,1.0,3.0,navigation
E032:AA12--AA13,AA12,AA13,1.0,3.0,navigation
E033:AA12--AB12,AA12,AB12,1.0,3.0,navigation
E034:AA13--AA14,AA13,AA14,1.0,3.0,navigation
E035:AA13--START_R18,AA13,START_R18,1.0,4.0,room_start
E036:AA14--AB14,AA14,AB14,1.0,3.0,navigation
E037:AA16--AB16,AA16,AB16,1.0,3.0,navigation
E038:AA16--Z16,AA16,Z16,1.0,3.0,navigation
E039:AA2--AA3,AA2,AA3,1.0,3.0,navigation
E040:AA2--AB2,AA2,AB2,1.0,3.0,navigation
E041:AA22--AB22,AA22,AB22,1.0,3.0,navigation
E042:AA22--Z22,AA22,Z22,1.0,3.0,navigation
E043:AA23--AA24,AA23,AA24,1.0,2.0,navigation
E044:AA24--AA25,AA24,AA25,0.5,2.0,navigation
E045:AA25--AA26,AA25,AA26,1.0,2.0,navigation
