room_id,classical_exit,classical_distance,classical_hops,classical_path,occupancy,congestion_aware_exit,congestion_aware_distance,congestion_aware_hops,congestion_penalty,combined_cost,congestion_aware_path,exit_changed,path_changed,extra_distance,extra_hops
R01,EXIT_C,5.0,5,START_R01 -> C3 -> DOOR_01 -> E3 -> E2 -> EXIT_C,18,EXIT_C,5.0,5,37.0125,42.0125,START_R01 -> C3 -> DOOR_01 -> E3 -> E2 -> EXIT_C,False,False,0.0,0
R02,EXIT_C,5.0,5,START_R02 -> G3 -> DOOR_03 -> E3 -> E2 -> EXIT_C,4,EXIT_C,5.0,5,7.027777777777777,12.027777777777777,START_R02 -> G3 -> DOOR_03 -> E3 -> E2 -> EXIT_C,False,False,0.0,0
R03,EXIT_E,4.0,4,START_R03 -> DOOR_02 -> Y3 -> Y2 -> EXIT_E,4,EXIT_E,4.0,4,1.027777777777778,5.027777777777778,START_R03 -> DOOR_02 -> Y3 -> Y2 -> EXIT_E,False,False,0.0,0
R04,EXIT_E,6.0,6,START_R04 -> AB3 -> AA3 -> DOOR_04 -> Y3 -> Y2 -> EXIT_E,4,EXIT_E,6.0,6,2.4500000000000006,8.450000000000001,START_R04 -> AB3 -> AA3 -> DOOR_04 -> Y3 -> Y2 -> EXIT_E,False,False,0.0,0
R05,EXIT_D,5.0,5,START_R05 -> O4 -> O3 -> O2 -> P2 -> EXIT_D,20,EXIT_D,5.0,5,12.916666666666668,17.916666666666668,START_R05 -> O4 -> O3 -> O2 -> P2 -> EXIT_D,False,False,0.0,0
R06,EXIT_C,9.25,9,START_R06 -> C7 -> DOOR_12 -> E7 -> E6 -> E5 -> E4 -> E3 -> E2 -> EXIT_C,3,EXIT_C,9.25,9,17.397569444444446,26.647569444444446,START_R06 -> C7 -> DOOR_12 -> E7 -> E6 -> E5 -> E4 -> E3 -> E2 -> EXIT_C,False,False,0.0,0
R07,EXIT_C,9.0,9,START_R07 -> H6 -> DOOR_05 -> H4 -> G4 -> G3 -> DOOR_03 -> E3 -> E2 -> EXIT_C,4,EXIT_C,9.0,9,9.73888888888889,18.73888888888889,START_R07 -> G7 -> DOOR_09 -> E7 -> E6 -> E5 -> E4 -> E3 -> E2 -> EXIT_C,False,True,0.0,0
R08,EXIT_E,8.0,8,START_R08 -> DOOR_11 -> Y7 -> Y6 -> Y5 -> Y4 -> Y3 -> Y2 -> EXIT_E,4,EXIT_E,8.0,8,2.805555555555556,10.805555555555555,START_R08 -> DOOR_11 -> Y7 -> Y6 -> Y5 -> Y4 -> Y3 -> Y2 -> EXIT_E,False,False,0.0,0
R09,EXIT_E,9.0,9,START_R09 -> AB6 -> DOOR_06 -> AB4 -> AA4 -> AA3 -> DOOR_04 -> Y3 -> Y2 -> EXIT_E,4,EXIT_E,9.0,9,5.916666666666668,14.91666666666667,START_R09 -> AA7 -> DOOR_08 -> Y7 -> Y6 -> Y5 -> Y4 -> Y3 -> Y2 -> EXIT_E,False,True,0.0,0
R10,EXIT_E,12.0,12,START_R10 -> AD7 -> DOOR_10 -> START_R09 -> AB6 -> DOOR_06 -> AB4 -> AA4 -> AA3 -> DOOR_04 -> Y3 -> Y2 -> EXIT_E,4,EXIT_E,12.0,12,13.572222222222223,25.572222222222223,START_R10 -> AD7 -> DOOR_10 -> START_R09 -> AB6 -> DOOR_06 -> AB4 -> AA4 -> AA3 -> DOOR_04 -> Y3 -> Y2 -> EXIT_E,False,False,0.0,0
R11,EXIT_C,15.0,15,START_R11 -> B12 -> DOOR_18 -> B10 -> C10 -> D10 -> E10 -> E9 -> E8 -> E7 -> E6 -> E5 -> E4 -> E3 -> E2 -> EXIT_C,4,EXIT_C,15.0,15,15.050000000000002,30.049999999999997,START_R11 -> B12 -> DOOR_18 -> B10 -> C10 -> D10 -> E10 -> E9 -> E8 -> E7 -> E6 -> E5 -> E4 -> E3 -> E2 -> EXIT_C,False,False,0.0,0
R12,EXIT_C,12.0,12,START_R12 -> E12 -> DOOR_19 -> E10 -> E9 -> E8 -> E7 -> E6 -> E5 -> E4 -> E3 -> E2 -> EXIT_C,4,EXIT_D,22.5,22,8.683333333333334,31.18333333333333,START_R12 -> E12 -> DOOR_19 -> E10 -> F10 -> G10 -> H10 -> I10 -> J10 -> K10 -> M10 -> N10 -> DOOR_16 -> O10 -> O8 -> O7 -> O6 -> START_R05 -> P5 -> P4 -> P3 -> P2 -> EXIT_D,True,True,10.5,10
R13,EXIT_C,15.0,15,START_R13 -> H12 -> DOOR_17 -> H10 -> G10 -> F10 -> E10 -> E9 -> E8 -> E7 -> E6 -> E5 -> E4 -> E3 -> E2 -> EXIT_C,4,EXIT_D,19.5,19,18.850000000000005,38.35,START_R13 -> H12 -> DOOR_17 -> H10 -> I10 -> J10 -> K10 -> M10 -> N10 -> DOOR_16 -> O10 -> O8 -> P8 -> P7 -> P6 -> P5 -> P4 -> P3 -> P2 -> EXIT_D,True,True,4.5,4
R14,EXIT_D,16.5,16,START_R14 -> K12 -> DOOR_20 -> K10 -> M10 -> N10 -> DOOR_16 -> O10 -> O8 -> O7 -> O6 -> P6 -> P5 -> P4 -> P3 -> P2 -> EXIT_D,4,EXIT_D,30.0,25,15.827777777777776,45.827777777777776,START_R14 -> K12 -> DOOR_20 -> K10 -> M10 -> N10 -> N11 -> N13 -> N15 -> N16 -> O16 -> O15 -> O13 -> O11 -> O10 -> O8 -> O7 -> P7 -> Q7 -> Q6 -> Q5 -> Q4 -> Q3 -> Q2 -> P2 -> EXIT_D,False,True,13.5,9
R15,EXIT_D,16.5,16,START_R15 -> S12 -> DOOR_25 -> S10 -> R10 -> Q10 -> DOOR_15 -> O10 -> O8 -> O7 -> O6 -> P6 -> P5 -> P4 -> P3 -> P2 -> EXIT_D,4,EXIT_E,18.0,18,12.050000000000002,30.050000000000004,START_R15 -> S12 -> DOOR_25 -> S10 -> T10 -> U10 -> V10 -> W10 -> X10 -> Y10 -> Y9 -> Y8 -> Y7 -> Y6 -> Y5 -> Y4 -> Y3 -> Y2 -> EXIT_E,True,True,1.5,2
R16,EXIT_E,15.0,15,START_R16 -> V12 -> DOOR_23 -> V10 -> W10 -> X10 -> Y10 -> Y9 -> Y8 -> Y7 -> Y6 -> Y5 -> Y4 -> Y3 -> Y2 -> EXIT_E,4,EXIT_E,15.0,15,18.183333333333337,33.18333333333334,START_R16 -> V12 -> DOOR_23 -> V10 -> W10 -> X10 -> Y10 -> Y9 -> Y8 -> Y7 -> Y6 -> Y5 -> Y4 -> Y3 -> Y2 -> EXIT_E,False,False,0.0,0
R17,EXIT_E,12.0,12,START_R17 -> Y12 -> DOOR_22 -> Y10 -> Y9 -> Y8 -> Y7 -> Y6 -> Y5 -> Y4 -> Y3 -> Y2 -> EXIT_E,4,EXIT_E,12.0,12,24.31666666666667,36.31666666666667,START_R17 -> Y12 -> DOOR_22 -> Y10 -> Y9 -> Y8 -> Y7 -> Y6 -> Y5 -> Y4 -> Y3 -> Y2 -> EXIT_E,False,False,0.0,0
R18,EXIT_E,15.0,15,START_R18 -> AB12 -> DOOR_21 -> AB10 -> AA10 -> Z10 -> Y10 -> Y9 -> Y8 -> Y7 -> Y6 -> Y5 -> Y4 -> Y3 -> Y2 -> EXIT_E,4,EXIT_D,27.5,27,20.294444444444444,47.79444444444444,START_R18 -> AB12 -> DOOR_21 -> AB10 -> AA10 -> Z10 -> Y10 -> X10 -> W10 -> V10 -> U10 -> T10 -> S10 -> R10 -> Q10 -> DOOR_15 -> O10 -> O8 -> N8 -> N7 -> N6 -> N5 -> N4 -> N3 -> O3 -> P3 -> P2 -> EXIT_D,True,True,12.5,12
R19,EXIT_E,17.5,18,START_R19 -> AE12 -> DOOR_24 -> AE10 -> AD10 -> AC10 -> AB10 -> AA10 -> Z10 -> Y10 -> Y9 -> Y8 -> Y7 -> Y6 -> Y5 -> Y4 -> Y3 -> Y2 -> EXIT_E,3,EXIT_E,21.5,22,25.418402777777775,46.91840277777777,START_R19 -> AE12 -> DOOR_24 -> AE10 -> AD10 -> AC10 -> AB10 -> AA10 -> Z10 -> Y10 -> Y9 -> Y8 -> Y7 -> DOOR_11 -> START_R08 -> W6 -> DOOR_07 -> W4 -> START_R03 -> DOOR_02 -> Y3 -> Y2 -> EXIT_E,False,True,4.0,4
R20,EXIT_A,8.0,8,START_R20 -> C20 -> DOOR_37 -> C22 -> DOOR_44 -> C24 -> START_R28 -> C26 -> EXIT_A,3,EXIT_G,8.0,8,8.25451388888889,16.25451388888889,START_R20 -> C18 -> D18 -> DOOR_31 -> D16 -> C16 -> B16 -> A16 -> EXIT_G,True,True,0.0,0
R21,EXIT_G,11.0,11,START_R21 -> H18 -> DOOR_29 -> H16 -> G16 -> F16 -> E16 -> D16 -> C16 -> B16 -> A16 -> EXIT_G,10,EXIT_G,11.0,11,19.618055555555557,30.618055555555557,START_R21 -> H18 -> DOOR_29 -> H16 -> G16 -> F16 -> E16 -> D16 -> C16 -> B16 -> A16 -> EXIT_G,False,False,0.0,0
R22,EXIT_F,13.75,13,START_R22 -> N18.5 -> O18.5 -> DOOR_33 -> P18.5 -> P19 -> P20 -> P21 -> P22 -> P23 -> P24 -> P25 -> P26 -> EXIT_F,10,EXIT_F,13.75,13,21.423611111111114,35.173611111111114,START_R22 -> N18.5 -> O18.5 -> DOOR_33 -> P18.5 -> P19 -> P20 -> P21 -> P22 -> P23 -> P24 -> P25 -> P26 -> EXIT_F,False,False,0.0,0
R23,EXIT_F,11.75,13,START_R23 -> R18.5 -> Q18.5 -> DOOR_35 -> P18.5 -> P19 -> P20 -> P21 -> P22 -> P23 -> P24 -> P25 -> P26 -> EXIT_F,10,EXIT_H,18.5,19,19.201388888888896,37.70138888888891,START_R23 -> R18.5 -> S18.5 -> DOOR_34 -> U18.5 -> U18 -> U17 -> U16 -> V16 -> W16 -> X16 -> Y16 -> Z16 -> AA16 -> AB16 -> AC16 -> AD16 -> AE16 -> AF16 -> EXIT_H,True,True,6.75,6
R24,EXIT_H,12.0,12,START_R24 -> X18 -> DOOR_30 -> X16 -> Y16 -> Z16 -> AA16 -> AB16 -> AC16 -> AD16 -> AE16 -> AF16 -> EXIT_H,10,EXIT_B,14.0,14,24.826388888888893,38.8263888888889,START_R24 -> X20 -> DOOR_39 -> X22 -> Y22 -> Z22 -> AA22 -> AB22 -> AD22 -> DOOR_47 -> AD24 -> START_R33 -> AC25 -> AC26 -> EXIT_B,True,True,2.0,2
R25,EXIT_H,6.0,6,START_R25 -> AD18 -> DOOR_28 -> AD16 -> AE16 -> AF16 -> EXIT_H,10,EXIT_H,6.0,6,16.979166666666664,22.979166666666664,START_R25 -> AD18 -> DOOR_28 -> AD16 -> AE16 -> AF16 -> EXIT_H,False,False,0.0,0
R26,EXIT_F,10.0,9,START_R26 -> O21 -> DOOR_43 -> P21 -> P22 -> P23 -> P24 -> P25 -> P26 -> EXIT_F,6,EXIT_A,17.0,17,11.787500000000001,28.787499999999998,START_R26 -> M21 -> DOOR_40 -> K21 -> K22 -> J22 -> I22 -> H22 -> G22 -> F22 -> E22 -> D22 -> C22 -> DOOR_44 -> C24 -> START_R28 -> C26 -> EXIT_A,True,True,7.0,8
R27,EXIT_F,8.25,9,START_R27 -> Q21 -> DOOR_41 -> P21 -> P22 -> P23 -> P24 -> P25 -> P26 -> EXIT_F,1,EXIT_F,14.0,15,4.407986111111112,18.407986111111114,START_R27 -> S21 -> DOOR_42 -> U21 -> U22 -> U23 -> T23 -> S23 -> DOOR_46 -> S24 -> START_R31 -> R25 -> DOOR_55 -> P25 -> P26 -> EXIT_F,False,True,5.75,6
R28,EXIT_A,2.0,2,START_R28 -> C26 -> EXIT_A,2,EXIT_A,2.0,2,1.0000000000000002,3.0,START_R28 -> C26 -> EXIT_A,False,False,0.0,0
R29,EXIT_A,8.0,8,START_R29 -> G25 -> DOOR_50 -> E25 -> DOOR_54 -> D25 -> D26 -> C26 -> EXIT_A,4,EXIT_A,8.0,8,3.9833333333333343,11.983333333333334,START_R29 -> G25 -> DOOR_50 -> E25 -> DOOR_54 -> D25 -> D26 -> C26 -> EXIT_A,False,False,0.0,0
