node_id,node_type,grid_position,capacity_units,effective_capacity_people,occupants_using_node,rooms_using_node,utilization_ratio,utilization_percent,is_congested
E3,navigation,E3,1.0,10.0,41,7,4.1,409.99999999999994,True
Y3,navigation,Y3,1.0,10.0,35,9,3.5,350.0,True
P25,navigation,P25,1.0,10.0,32,6,3.2,320.0,True
P21,navigation,P21,1.0,10.0,27,4,2.7,270.0,True
AD16,navigation,AD16,1.0,10.0,20,2,2.0,200.0,True
P18.5,navigation,P18.5,1.0,10.0,20,2,2.0,200.0,True
Y7,navigation,Y7,1.0,10.0,19,5,1.9,190.0,True
C3,navigation,C3,1.0,10.0,18,1,1.8,180.0,True
DOOR_01,door,D3,1.0,10.0,18,1,1.8,180.0,True
P26,navigation,P26,2.0,20.0,32,6,1.6,160.0,True
E7,navigation,E7,1.0,10.0,15,4,1.5,150.0,True
Y10,navigation,Y10,1.0,10.0,15,4,1.5,150.0,True
P2,navigation,P2,2.0,20.0,28,3,1.4,140.0,True
EXIT_C,exit,E1,3.0,30.0,41,7,1.3666666666666667,136.66666666666666,True
E2,navigation,E2,3.0,30.0,41,7,1.3666666666666667,136.66666666666666,True
P22,navigation,P22,2.0,20.0,27,4,1.35,135.0,True
P23,navigation,P23,2.0,20.0,27,4,1.35,135.0,True
P24,navigation,P24,2.0,20.0,27,4,1.35,135.0,True
DOOR_04,door,Z3,1.0,10.0,12,3,1.2,120.0,True
AA3,navigation,AA3,1.0,10.0,12,3,1.2,120.0,True
E10,navigation,E10,1.0,10.0,12,3,1.2,120.0,True
EXIT_E,exit,Y1,3.0,30.0,35,9,1.1666666666666667,116.66666666666667,True
Y2,navigation,Y2,3.0,30.0,35,9,1.1666666666666667,116.66666666666667,True
EXIT_F,exit,P27,3.0,30.0,32,6,1.0666666666666667,106.66666666666667,True
O2,navigation,O2,2.0,20.0,20,1,1.0,100.0,False
D16,navigation,D16,1.0,10.0,10,1,1.0,100.0,False
H16,navigation,H16,1.0,10.0,10,1,1.0,100.0,False
X16,navigation,X16,1.0,10.0,10,1,1.0,100.0,False
DOOR_29,door,H17,1.0,10.0,10,1,1.0,100.0,False
