node_id,node_type,grid_position,capacity_units,effective_capacity_people,occupants_using_node,rooms_using_node,utilization_ratio,utilization_percent,is_congested
C7,navigation,B_A4,2.0,20.0,73,4,3.65,365.0,True
C1,navigation,C_A3,2.0,20.0,60,4,3.0,300.0,True
C0,navigation,B_A3,3.0,30.0,87,6,2.9,290.0,True
C6,navigation,B_A5,3.0,30.0,62,3,2.066666666666667,206.66666666666669,True
C5,navigation,C_A5,2.0,20.0,39,2,1.95,195.0,True
EELBOW_EXIT_B,navigation,C4,4.0,40.0,73,4,1.825,182.5,True
EXIT_B,exit,C5,4.0,40.0,73,4,1.825,182.5,True
EELBOW_EXIT_A,navigation,C3,5.0,50.0,87,6,1.74,174.0,True
EXIT_A,exit,C4,5.0,50.0,87,6,1.74,174.0,True
DOOR_02,door,C2,2.0,20.0,25,1,1.25,125.0,True
ELBOW_R02,navigation,C3,2.0,20.0,25,1,1.25,125.0,True
DOOR_05,door,D4,2.0,20.0,24,1,1.2,120.0,True
ELBOW_R05,navigation,D5,2.0,20.0,24,1,1.2,120.0,True
DOOR_07,door,B4,2.0,20.0,23,1,1.15,114.99999999999999,True
DOOR_09,door,B2,2.0,20.0,20,1,1.0,100.0,False
DOOR_10,door,C2,2.0,20.0,18,1,0.9,90.0,False
ELBOW_R10,navigation,C3,2.0,20.0,18,1,0.9,90.0,False
C2,navigation,D_A3,2.0,20.0,17,2,0.85,85.0,False
C4,navigation,D_A5,3.0,30.0,24,1,0.8,80.0,False
ELBOW_R07,navigation,B5,3.0,30.0,23,1,0.7666666666666667,76.66666666666667,False
DOOR_06,door,C4,2.0,20.0,15,1,0.75,75.0,False
ELBOW_R06,navigation,C5,2.0,20.0,15,1,0.75,75.0,False
ELBOW_R09,navigation,B3,3.0,30.0,20,1,0.6666666666666666,66.66666666666666,False
C3,navigation,D_A4,2.0,20.0,12,1,0.6,60.0,False
DOOR_04,door,D3,2.0,20.0,12,1,0.6,60.0,False
ELBOW_R04,navigation,D4,2.0,20.0,12,1,0.6,60.0,False
DOOR_08,door,B3,2.0,20.0,11,1,0.55,55.00000000000001,False
ELBOW_R08,navigation,B4,2.0,20.0,11,1,0.55,55.00000000000001,False
DOOR_01,door,B2,2.0,20.0,7,1,0.35,35.0,False
ELBOW_R01,navigation,B3,2.0,20.0,7,1,0.35,35.0,False
DOOR_03,door,D2,2.0,20.0,5,1,0.25,25.0,False
ELBOW_R03,navigation,D3,2.0,20.0,5,1,0.25,25.0,False
