room_id,classical_exit,classical_distance,classical_hops,classical_path,occupancy,congestion_aware_exit,congestion_aware_distance,congestion_aware_hops,congestion_penalty,combined_cost,congestion_aware_path,exit_changed,path_changed,extra_distance,extra_hops
R01,EXIT_A,5.0,5,START_R01 -> DOOR_01 -> ELBOW_R01 -> C0 -> EELBOW_EXIT_A -> EXIT_A,18,EXIT_A,5.0,5,10.998000000000001,15.998000000000001,START_R01 -> DOOR_01 -> ELBOW_R01 -> C0 -> EELBOW_EXIT_A -> EXIT_A,False,False,0.0,0
R02,EXIT_A,6.0,6,START_R02 -> DOOR_02 -> ELBOW_R02 -> C1 -> C0 -> EELBOW_EXIT_A -> EXIT_A,10,EXIT_D,7.0,7,6.695333333333333,13.695333333333334,START_R02 -> DOOR_02 -> ELBOW_R02 -> C1 -> C0 -> C15 -> EELBOW_EXIT_D -> EXIT_D,True,True,1.0,1
R03,EXIT_A,7.0,7,START_R03 -> DOOR_03 -> ELBOW_R03 -> C2 -> C1 -> C0 -> EELBOW_EXIT_A -> EXIT_A,8,EXIT_A,7.0,7,9.08888888888889,16.088888888888892,START_R03 -> DOOR_03 -> ELBOW_R03 -> C2 -> C1 -> C0 -> EELBOW_EXIT_A -> EXIT_A,False,False,0.0,0
R04,EXIT_B,7.0,7,START_R04 -> DOOR_04 -> ELBOW_R04 -> C3 -> C4 -> C5 -> EELBOW_EXIT_B -> EXIT_B,15,EXIT_B,7.0,7,15.284180555555555,22.284180555555555,START_R04 -> DOOR_04 -> ELBOW_R04 -> C3 -> C4 -> C5 -> EELBOW_EXIT_B -> EXIT_B,False,False,0.0,0
R05,EXIT_B,6.0,6,START_R05 -> DOOR_05 -> ELBOW_R05 -> C4 -> C5 -> EELBOW_EXIT_B -> EXIT_B,3,EXIT_B,6.0,6,11.957,17.957,START_R05 -> DOOR_05 -> ELBOW_R05 -> C4 -> C5 -> EELBOW_EXIT_B -> EXIT_B,False,False,0.0,0
R06,EXIT_B,5.0,5,START_R06 -> DOOR_06 -> ELBOW_R06 -> C5 -> EELBOW_EXIT_B -> EXIT_B,13,EXIT_B,5.0,5,13.97838888888889,18.97838888888889,START_R06 -> DOOR_06 -> ELBOW_R06 -> C5 -> EELBOW_EXIT_B -> EXIT_B,False,False,0.0,0
R07,EXIT_B,6.0,6,START_R07 -> DOOR_07 -> ELBOW_R07 -> C6 -> C5 -> EELBOW_EXIT_B -> EXIT_B,7,EXIT_C,9.0,9,4.340583333333333,13.340583333333331,START_R07 -> DOOR_07 -> ELBOW_R07 -> C6 -> C7 -> C8 -> C9 -> C10 -> EELBOW_EXIT_C -> EXIT_C,True,True,3.0,3
R08,EXIT_B,7.0,7,START_R08 -> DOOR_08 -> ELBOW_R08 -> C7 -> C6 -> C5 -> EELBOW_EXIT_B -> EXIT_B,23,EXIT_B,7.0,7,12.725388888888888,19.725388888888887,START_R08 -> DOOR_08 -> ELBOW_R08 -> C7 -> C6 -> C5 -> EELBOW_EXIT_B -> EXIT_B,False,False,0.0,0
R09,EXIT_C,7.0,7,START_R09 -> DOOR_09 -> ELBOW_R09 -> C8 -> C9 -> C10 -> EELBOW_EXIT_C -> EXIT_C,4,EXIT_C,7.0,7,3.654791666666667,10.654791666666668,START_R09 -> DOOR_09 -> ELBOW_R09 -> C8 -> C9 -> C10 -> EELBOW_EXIT_C -> EXIT_C,False,False,0.0,0
R10,EXIT_C,6.0,6,START_R10 -> DOOR_10 -> ELBOW_R10 -> C9 -> C10 -> EELBOW_EXIT_C -> EXIT_C,4,EXIT_C,6.0,6,4.298,10.298,START_R10 -> DOOR_10 -> ELBOW_R10 -> C9 -> C10 -> EELBOW_EXIT_C -> EXIT_C,False,False,0.0,0
