room_id,room_name,start_node,primary_exit,distance,hops,path,astar_matches_distance,astar_same_exact_path,capacity,occupancy
R01,Room 01,START_R01,EXIT_A,5.0,5,START_R01 -> DOOR_01 -> ELBOW_R01 -> C0 -> EELBOW_EXIT_A -> EXIT_A,True,True,19,18
R02,Room 02,START_R02,EXIT_A,6.0,6,START_R02 -> DOOR_02 -> ELBOW_R02 -> C1 -> C0 -> EELBOW_EXIT_A -> EXIT_A,True,True,11,10
R03,Room 03,START_R03,EXIT_A,7.0,7,START_R03 -> DOOR_03 -> ELBOW_R03 -> C2 -> C1 -> C0 -> EELBOW_EXIT_A -> EXIT_A,True,True,8,8
R04,Room 04,START_R04,EXIT_B,7.0,7,START_R04 -> DOOR_04 -> ELBOW_R04 -> C3 -> C4 -> C5 -> EELBOW_EXIT_B -> EXIT_B,True,True,20,15
R05,Room 05,START_R05,EXIT_B,6.0,6,START_R05 -> DOOR_05 -> ELBOW_R05 -> C4 -> C5 -> EELBOW_EXIT_B -> EXIT_B,True,True,3,3
R06,Room 06,START_R06,EXIT_B,5.0,5,START_R06 -> DOOR_06 -> ELBOW_R06 -> C5 -> EELBOW_EXIT_B -> EXIT_B,True,True,15,13
R07,Room 07,START_R07,EXIT_B,6.0,6,START_R07 -> DOOR_07 -> ELBOW_R07 -> C6 -> C5 -> EELBOW_EXIT_B -> EXIT_B,True,True,8,7
R08,Room 08,START_R08,EXIT_B,7.0,7,START_R08 -> DOOR_08 -> ELBOW_R08 -> C7 -> C6 -> C5 -> EELBOW_EXIT_B -> EXIT_B,True,True,23,23
R09,Room 09,START_R09,EXIT_C,7.0,7,START_R09 -> DOOR_09 -> ELBOW_R09 -> C8 -> C9 -> C10 -> EELBOW_EXIT_C -> EXIT_C,True,True,4,4
R10,Room 10,START_R10,EXIT_C,6.0,6,START_R10 -> DOOR_10 -> ELBOW_R10 -> C9 -> C10 -> EELBOW_EXIT_C -> EXIT_C,True,True,4,4
R11,Room 11,START_R11,EXIT_C,5.0,5,START_R11 -> DOOR_11 -> ELBOW_R11 -> C10 -> EELBOW_EXIT_C -> EXIT_C,True,True,8,3
R12,Room 12,START_R12,EXIT_C,6.0,6,START_R12 -> DOOR_12 -> ELBOW_R12 -> C11 -> C10 -> EELBOW_EXIT_C -> EXIT_C,True,True,4,2
R13,Room 13,START_R13,EXIT_C,7.0,7,START_R13 -> DOOR_13 -> ELBOW_R13 -> C12 -> C11 -> C10 -> EELBOW_EXIT_C -> EXIT_C,True,True,11,10
R14,Room 14,START_R14,EXIT_D,7.0,7,START_R14 -> DOOR_14 -> ELBOW_R14 -> C13 -> C14 -> C15 -> EELBOW_EXIT_D -> EXIT_D,True,True,12,7
R15,Room 15,START_R15,EXIT_D,6.0,6,START_R15 -> DOOR_15 -> ELBOW_R15 -> C14 -> C15 -> EELBOW_EXIT_D -> EXIT_D,True,True,11,7
R16,Room 16,START_R16,EXIT_D,5.0,5,START_R16 -> DOOR_16 -> ELBOW_R16 -> C15 -> EELBOW_EXIT_D -> EXIT_D,True,True,24,24
R17,Room 17,START_R17,EXIT_A,5.0,5,START_R17 -> DOOR_17 -> ELBOW_R17 -> C0 -> EELBOW_EXIT_A -> EXIT_A,True,True,18,14
R18,Room 18,START_R18,EXIT_A,6.0,6,START_R18 -> DOOR_18 -> ELBOW_R18 -> C1 -> C0 -> EELBOW_EXIT_A -> EXIT_A,True,True,4,3
R19,Room 19,START_R19,EXIT_A,7.0,7,START_R19 -> DOOR_19 -> ELBOW_R19 -> C2 -> C1 -> C0 -> EELBOW_EXIT_A -> EXIT_A,True,True,6,6
R20,Room 20,START_R20,EXIT_B,7.0,7,START_R20 -> DOOR_20 -> ELBOW_R20 -> C3 -> C4 -> C5 -> EELBOW_EXIT_B -> EXIT_B,True,True,4,2
