source,target,edge_type,distance,capacity_units,effective_capacity_people,occupants_using_edge,rooms_using_edge,utilization_ratio,utilization_percent,is_congested
H34,EXIT_A,exit,1.0,3.0,30.0,42,7,1.4,140.0,True
I2,I3,navigation,1.0,2.0,20.0,27,11,1.35,135.0,True
H34,START_R24,room_start,1.0,4.0,40.0,42,7,1.05,105.0,True
I2,EXIT_C,exit,1.0,3.0,30.0,27,11,0.9,90.0,False
I3,I4,navigation,1.0,2.0,20.0,18,9,0.9,90.0,False
I4,I5.5,navigation,1.0,2.0,20.0,18,9,0.9,90.0,False
I5.5,I7,navigation,1.0,2.0,20.0,18,9,0.9,90.0,False
B18,C18,navigation,1.0,2.0,20.0,16,6,0.8,80.0,False
I26,DOOR_26,room_to_door,0.5,1.0,10.0,8,2,0.8,80.0,False
I28,DOOR_26,room_to_door,1.0,1.0,10.0,8,2,0.8,80.0,False
G30,DOOR_30,room_to_door,0.5,1.0,10.0,8,2,0.8,80.0,False
I30,I32,navigation,1.0,2.0,20.0,16,4,0.8,80.0,False
G32,DOOR_30,room_to_door,0.5,1.0,10.0,8,2,0.8,80.0,False
C18,D18,navigation,1.0,2.0,20.0,15,5,0.75,75.0,False
D18,E18,navigation,1.0,2.0,20.0,15,5,0.75,75.0,False
E18,F18,navigation,1.0,2.0,20.0,15,5,0.75,75.0,False
F18,G18,navigation,1.0,2.0,20.0,13,4,0.65,65.0,False
G18,H18,navigation,0.5,2.0,20.0,13,4,0.65,65.0,False
H18,I18,navigation,1.0,2.0,20.0,13,4,0.65,65.0,False
G3,DOOR_01,room_to_door,0.5,1.0,10.0,6,1,0.6,60.0,False
I3,DOOR_01,door_to_hallway,1.0,1.0,10.0,6,1,0.6,60.0,False
G7,DOOR_03,room_to_door,0.5,1.0,10.0,6,3,0.6,60.0,False
I7,DOOR_03,door_to_hallway,1.0,1.0,10.0,6,3,0.6,60.0,False
B18,EXIT_B,exit,1.0,3.0,30.0,16,6,0.5333333333333333,53.333333333333336,False
I32,I33,navigation,1.0,3.0,30.0,16,4,0.5333333333333333,53.333333333333336,False
I7,I8,navigation,1.0,2.0,20.0,10,5,0.5,50.0,False
I8,I10,navigation,1.0,2.0,20.0,10,5,0.5,50.0,False
G8,DOOR_07,room_to_door,0.5,1.0,10.0,4,2,0.4,40.0,False
G10,DOOR_07,room_to_door,0.5,1.0,10.0,4,2,0.4,40.0,False
G11,DOOR_13,room_to_door,0.5,1.0,10.0,4,1,0.4,40.0,False
I11,DOOR_13,door_to_hallway,1.0,1.0,10.0,4,1,0.4,40.0,False
I15,DOOR_17,door_to_hallway,1.0,1.0,10.0,4,1,0.4,40.0,False
K15,DOOR_17,room_to_door,1.0,1.0,10.0,4,1,0.4,40.0,False
O18,DOOR_21,door_to_hallway,0.5,1.0,10.0,4,1,0.4,40.0,False
O20,DOOR_21,room_to_door,0.5,1.0,10.0,4,1,0.4,40.0,False
F25,DOOR_24,room_to_door,1.0,1.0,10.0,4,1,0.4,40.0,False
H25,DOOR_24,room_to_door,0.5,1.0,10.0,4,1,0.4,40.0,False
J25,DOOR_25,room_to_door,0.5,1.0,10.0,4,1,0.4,40.0,False
L25,DOOR_25,room_to_door,1.0,1.0,10.0,4,1,0.4,40.0,False
C29,DOOR_27,room_to_door,1.0,1.0,10.0,4,1,0.4,40.0,False
D29,DOOR_27,room_to_door,0.5,1.0,10.0,4,1,0.4,40.0,False
L29,DOOR_29,room_to_door,1.0,1.0,10.0,4,1,0.4,40.0,False
N29,DOOR_29,room_to_door,1.0,1.0,10.0,4,1,0.4,40.0,False
I33,START_R24,room_start,0.75,4.0,40.0,16,4,0.4,40.0,False
I15,I16,navigation,1.0,2.0,20.0,7,2,0.35,35.0,False
I16,I18,navigation,1.5,2.0,20.0,7,2,0.35,35.0,False
I3,DOOR_02,door_to_hallway,1.0,1.0,10.0,3,1,0.3,30.0,False
K3,DOOR_02,room_to_door,0.5,1.0,10.0,3,1,0.3,30.0,False
I10,J10,navigation,1.0,2.0,20.0,6,4,0.3,30.0,False
J10,K10,navigation,0.5,2.0,20.0,6,4,0.3,30.0,False
K10,L10,navigation,1.0,2.0,20.0,6,4,0.3,30.0,False
G15,DOOR_16,room_to_door,0.5,1.0,10.0,3,1,0.3,30.0,False
I15,DOOR_16,door_to_hallway,1.0,1.0,10.0,3,1,0.3,30.0,False
I28,I29,navigation,1.0,3.0,30.0,8,2,0.26666666666666666,26.666666666666668,False
I29,I30,navigation,1.0,3.0,30.0,8,2,0.26666666666666666,26.666666666666668,False
F30,G30,navigation,1.0,3.0,30.0,8,2,0.26666666666666666,26.666666666666668,False
I30,J30,navigation,1.0,3.0,30.0,8,2,0.26666666666666666,26.666666666666668,False
G32,H32,navigation,0.5,3.0,30.0,8,2,0.26666666666666666,26.666666666666668,False
L10,M10,navigation,1.0,2.0,20.0,5,3,0.25,25.0,False
M10,N10,navigation,1.0,2.0,20.0,5,3,0.25,25.0,False
E3,F3,navigation,1.0,3.0,30.0,6,1,0.2,20.0,False
F3,G3,navigation,1.0,3.0,30.0,6,1,0.2,20.0,False
I7,DOOR_04,door_to_hallway,1.0,1.0,10.0,2,1,0.2,20.0,False
K7,DOOR_04,room_to_door,0.5,1.0,10.0,2,1,0.2,20.0,False
C8,DOOR_05,room_to_door,0.5,1.0,10.0,2,1,0.2,20.0,False
E8,DOOR_06,room_to_door,0.5,1.0,10.0,2,1,0.2,20.0,False
N8,DOOR_09,room_to_door,0.5,1.0,10.0,2,1,0.2,20.0,False
P8,DOOR_10,room_to_door,0.5,1.0,10.0,2,1,0.2,20.0,False
C10,DOOR_05,room_to_door,0.5,1.0,10.0,2,1,0.2,20.0,False
E10,DOOR_06,room_to_door,0.5,1.0,10.0,2,1,0.2,20.0,False
I10,I11,navigation,1.0,2.0,20.0,4,1,0.2,20.0,False
N10,DOOR_09,door_to_hallway,1.0,1.0,10.0,2,1,0.2,20.0,False
P10,DOOR_10,door_to_hallway,1.0,1.0,10.0,2,1,0.2,20.0,False
F18,DOOR_19,door_to_hallway,0.5,1.0,10.0,2,1,0.2,20.0,False
I18,J18,navigation,1.0,2.0,20.0,4,1,0.2,20.0,False
J18,K18,navigation,1.0,2.0,20.0,4,1,0.2,20.0,False
K18,L18,navigation,1.0,2.0,20.0,4,1,0.2,20.0,False
L18,M18,navigation,1.0,2.0,20.0,4,1,0.2,20.0,False
M18,N18,navigation,1.0,2.0,20.0,4,1,0.2,20.0,False
N18,O18,navigation,1.0,2.0,20.0,4,1,0.2,20.0,False
F20,DOOR_19,room_to_door,0.5,1.0,10.0,2,1,0.2,20.0,False
I21,DOOR_23,door_to_hallway,1.0,1.0,10.0,2,1,0.2,20.0,False
K21,DOOR_23,room_to_door,1.0,1.0,10.0,2,1,0.2,20.0,False
H26,I26,navigation,1.0,2.0,20.0,4,1,0.2,20.0,False
F30,START_R20,room_start,0.6,4.0,40.0,8,2,0.2,20.0,False
J30,START_R21,room_start,0.6,4.0,40.0,8,2,0.2,20.0,False
H32,START_R24,room_start,1.0,4.0,40.0,8,2,0.2,20.0,False
E3,START_R02,room_start,1.0,4.0,40.0,6,1,0.15,15.0,False
G7,G8,navigation,1.0,3.0,30.0,4,2,0.13333333333333333,13.333333333333334,False
E10,F10,navigation,1.0,3.0,30.0,4,2,0.13333333333333333,13.333333333333334,False
F10,G10,navigation,1.0,3.0,30.0,4,2,0.13333333333333333,13.333333333333334,False
E11,F11,navigation,1.0,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
F11,G11,navigation,1.0,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
K15,L15,navigation,1.0,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
E25,F25,navigation,1.0,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
H25,H26,navigation,1.0,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
I25,I26,navigation,1.0,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
I25,J25,navigation,1.0,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
L25,M25,navigation,1.0,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
D29,E29,navigation,1.0,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
K29,L29,navigation,1.0,3.0,30.0,4,1,0.13333333333333333,13.333333333333334,False
K3,L3,navigation,1.0,3.0,30.0,3,1,0.1,10.0,False
L3,M3,navigation,1.0,3.0,30.0,3,1,0.1,10.0,False
M3,N3,navigation,1.0,3.0,30.0,3,1,0.1,10.0,False
L10,DOOR_11,door_to_hallway,0.5,1.0,10.0,1,1,0.1,10.0,False
N10,DOOR_12,door_to_hallway,0.5,1.0,10.0,1,1,0.1,10.0,False
