node_id,node_type,grid_position,capacity_units,effective_capacity_people,occupants_using_node,rooms_using_node,utilization_ratio,utilization_percent,is_congested
I3,navigation,I3,1.0,10.0,26,10,2.6,260.0,True
I7,navigation,I7,1.0,10.0,17,8,1.7,170.0,True
C18,navigation,C18,1.0,10.0,17,7,1.7,170.0,True
F18,navigation,F18,1.0,10.0,16,6,1.6,160.0,True
H34,navigation,H34,3.0,30.0,42,7,1.4,140.0,True
EXIT_A,exit,H35,3.0,30.0,42,7,1.4,140.0,True
I2,navigation,I2,2.0,20.0,26,10,1.3,130.0,True
I15,navigation,I15,1.0,10.0,11,4,1.1,110.00000000000001,True
I11,navigation,I11,1.0,10.0,9,3,0.9,90.0,False
EXIT_C,exit,I1,3.0,30.0,26,10,0.8666666666666667,86.66666666666667,False
I4,navigation,I4,2.0,20.0,17,8,0.85,85.0,False
I5.5,navigation,I5.5,2.0,20.0,17,8,0.85,85.0,False
B18,navigation,B18,2.0,20.0,17,7,0.85,85.0,False
D18,navigation,D18,2.0,20.0,16,6,0.8,80.0,False
E18,navigation,E18,2.0,20.0,16,6,0.8,80.0,False
I26,navigation,I26,1.0,10.0,8,2,0.8,80.0,False
I28,navigation,I28,1.0,10.0,8,2,0.8,80.0,False
I29,navigation,I29,1.0,10.0,8,2,0.8,80.0,False
DOOR_26,door,I27,1.0,10.0,8,2,0.8,80.0,False
G3,navigation,G3,1.0,10.0,6,1,0.6,60.0,False
L10,navigation,L10,1.0,10.0,6,4,0.6,60.0,False
G11,navigation,G11,1.0,10.0,6,2,0.6,60.0,False
I18,navigation,I18,2.0,20.0,12,4,0.6,60.0,False
F20,navigation,F20,1.0,10.0,6,3,0.6,60.0,False
I30,navigation,I30,2.0,20.0,12,3,0.6,60.0,False
I32,navigation,I32,2.0,20.0,12,3,0.6,60.0,False
DOOR_01,door,H3,1.0,10.0,6,1,0.6,60.0,False
DOOR_13,door,H11,1.0,10.0,6,2,0.6,60.0,False
DOOR_19,door,F19,1.0,10.0,6,3,0.6,60.0,False
EXIT_B,exit,A18,3.0,30.0,17,7,0.5666666666666667,56.666666666666664,False
N10,navigation,N10,1.0,10.0,5,3,0.5,50.0,False
G18,navigation,G18,2.0,20.0,10,3,0.5,50.0,False
H18,navigation,H18,2.0,20.0,10,3,0.5,50.0,False
I8,navigation,I8,2.0,20.0,9,4,0.45,45.0,False
I10,navigation,I10,2.0,20.0,9,4,0.45,45.0,False
G7,navigation,G7,1.0,10.0,4,2,0.4,40.0,False
K7,navigation,K7,1.0,10.0,4,2,0.4,40.0,False
E10,navigation,E10,1.0,10.0,4,2,0.4,40.0,False
G10,navigation,G10,1.0,10.0,4,2,0.4,40.0,False
K15,navigation,K15,1.0,10.0,4,1,0.4,40.0,False
I16,navigation,I16,2.0,20.0,8,3,0.4,40.0,False
M18,navigation,M18,1.0,10.0,4,1,0.4,40.0,False
