room_id,room_name,start_node,exit_node,dijkstra_distance,astar_distance,distances_match,same_exact_path,dijkstra_hops,astar_hops,dijkstra_path,astar_path
R01,Doctor's Office,START_R01,EXIT_A,30.25,30.25,True,True,32,32,START_R01 -> N3 -> M3 -> L3 -> K3 -> DOOR_02 -> I3 -> I4 -> I5.5 -> I7 -> I8 -> I10 -> I11 -> I12 -> I14 -> I15 -> I16 -> I18 -> I20 -> I21 -> I22 -> I24 -> I25 -> I26 -> DOOR_26 -> I28 -> I29 -> I30 -> I32 -> I33 -> START_R24 -> H34 -> EXIT_A,START_R01 -> N3 -> M3 -> L3 -> K3 -> DOOR_02 -> I3 -> I4 -> I5.5 -> I7 -> I8 -> I10 -> I11 -> I12 -> I14 -> I15 -> I16 -> I18 -> I20 -> I21 -> I22 -> I24 -> I25 -> I26 -> DOOR_26 -> I28 -> I29 -> I30 -> I32 -> I33 -> START_R24 -> H34 -> EXIT_A
R01,Doctor's Office,START_R01,EXIT_B,24.0,24.0,True,True,25,25,START_R01 -> N3 -> M3 -> L3 -> K3 -> DOOR_02 -> I3 -> I4 -> I5.5 -> I7 -> I8 -> I10 -> I11 -> I12 -> I14 -> I15 -> I16 -> I18 -> H18 -> G18 -> F18 -> E18 -> D18 -> C18 -> B18 -> EXIT_B,START_R01 -> N3 -> M3 -> L3 -> K3 -> DOOR_02 -> I3 -> I4 -> I5.5 -> I7 -> I8 -> I10 -> I11 -> I12 -> I14 -> I15 -> I16 -> I18 -> H18 -> G18 -> F18 -> E18 -> D18 -> C18 -> B18 -> EXIT_B
R01,Doctor's Office,START_R01,EXIT_C,7.0,7.0,True,True,8,8,START_R01 -> N3 -> M3 -> L3 -> K3 -> DOOR_02 -> I3 -> I2 -> EXIT_C,START_R01 -> N3 -> M3 -> L3 -> K3 -> DOOR_02 -> I3 -> I2 -> EXIT_C
R02,Staff Room,START_R02,EXIT_A,29.75,29.75,True,True,31,31,START_R02 -> E3 -> F3 -> G3 -> DOOR_01 -> I3 -> I4 -> I5.5 -> I7 -> I8 -> I10 -> I11 -> I12 -> I14 -> I15 -> I16 -> I18 -> I20 -> I21 -> I22 -> I24 -> I25 -> I26 -> DOOR_26 -> I28 -> I29 -> I30 -> I32 -> I33 -> START_R24 -> H34 -> EXIT_A,START_R02 -> E3 -> F3 -> G3 -> DOOR_01 -> I3 -> I4 -> I5.5 -> I7 -> I8 -> I10 -> I11 -> I12 -> I14 -> I15 -> I16 -> I18 -> I20 -> I21 -> I22 -> I24 -> I25 -> I26 -> DOOR_26 -> I28 -> I29 -> I30 -> I32 -> I33 -> START_R24 -> H34 -> EXIT_A
R02,Staff Room,START_R02,EXIT_B,23.5,23.5,True,True,24,24,START_R02 -> E3 -> F3 -> G3 -> DOOR_01 -> I3 -> I4 -> I5.5 -> I7 -> I8 -> I10 -> I11 -> I12 -> I14 -> I15 -> I16 -> I18 -> H18 -> G18 -> F18 -> E18 -> D18 -> C18 -> B18 -> EXIT_B,START_R02 -> E3 -> F3 -> G3 -> DOOR_01 -> I3 -> I4 -> I5.5 -> I7 -> I8 -> I10 -> I11 -> I12 -> I14 -> I15 -> I16 -> I18 -> H18 -> G18 -> F18 -> E18 -> D18 -> C18 -> B18 -> EXIT_B
R02,Staff Room,START_R02,EXIT_C,6.5,6.5,True,True,7,7,START_R02 -> E3 -> F3 -> G3 -> DOOR_01 -> I3 -> I2 -> EXIT_C,START_R02 -> E3 -> F3 -> G3 -> DOOR_01 -> I3 -> I2 -> EXIT_C
R03,Exam Room 1,START_R03,EXIT_A,29.0,29.0,True,False,31,31,START_R03 -> P8 -> DOOR_10 -> P10 -> O10 -> N10 -> M10 -> L10 -> K10 -> J10 -> I10 -> I11 -> I12 -> I14 -> I15 -> I16 -> I18 -> I20 -> I21 -> I22 -> I24 -> I25 -> I26 -> DOOR_26 -> I28 -> I29 -> I30 -> I32 -> I33 -> START_R24 -> H34 -> EXIT_A,START_R03 -> P8 -> DOOR_10 -> P10 -> O10 -> N10 -> M10 -> L10 -> K10 -> J10 -> J11 -> J12 -> I12 -> I14 -> I15 -> I16 -> I18 -> I20 -> I21 -> I22 -> I24 -> I25 -> I26 -> DOOR_26 -> I28 -> I29 -> I30 -> I32 -> I33 -> START_R24 -> H34 -> EXIT_A
R03,Exam Room 1,START_R03,EXIT_B,22.75,22.75,True,True,24,24,START_R03 -> P8 -> DOOR_10 -> P10 -> O10 -> N10 -> M10 -> L10 -> K10 -> J10 -> I10 -> I11 -> I12 -> I14 -> I15 -> I16 -> I18 -> H18 -> G18 -> F18 -> E18 -> D18 -> C18 -> B18 -> EXIT_B,START_R03 -> P8 -> DOOR_10 -> P10 -> O10 -> N10 -> M10 -> L10 -> K10 -> J10 -> I10 -> I11 -> I12 -> I14 -> I15 -> I16 -> I18 -> H18 -> G18 -> F18 -> E18 -> D18 -> C18 -> B18 -> EXIT_B
R03,Exam Room 1,START_R03,EXIT_C,15.75,15.75,True,True,17,17,START_R03 -> P8 -> DOOR_10 -> P10 -> O10 -> N10 -> M10 -> L10 -> K10 -> J10 -> I10 -> I8 -> I7 -> I5.5 -> I4 -> I3 -> I2 -> EXIT_C,START_R03 -> P8 -> DOOR_10 -> P10 -> O10 -> N10 -> M10 -> L10 -> K10 -> J10 -> I10 -> I8 -> I7 -> I5.5 -> I4 -> I3 -> I2 -> EXIT_C
R04,Exam Room 2,START_R04,EXIT_A,26.75,26.75,True,True,29,29,START_R04 -> D8 -> E8 -> DOOR_06 -> E10 -> E11 -> F11 -> G11 -> DOOR_13 -> I11 -> I12 -> I14 -> I15 -> I16 -> I18 -> I20 -> I21 -> I22 -> I24 -> I25 -> I26 -> DOOR_26 -> I28 -> I29 -> I30 -> I32 -> I33 -> START_R24 -> H34 -> EXIT_A,START_R04 -> D8 -> E8 -> DOOR_06 -> E10 -> E11 -> F11 -> G11 -> DOOR_13 -> I11 -> I12 -> I14 -> I15 -> I16 -> I18 -> I20 -> I21 -> I22 -> I24 -> I25 -> I26 -> DOOR_26 -> I28 -> I29 -> I30 -> I32 -> I33 -> START_R24 -> H34 -> EXIT_A
