edge_id,source,target,edge_type,distance,capacity_units,effective_capacity_people,selected_load_people,utilization,utilization_percent,over_capacity,overload_ratio,congestion_cost,overload_cost
E202:H34--EXIT_A,H34,EXIT_A,exit,1.0,3.0,30.0,40.0,1.3333333333333333,133.33333333333331,True,0.33333333333333326,8.88888888888889,0.5555555555555554
E219:I2--I3,I2,I3,navigation,1.0,2.0,20.0,26.0,1.3,130.0,True,0.30000000000000004,8.450000000000001,0.4500000000000001
E493:START_R24--H34,START_R24,H34,room_start,1.0,4.0,40.0,40.0,1.0,100.0,False,0.0,5.0,0.0
E011:B18--C18,B18,C18,navigation,1.0,2.0,20.0,19.0,0.95,95.0,False,0.0,4.5125,0.0
E049:C18--D18,C18,D18,navigation,1.0,2.0,20.0,18.0,0.9,90.0,False,0.0,4.050000000000001,0.0
E081:D18--E18,D18,E18,navigation,1.0,2.0,20.0,18.0,0.9,90.0,False,0.0,4.050000000000001,0.0
E112:E18--F18,E18,F18,navigation,1.0,2.0,20.0,18.0,0.9,90.0,False,0.0,4.050000000000001,0.0
E218:I2--EXIT_C,I2,EXIT_C,exit,1.0,3.0,30.0,26.0,0.8666666666666667,86.66666666666667,False,0.0,3.755555555555556,0.0
E238:I3--I4,I3,I4,navigation,1.0,2.0,20.0,17.0,0.85,85.0,False,0.0,3.6125,0.0
E244:I4--I5.5,I4,I5.5,navigation,1.0,2.0,20.0,17.0,0.85,85.0,False,0.0,3.6125,0.0
E245:I5.5--I7,I5.5,I7,navigation,1.0,2.0,20.0,17.0,0.85,85.0,False,0.0,3.6125,0.0
E149:F18--G18,F18,G18,navigation,1.0,2.0,20.0,16.0,0.8,80.0,False,0.0,3.2000000000000006,0.0
E175:G18--H18,G18,H18,navigation,0.5,2.0,20.0,16.0,0.8,80.0,False,0.0,3.2000000000000006,0.0
E185:G30--DOOR_30,G30,DOOR_30,room_to_door,0.5,1.0,10.0,8.0,0.8,80.0,False,0.0,3.2000000000000006,0.0
E186:G32--DOOR_30,G32,DOOR_30,room_to_door,0.5,1.0,10.0,8.0,0.8,80.0,False,0.0,3.2000000000000006,0.0
E193:H18--I18,H18,I18,navigation,1.0,2.0,20.0,16.0,0.8,80.0,False,0.0,3.2000000000000006,0.0
E239:I30--I32,I30,I32,navigation,1.0,2.0,20.0,14.0,0.7,70.0,False,0.0,2.4499999999999997,0.0
E204:I10--I8,I10,I8,navigation,1.0,2.0,20.0,13.0,0.65,65.0,False,0.0,2.1125000000000003,0.0
E207:I11--I12,I11,I12,navigation,1.0,2.0,20.0,13.0,0.65,65.0,False,0.0,2.1125000000000003,0.0
E209:I12--I14,I12,I14,navigation,1.0,2.0,20.0,13.0,0.65,65.0,False,0.0,2.1125000000000003,0.0
E211:I14--I15,I14,I15,navigation,1.0,2.0,20.0,13.0,0.65,65.0,False,0.0,2.1125000000000003,0.0
E248:I7--I8,I7,I8,navigation,1.0,2.0,20.0,13.0,0.65,65.0,False,0.0,2.1125000000000003,0.0
E012:B18--EXIT_B,B18,EXIT_B,exit,1.0,3.0,30.0,19.0,0.6333333333333333,63.33333333333333,False,0.0,2.0055555555555555,0.0
E183:G3--DOOR_01,G3,DOOR_01,room_to_door,0.5,1.0,10.0,6.0,0.6,60.0,False,0.0,1.7999999999999998,0.0
E190:G7--DOOR_03,G7,DOOR_03,room_to_door,0.5,1.0,10.0,6.0,0.6,60.0,False,0.0,1.7999999999999998,0.0
E214:I15--I16,I15,I16,navigation,1.0,2.0,20.0,12.0,0.6,60.0,False,0.0,1.7999999999999998,0.0
E215:I16--I18,I16,I18,navigation,1.5,2.0,20.0,12.0,0.6,60.0,False,0.0,1.7999999999999998,0.0
E229:I26--DOOR_26,I26,DOOR_26,room_to_door,0.5,1.0,10.0,6.0,0.6,60.0,False,0.0,1.7999999999999998,0.0
E236:I3--DOOR_01,I3,DOOR_01,door_to_hallway,1.0,1.0,10.0,6.0,0.6,60.0,False,0.0,1.7999999999999998,0.0
E246:I7--DOOR_03,I7,DOOR_03,door_to_hallway,1.0,1.0,10.0,6.0,0.6,60.0,False,0.0,1.7999999999999998,0.0
E503:DOOR_26--I28,DOOR_26,I28,room_to_door,1.0,1.0,10.0,6.0,0.6,60.0,False,0.0,1.7999999999999998,0.0
E241:I32--I33,I32,I33,navigation,1.0,3.0,30.0,14.0,0.4666666666666667,46.666666666666664,False,0.0,1.088888888888889,0.0
E203:I10--I11,I10,I11,navigation,1.0,2.0,20.0,9.0,0.45,45.0,False,0.0,1.0125000000000002,0.0
E063:C29--DOOR_27,C29,DOOR_27,room_to_door,1.0,1.0,10.0,4.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E089:D29--DOOR_27,D29,DOOR_27,room_to_door,0.5,1.0,10.0,4.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E156:F25--DOOR_24,F25,DOOR_24,room_to_door,1.0,1.0,10.0,4.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E168:G10--DOOR_07,G10,DOOR_07,room_to_door,0.5,1.0,10.0,4.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E170:G11--DOOR_13,G11,DOOR_13,room_to_door,0.5,1.0,10.0,4.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E192:G8--DOOR_07,G8,DOOR_07,room_to_door,0.5,1.0,10.0,4.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E196:H25--DOOR_24,H25,DOOR_24,room_to_door,0.5,1.0,10.0,4.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E206:I11--DOOR_13,I11,DOOR_13,door_to_hallway,1.0,1.0,10.0,4.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E213:I15--DOOR_17,I15,DOOR_17,door_to_hallway,1.0,1.0,10.0,4.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E216:I18--I20,I18,I20,navigation,1.0,2.0,20.0,8.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E220:I20--I21,I20,I21,navigation,1.0,2.0,20.0,8.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E255:J25--DOOR_25,J25,DOOR_25,room_to_door,0.5,1.0,10.0,4.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E263:K15--DOOR_17,K15,DOOR_17,room_to_door,1.0,1.0,10.0,4.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E313:L25--DOOR_25,L25,DOOR_25,room_to_door,1.0,1.0,10.0,4.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E317:L29--DOOR_29,L29,DOOR_29,room_to_door,1.0,1.0,10.0,4.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E379:N29--DOOR_29,N29,DOOR_29,room_to_door,1.0,1.0,10.0,4.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E399:O18--DOOR_21,O18,DOOR_21,door_to_hallway,0.5,1.0,10.0,4.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E403:O20--DOOR_21,O20,DOOR_21,room_to_door,0.5,1.0,10.0,4.0,0.4,40.0,False,0.0,0.8000000000000002,0.0
E494:START_R24--I33,START_R24,I33,room_start,0.75,4.0,40.0,14.0,0.35,35.0,False,0.0,0.6124999999999999,0.0
E173:G15--DOOR_16,G15,DOOR_16,room_to_door,0.5,1.0,10.0,3.0,0.3,30.0,False,0.0,0.44999999999999996,0.0
E205:I10--J10,I10,J10,navigation,1.0,2.0,20.0,6.0,0.3,30.0,False,0.0,0.44999999999999996,0.0
E212:I15--DOOR_16,I15,DOOR_16,door_to_hallway,1.0,1.0,10.0,3.0,0.3,30.0,False,0.0,0.44999999999999996,0.0
E223:I21--I22,I21,I22,navigation,0.5,2.0,20.0,6.0,0.3,30.0,False,0.0,0.44999999999999996,0.0
E224:I22--I24,I22,I24,navigation,1.0,2.0,20.0,6.0,0.3,30.0,False,0.0,0.44999999999999996,0.0
E237:I3--DOOR_02,I3,DOOR_02,door_to_hallway,1.0,1.0,10.0,3.0,0.3,30.0,False,0.0,0.44999999999999996,0.0
E250:J10--K10,J10,K10,navigation,0.5,2.0,20.0,6.0,0.3,30.0,False,0.0,0.44999999999999996,0.0
E260:K10--L10,K10,L10,navigation,1.0,2.0,20.0,6.0,0.3,30.0,False,0.0,0.44999999999999996,0.0
E278:K3--DOOR_02,K3,DOOR_02,room_to_door,0.5,1.0,10.0,3.0,0.3,30.0,False,0.0,0.44999999999999996,0.0
E161:F30--G30,F30,G30,navigation,1.0,3.0,30.0,8.0,0.26666666666666666,26.666666666666668,False,0.0,0.35555555555555557,0.0
E188:G32--H32,G32,H32,navigation,0.5,3.0,30.0,8.0,0.26666666666666666,26.666666666666668,False,0.0,0.35555555555555557,0.0
E240:I30--J30,I30,J30,navigation,1.0,3.0,30.0,8.0,0.26666666666666666,26.666666666666668,False,0.0,0.35555555555555557,0.0
E296:L10--M10,L10,M10,navigation,1.0,2.0,20.0,5.0,0.25,25.0,False,0.0,0.3125,0.0
E329:M10--N10,M10,N10,navigation,1.0,2.0,20.0,5.0,0.25,25.0,False,0.0,0.3125,0.0
E040:C10--DOOR_05,C10,DOOR_05,room_to_door,0.5,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E074:C8--DOOR_05,C8,DOOR_05,room_to_door,0.5,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E101:E10--DOOR_06,E10,DOOR_06,room_to_door,0.5,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E128:E3--F3,E3,F3,navigation,1.0,3.0,30.0,6.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E137:E8--DOOR_06,E8,DOOR_06,room_to_door,0.5,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E148:F18--DOOR_19,F18,DOOR_19,door_to_hallway,0.5,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E152:F20--DOOR_19,F20,DOOR_19,room_to_door,0.5,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E160:F3--G3,F3,G3,navigation,1.0,3.0,30.0,6.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E194:H24--H25,H24,H25,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E195:H24--I24,H24,I24,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E201:H32--START_R24,H32,START_R24,room_start,1.0,4.0,40.0,8.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E217:I18--J18,I18,J18,navigation,1.0,2.0,20.0,4.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E222:I21--DOOR_23,I21,DOOR_23,door_to_hallway,1.0,1.0,10.0,2.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
E227:I25--I26,I25,I26,navigation,1.0,3.0,30.0,6.0,0.2,20.0,False,0.0,0.20000000000000004,0.0
