node_id,node_type,grid_position,capacity_units,effective_capacity_people,occupants_using_node,rooms_using_node,utilization_ratio,utilization_percent,is_congested
C4,navigation,F3,2.0,20.0,91,6,4.55,455.0,True
C9,navigation,K3,2.0,20.0,65,5,3.25,325.0,True
C8,navigation,J3,2.0,20.0,48,4,2.4,240.0,True
C3,navigation,E3,2.0,20.0,43,3,2.15,215.0,True
C0,navigation,B3,3.0,30.0,62,5,2.066666666666667,206.66666666666669,True
EXIT_B,exit,F2.5,5.0,50.0,91,6,1.82,182.0,True
C1,navigation,C3,2.0,20.0,33,3,1.65,165.0,True
C13,navigation,O3,3.0,30.0,49,4,1.6333333333333333,163.33333333333334,True
EXIT_A,exit,B2.5,4.0,40.0,62,5,1.55,155.0,True
C12,navigation,N3,2.0,20.0,29,3,1.45,145.0,True
C6,navigation,H3,2.0,20.0,27,2,1.35,135.0,True
EXIT_C,exit,K2.5,5.0,50.0,65,5,1.3,130.0,True
C5,navigation,G3,2.0,20.0,25,2,1.25,125.0,True
C2,navigation,D3,3.0,30.0,37,2,1.2333333333333334,123.33333333333334,True
DOOR_13,door,N4,2.0,20.0,24,1,1.2,120.0,True
DOOR_04,door,E2,2.0,20.0,23,1,1.15,114.99999999999999,True
C7,navigation,I3,3.0,30.0,34,3,1.1333333333333333,113.33333333333333,True
DOOR_14,door,O2,2.0,20.0,20,1,1.0,100.0,False
DOOR_03,door,D4,2.0,20.0,19,1,0.95,95.0,False
DOOR_19,door,F4,2.0,20.0,19,1,0.95,95.0,False
DOOR_07,door,H4,2.0,20.0,18,1,0.9,90.0,False
DOOR_10,door,K2,2.0,20.0,17,1,0.85,85.0,False
EXIT_D,exit,O2.5,6.0,60.0,49,4,0.8166666666666667,81.66666666666667,False
DOOR_06,door,G2,2.0,20.0,16,1,0.8,80.0,False
DOOR_01,door,B4,2.0,20.0,15,1,0.75,75.0,False
DOOR_09,door,J4,2.0,20.0,14,1,0.7,70.0,False
DOOR_15,door,B4,2.0,20.0,14,1,0.7,70.0,False
DOOR_05,door,F4,2.0,20.0,13,1,0.65,65.0,False
DOOR_17,door,D4,3.0,30.0,18,1,0.6,60.0,False
DOOR_20,door,G2,2.0,20.0,9,1,0.45,45.0,False
DOOR_02,door,C2,2.0,20.0,7,1,0.35,35.0,False
DOOR_08,door,I2,2.0,20.0,7,1,0.35,35.0,False
DOOR_16,door,C2,2.0,20.0,7,1,0.35,35.0,False
C11,navigation,M3,2.0,20.0,5,2,0.25,25.0,False
DOOR_12,door,M2,2.0,20.0,3,1,0.15,15.0,False
DOOR_11,door,L4,2.0,20.0,2,1,0.1,10.0,False
C10,navigation,L3,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
DOOR_18,door,E2,3.0,30.0,2,1,0.06666666666666667,6.666666666666667,False
