room_id,room_name,start_node,occupancy,selected_exit,distance,congestion_penalty,combined_cost,hops,path
R01,Room 01,START_R01,12,EXIT_A,3.0,1.8000000000000005,4.800000000000001,3,START_R01 -> DOOR_01 -> C0 -> EXIT_A
R02,Room 02,START_R02,7,EXIT_A,4.0,7.802777777777778,11.802777777777777,4,START_R02 -> DOOR_02 -> C1 -> C0 -> EXIT_A
R03,Room 03,START_R03,10,EXIT_A,5.0,7.523611111111111,12.523611111111112,5,START_R03 -> DOOR_03 -> C2 -> C1 -> C0 -> EXIT_A
R04,Room 04,START_R04,11,EXIT_A,6.0,4.095833333333332,10.095833333333333,6,START_R04 -> DOOR_04 -> C3 -> C2 -> C1 -> C0 -> EXIT_A
R05,Room 05,START_R05,24,EXIT_B,5.0,18.086722222222225,23.086722222222225,5,START_R05 -> DOOR_05 -> C4 -> C5 -> C6 -> EXIT_B
R06,Room 06,START_R06,19,EXIT_B,4.0,23.72438888888889,27.72438888888889,4,START_R06 -> DOOR_06 -> C5 -> C6 -> EXIT_B
R07,Room 07,START_R07,18,EXIT_B,3.0,24.00138888888889,27.00138888888889,3,START_R07 -> DOOR_07 -> C6 -> EXIT_B
R08,Room 08,START_R08,21,EXIT_B,4.0,19.00005555555556,23.00005555555556,4,START_R08 -> DOOR_08 -> C7 -> C6 -> EXIT_B
R09,Room 09,START_R09,15,EXIT_B,5.0,38.739222222222224,43.739222222222224,5,START_R09 -> DOOR_09 -> C8 -> C7 -> C6 -> EXIT_B
R10,Room 10,START_R10,25,EXIT_B,6.0,17.30902777777778,23.30902777777778,6,START_R10 -> DOOR_10 -> C9 -> C8 -> C7 -> C6 -> EXIT_B
R11,Room 11,START_R11,17,EXIT_C,6.0,21.354888888888887,27.354888888888887,6,START_R11 -> DOOR_11 -> C10 -> C11 -> C12 -> C13 -> EXIT_C
R12,Room 12,START_R12,13,EXIT_C,5.0,29.679777777777776,34.67977777777777,5,START_R12 -> DOOR_12 -> C11 -> C12 -> C13 -> EXIT_C
R13,Room 13,START_R13,21,EXIT_C,4.0,11.582,15.582,4,START_R13 -> DOOR_13 -> C12 -> C13 -> EXIT_C
R14,Room 14,START_R14,12,EXIT_C,3.0,18.088,21.088,3,START_R14 -> DOOR_14 -> C13 -> EXIT_C
R15,Room 15,START_R15,2,EXIT_D,8.0,10.305583333333335,18.305583333333335,8,START_R15 -> DOOR_15 -> C14 -> C15 -> C16 -> C17 -> C18 -> C19 -> EXIT_D
R16,Room 16,START_R16,25,EXIT_C,5.0,10.694444444444446,15.694444444444446,5,START_R16 -> DOOR_16 -> C15 -> C14 -> C13 -> EXIT_C
R17,Room 17,START_R17,3,EXIT_D,6.0,7.895138888888888,13.895138888888889,6,START_R17 -> DOOR_17 -> C16 -> C17 -> C18 -> C19 -> EXIT_D
R18,Room 18,START_R18,22,EXIT_D,5.0,8.530499999999998,13.530499999999998,5,START_R18 -> DOOR_18 -> C17 -> C18 -> C19 -> EXIT_D
R19,Room 19,START_R19,10,EXIT_D,4.0,5.733333333333334,9.733333333333334,4,START_R19 -> DOOR_19 -> C18 -> C19 -> EXIT_D
R20,Room 20,START_R20,9,EXIT_D,3.0,3.7972222222222225,6.7972222222222225,3,START_R20 -> DOOR_20 -> C19 -> EXIT_D
